背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2,L,浅岡 遥太,3,〇,〇,〇,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
3,L,早瀬 省吾,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,27,16.0,3.0,64.8
4,,宮田 航輔,2,,□,□,,,0,0,0,-,-,0,0,0,-,0,-,3,0,0,1,8.3,0,0.0,0.0,-
5,,田尻 信太郎,3,■,■,■,,,6,1,0,16.7,0.33,0,0,0,-,2,0.67,22,2,3,8,14.8,0,0.0,0.0,-
7,,倉田 真,3,■,■,■,,,36,17,1,47.2,5.67,6,3,0,50.0,0,-,13,1,2,3,9.6,4,1.0,2.0,50.0
8,,清水 久雄,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,6,0,1,1,0.0,0,0.0,0.0,-
10,,三浦 拓也,3,■,■,■,,,21,8,1,38.1,2.67,1,1,0,100.0,1,0.33,7,0,2,3,3.6,33,20.0,6.0,69.7
11,,奥田 晃,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
16,,長澤 朔,3,■,■,■,,,17,3,2,17.6,1.00,0,0,0,-,1,0.33,10,0,0,2,5.0,1,0.0,0.0,0.0
18,,荻野 翼,3,■,■,■,,,15,6,2,40.0,2.00,0,0,0,-,2,0.67,3,0,0,2,16.7,0,0.0,0.0,-
21,,中田 快,1,□,,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,1,25.0,0,0.0,0.0,-
25,,與崎 風人,3,■,■,■,,,25,8,3,32.0,2.67,8,4,1,50.0,2,0.67,8,0,2,2,0.0,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,3,,,,,,120,43,9,35.8,14.33,15,8,1,53.3,8,2.67,73,3,10,23,8.6,65,37.0,11.0,65.4
