背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,伊藤 優介,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
3,,石原 二生,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
4,,宇野 佑樹,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
5,,岩阪 健太郎,4,■,■,■,■,,16,7,2,43.8,1.75,1,1,0,100.0,2,0.50,16,0,0,2,3.1,0,0.0,0.0,-
6,,大貫 智博,4,■,■,■,■,,15,7,0,46.7,1.75,0,0,0,-,2,0.50,15,1,0,1,8.3,1,1.0,0.0,100.0
8,,西片 圭佑,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
9,,大楽 祥生,4,■,■,■,■,,24,9,1,37.5,2.25,4,0,0,0.0,0,-,10,0,0,0,0.0,29,19.0,6.0,75.9
12,,藤井 和輝,2,,□,,□,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0.0,0.0,-
13,L,草間 圭祐,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
14,,槌尾 健,1,,,,□,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-
15,,持冨 光一,4,■,■,■,■,,4,2,0,50.0,0.50,0,0,0,-,1,0.25,11,0,2,1,-2.3,0,0.0,0.0,-
16,,松本 敬三,4,■,■,■,■,,23,7,2,30.4,1.75,4,0,1,0.0,2,0.50,16,0,1,2,1.6,23,13.0,7.0,71.7
18,,北崎 文弥,4,■,■,■,■,,29,13,1,44.8,3.25,2,2,0,100.0,1,0.25,13,0,0,2,3.8,1,0.0,0.0,0.0
19,L,高木 裕史,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,26,18.0,4.0,76.9
チーム合計,チーム合計,チーム合計,4,,,,,,111,45,6,40.5,11.25,11,3,1,27.3,8,2.00,84,1,3,8,2.7,80,51.0,17.0,74.4
