背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
4,,中村 竜輔,5,■,■,■,■,■,10,4,0,40.0,0.80,0,0,0,-,2,0.40,15,2,1,1,13.3,2,1.0,0.0,50.0
5,,笠利 真吾,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
6,,伊藤 樹,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
7,,戸嵜 嵩大,5,■,■,■,■,■,42,18,1,42.9,3.60,7,2,1,28.6,1,0.20,17,0,5,4,-1.5,39,19.0,14.0,66.7
8,,河東 祐大,5,■,■,■,■,■,2,0,0,0.0,-,0,0,0,-,0,-,18,0,0,2,2.8,0,0.0,0.0,-
9,,池田 幸太,5,■,■,■,■,■,30,16,4,53.3,3.20,6,5,1,83.3,1,0.20,17,1,8,2,-2.9,30,16.0,8.0,66.7
10,,ヌルムルキ リヴァン,5,■,■,■,■,■,48,20,3,41.7,4.00,28,12,2,42.9,2,0.40,21,2,5,4,8.3,0,0.0,0.0,-
12,L,山本 憲吾,5,●,●,●,●,●,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,10,3.0,3.0,45.0
13,,椿 芽久,2,□,□,,,,1,0,0,0.0,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-
14,,矢貫 龍馬,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
16,,森崎 健史,5,■,■,■,■,■,11,6,0,54.5,1.20,0,0,0,-,0,-,18,1,5,1,0.0,5,2.0,1.0,50.0
21,,高澤 和貴,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
22,L,角 雅也,5,〇,〇,〇,〇,〇,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
24,,長田 翼,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,5,,,,,,144,64,8,44.4,12.80,41,19,4,46.3,6,1.20,107,6,24,14,3.3,86,41.0,26.0,62.8
