背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
3,,高橋 沙織,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
4,,比金 桃子,3,■,■,■,,,1,1,0,100.0,0.33,0,0,0,-,0,-,11,0,0,5,11.4,0,0.0,0.0,-
5,,内瀬戸 真実,3,■,■,■,,,35,13,1,37.1,4.33,3,2,1,66.7,0,-,9,0,1,3,5.6,15,5.0,6.0,53.3
7,,志智 真梨奈,1,□,,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-
8,L,榊原 美沙都,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,11,5.0,2.0,54.5
9,,辻 彩乃,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
10,,小田 桃香,3,■,■,■,,,26,12,1,46.2,4.00,4,1,0,25.0,0,-,11,0,1,5,9.1,26,4.0,11.0,36.5
11,,荒木 絵里香,3,■,■,■,,,19,6,0,31.6,2.00,0,0,0,-,4,1.33,21,3,0,11,27.4,0,0.0,0.0,-
12,,渡邊 彩,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
15,,杉 郁香,3,■,■,■,,,21,14,1,66.7,4.67,0,0,0,-,1,0.33,12,2,1,5,25.0,0,0.0,0.0,-
17,,藪田 美穂子,3,■,■,■,,,29,7,5,24.1,2.33,4,0,1,0.0,0,-,11,1,2,4,13.6,1,0.0,0.0,0.0
19,,安井 由香子,1,,□,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,1,25.0,6,2.0,3.0,58.3
20,,山形 理沙子,2,,□,□,,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,3,,,,,,131,53,8,40.5,17.67,11,3,2,27.3,5,1.67,79,6,5,34,16.8,59,16.0,22.0,45.8
