背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,L,吉田 みなみ,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
2,,山口 舞,3,■,■,■,,,13,4,0,30.8,1.33,0,0,0,-,1,0.33,7,0,0,1,3.6,0,0.0,0.0,-
3,,今野 加奈子,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
4,,関 李香,2,,□,■,,,5,4,0,80.0,2.00,0,0,0,-,0,-,3,0,0,2,16.7,0,0.0,0.0,-
6,,浅津 ゆうこ,3,□,□,□,,,18,8,1,44.4,2.67,0,0,0,-,0,-,2,0,0,1,12.5,4,2.0,0.0,50.0
7,,佐々木 萌,3,■,■,■,,,39,12,3,30.8,4.00,2,0,1,0.0,0,-,13,0,0,6,11.5,25,17.0,0.0,68.0
8,,川畑 愛希,3,■,■,■,,,51,18,1,35.3,6.00,0,0,0,-,0,-,13,0,0,6,11.5,9,6.0,0.0,66.7
11,,香野 晶子,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
14,,宮下 遥,3,■,■,■,,,3,2,0,66.7,0.67,0,0,0,-,0,-,17,1,0,4,10.6,1,0.0,0.0,0.0
15,,熊谷 桜子,1,□,,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-
20,L,丸山 亜季,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,12,9.0,0.0,75.0
22,,卜部 里菜,3,■,■,■,,,8,3,0,37.5,1.00,0,0,0,-,0,-,11,0,0,4,9.1,8,6.0,0.0,75.0
24,,川畑 夏希,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,3,0,0,1,8.3,3,3.0,0.0,100.0
28,,川島 亜依美,2,■,■,,,,11,5,0,45.5,2.50,0,0,0,-,1,0.50,5,0,0,1,5.0,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,3,,,,,,148,56,5,37.8,18.67,2,0,1,0.0,2,0.67,75,1,0,26,9.7,62,43.0,0.0,69.4
