背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,竹田 沙希,3,■,■,■,,,22,7,1,31.8,2.33,0,0,0,-,0,-,9,0,0,4,11.1,29,23.0,0.0,79.3
3,L,中村 かおり,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
4,,藤田 夏未,3,■,■,■,,,0,0,0,-,-,0,0,0,-,0,-,10,1,2,2,15.0,0,0.0,0.0,-
5,,平松 美有紀,3,■,■,■,,,14,4,2,28.6,1.33,0,0,0,-,0,-,7,0,0,1,3.6,2,2.0,0.0,100.0
6,,衛藤 智美,3,■,■,■,,,19,4,1,21.1,1.33,0,0,0,-,1,0.33,11,1,0,1,9.5,1,0.0,0.0,0.0
7,,日隈 佑,2,□,□,,,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0.0,0.0,-
8,,川島 里華,1,,□,,,,3,1,0,33.3,1.00,0,0,0,-,0,-,0,0,0,0,-,1,1.0,0.0,100.0
12,,山田 真里,1,■,,,,,12,2,0,16.7,2.00,1,0,0,0.0,0,-,1,0,0,1,25.0,4,3.0,0.0,75.0
13,,庄司 夕起,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
14,,藤原 亜紀,1,,,□,,,12,2,0,16.7,2.00,1,0,0,0.0,0,-,1,0,0,0,0.0,6,4.0,0.0,66.7
15,L,佐藤 澪,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,9,7.0,0.0,77.8
17,,竹内 彩,3,□,■,■,,,23,4,2,17.4,1.33,1,0,0,0.0,1,0.33,6,0,0,0,0.0,6,6.0,0.0,100.0
19,,志智 真梨奈,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,3,0,0,0,0.0,0,0.0,0.0,-
23,,カナニ ダニエルソン,3,■,■,■,,,39,11,2,28.2,3.67,9,1,1,11.1,0,-,12,1,1,1,8.8,8,6.0,0.0,75.0
チーム合計,チーム合計,チーム合計,3,,,,,,144,35,8,24.3,11.67,12,1,1,8.3,2,0.67,62,3,3,10,8.2,66,52.0,0.0,78.8
