背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,野末 夏子,5,■,■,■,■,■,35,8,3,22.9,1.60,0,0,0,-,1,0.20,10,0,0,2,5.0,22,14.0,0.0,63.6
2,,高橋 那依,5,■,■,■,■,■,26,8,0,30.8,1.60,0,0,0,-,2,0.40,8,0,0,2,6.2,0,0.0,0.0,-
3,,田口 綾菜,5,□,□,■,■,■,32,14,2,43.8,2.80,0,0,0,-,0,-,16,2,1,3,14.7,10,2.0,0.0,20.0
4,,佐藤 優花,5,■,■,■,■,■,71,34,1,47.9,6.80,0,0,0,-,1,0.20,14,0,0,2,3.6,25,5.0,0.0,20.0
5,,権藤 玲奈,2,■,■,,,,15,3,0,20.0,1.50,0,0,0,-,0,-,9,0,0,2,5.6,4,0.0,0.0,0.0
6,,佐藤 仁美,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
8,,松尾 妃七菜,5,■,■,■,■,■,6,2,0,33.3,0.40,0,0,0,-,1,0.20,17,0,0,1,1.5,1,0.0,0.0,0.0
9,,廣田 唯,4,□,□,,□,□,0,0,0,-,-,0,0,0,-,0,-,6,1,2,0,16.7,0,0.0,0.0,-
10,L,浅野 愛美,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
11,L,大橋 亜美,5,●,●,●,●,●,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,18,12.0,0.0,66.7
13,,竹内 碧,2,□,□,,,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0.0,0.0,-
16,,梅木 瞳,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
17,,下田 梨生,1,,□,,,,1,0,0,0.0,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
18,,浅野 美波,5,■,■,■,■,■,21,12,1,57.1,2.40,0,0,0,-,5,1.00,27,0,0,9,8.3,23,17.0,0.0,73.9
チーム合計,チーム合計,チーム合計,5,,,,,,207,81,7,39.1,16.20,0,0,0,-,10,2.00,109,3,3,21,7.2,103,50.0,0.0,48.5
