背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,L,中村 英里子,5,〇,〇,〇,〇,〇,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
3,,和途 綾香,5,■,■,■,■,■,8,3,0,37.5,0.60,0,0,0,-,4,0.80,12,0,1,3,6.2,0,0.0,0.0,-
6,,柴小屋 志織,5,■,■,■,■,■,27,9,2,33.3,1.80,0,0,0,-,4,0.80,14,0,4,2,3.6,2,2.0,0.0,100.0
7,L,徳田 亜留美,5,●,●,●,●,●,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,38,24.0,0.0,63.2
8,,菅原 麻衣,5,■,■,■,■,■,50,14,3,28.0,2.80,0,0,0,-,4,0.80,16,0,2,7,10.9,0,0.0,0.0,-
9,,山内 佑里子,5,■,■,■,■,■,42,11,5,26.2,2.20,1,0,0,0.0,3,0.60,27,2,0,13,18.0,53,30.0,0.0,56.6
11,,高橋 美佳子,5,■,■,■,■,■,2,0,1,0.0,-,0,0,0,-,0,-,17,0,1,4,5.9,0,0.0,0.0,-
14,,田中 静香,2,,□,,,□,0,0,0,-,-,0,0,0,-,0,-,4,1,1,0,20.0,0,0.0,0.0,-
17,,小野 綾華,5,■,■,■,■,■,57,15,3,26.3,3.00,7,1,1,14.3,0,-,18,1,4,4,11.1,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,5,,,,,,186,52,14,28.0,10.40,8,1,1,12.5,15,3.00,108,4,13,33,10.8,93,56.0,0.0,60.2
