No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win Set,Lose Set,Total Set,Win Lose,Get Point,Lose Point,Game Time,Start Time,End Time,Spectators,Jury,Chief Umpire,Sub Umpire,Judgeman,Home Away,Game time
1,,エバデダンジェフリー　宇意,1,,,■,,,5,4,0,80.0,4.00,0,0,0,-,1,1.00,2,0,0,1,12.5,0,0.0,0.0,-,528,2020-11-22,2020,11,22,宮崎県,早水公園体育文化センター,富士通カワサキレッドスピリッツ,きんでんトリニティーブリッツ,山本道彦,廣本遥,3,0,3,Win,75,57,68.0,13:00,14:14,0,塚本健,橋本賀津郎,工藤紀年,生駒能宏,Home,
4,,柳田百織,1,■,,,,,3,1,0,33.3,1.00,1,0,0,0.0,1,1.00,1,0,0,0,0.0,0,0.0,0.0,-,528,2020-11-22,2020,11,22,宮崎県,早水公園体育文化センター,富士通カワサキレッドスピリッツ,きんでんトリニティーブリッツ,山本道彦,廣本遥,3,0,3,Win,75,57,68.0,13:00,14:14,0,塚本健,橋本賀津郎,工藤紀年,生駒能宏,Home,
5,,吉田綜眞,3,□,■,■,,,17,8,0,47.1,2.67,4,2,0,50.0,1,0.33,9,0,0,1,2.8,0,0.0,0.0,-,528,2020-11-22,2020,11,22,宮崎県,早水公園体育文化センター,富士通カワサキレッドスピリッツ,きんでんトリニティーブリッツ,山本道彦,廣本遥,3,0,3,Win,75,57,68.0,13:00,14:14,0,塚本健,橋本賀津郎,工藤紀年,生駒能宏,Home,
6,L,小林慎平,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,5,3.0,1.0,70.0,528,2020-11-22,2020,11,22,宮崎県,早水公園体育文化センター,富士通カワサキレッドスピリッツ,きんでんトリニティーブリッツ,山本道彦,廣本遥,3,0,3,Win,75,57,68.0,13:00,14:14,0,塚本健,橋本賀津郎,工藤紀年,生駒能宏,Home,
7,,加藤大雄,2,■,■,,,,6,2,0,33.3,1.00,0,0,0,-,1,0.50,6,0,0,0,0.0,1,1.0,0.0,100.0,528,2020-11-22,2020,11,22,宮崎県,早水公園体育文化センター,富士通カワサキレッドスピリッツ,きんでんトリニティーブリッツ,山本道彦,廣本遥,3,0,3,Win,75,57,68.0,13:00,14:14,0,塚本健,橋本賀津郎,工藤紀年,生駒能宏,Home,
9,,手塚奨,3,□,□,□,,,1,1,0,100.0,0.33,0,0,0,-,0,-,6,0,0,2,8.3,0,0.0,0.0,-,528,2020-11-22,2020,11,22,宮崎県,早水公園体育文化センター,富士通カワサキレッドスピリッツ,きんでんトリニティーブリッツ,山本道彦,廣本遥,3,0,3,Win,75,57,68.0,13:00,14:14,0,塚本健,橋本賀津郎,工藤紀年,生駒能宏,Home,
10,,岡村義郎,3,■,■,■,,,15,9,0,60.0,3.00,0,0,0,-,4,1.33,4,0,0,1,6.2,0,0.0,0.0,-,528,2020-11-22,2020,11,22,宮崎県,早水公園体育文化センター,富士通カワサキレッドスピリッツ,きんでんトリニティーブリッツ,山本道彦,廣本遥,3,0,3,Win,75,57,68.0,13:00,14:14,0,塚本健,橋本賀津郎,工藤紀年,生駒能宏,Home,
11,,浅野卓雅,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,528,2020-11-22,2020,11,22,宮崎県,早水公園体育文化センター,富士通カワサキレッドスピリッツ,きんでんトリニティーブリッツ,山本道彦,廣本遥,3,0,3,Win,75,57,68.0,13:00,14:14,0,塚本健,橋本賀津郎,工藤紀年,生駒能宏,Home,
13,,兵頭佳樹,3,■,■,■,,,20,9,1,45.0,3.00,5,2,1,40.0,0,-,16,3,2,6,25.0,8,4.0,1.0,56.2,528,2020-11-22,2020,11,22,宮崎県,早水公園体育文化センター,富士通カワサキレッドスピリッツ,きんでんトリニティーブリッツ,山本道彦,廣本遥,3,0,3,Win,75,57,68.0,13:00,14:14,0,塚本健,橋本賀津郎,工藤紀年,生駒能宏,Home,
16,,米澤寛武,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,528,2020-11-22,2020,11,22,宮崎県,早水公園体育文化センター,富士通カワサキレッドスピリッツ,きんでんトリニティーブリッツ,山本道彦,廣本遥,3,0,3,Win,75,57,68.0,13:00,14:14,0,塚本健,橋本賀津郎,工藤紀年,生駒能宏,Home,
17,,角大樹,3,■,■,■,,,24,8,2,33.3,2.67,3,1,1,33.3,1,0.33,9,1,3,5,16.7,33,16.0,9.0,62.1,528,2020-11-22,2020,11,22,宮崎県,早水公園体育文化センター,富士通カワサキレッドスピリッツ,きんでんトリニティーブリッツ,山本道彦,廣本遥,3,0,3,Win,75,57,68.0,13:00,14:14,0,塚本健,橋本賀津郎,工藤紀年,生駒能宏,Home,
18,,長谷山拓,3,■,■,■,,,0,0,0,-,-,0,0,0,-,0,-,14,1,2,4,10.7,0,0.0,0.0,-,528,2020-11-22,2020,11,22,宮崎県,早水公園体育文化センター,富士通カワサキレッドスピリッツ,きんでんトリニティーブリッツ,山本道彦,廣本遥,3,0,3,Win,75,57,68.0,13:00,14:14,0,塚本健,橋本賀津郎,工藤紀年,生駒能宏,Home,
19,,尾木将,2,□,,□,,,0,0,0,-,-,0,0,0,-,0,-,5,0,1,1,0.0,0,0.0,0.0,-,528,2020-11-22,2020,11,22,宮崎県,早水公園体育文化センター,富士通カワサキレッドスピリッツ,きんでんトリニティーブリッツ,山本道彦,廣本遥,3,0,3,Win,75,57,68.0,13:00,14:14,0,塚本健,橋本賀津郎,工藤紀年,生駒能宏,Home,
20,,志波京介,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-,528,2020-11-22,2020,11,22,宮崎県,早水公園体育文化センター,富士通カワサキレッドスピリッツ,きんでんトリニティーブリッツ,山本道彦,廣本遥,3,0,3,Win,75,57,68.0,13:00,14:14,0,塚本健,橋本賀津郎,工藤紀年,生駒能宏,Home,
1,,岡本侑,3,■,■,■,,,22,11,3,50.0,3.67,11,5,1,45.5,0,-,12,0,2,3,2.1,0,0.0,0.0,-,528,2020-11-22,2020,11,22,宮崎県,早水公園体育文化センター,きんでんトリニティーブリッツ,富士通カワサキレッドスピリッツ,今田善仁,藤島謙裕,0,3,3,Lose,57,75,,13:00,14:14,0,塚本健,橋本賀津郎,工藤紀年,生駒能宏,Away,68.0
3,L,長濱裕,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,17,7.0,7.0,61.8,528,2020-11-22,2020,11,22,宮崎県,早水公園体育文化センター,きんでんトリニティーブリッツ,富士通カワサキレッドスピリッツ,今田善仁,藤島謙裕,0,3,3,Lose,57,75,,13:00,14:14,0,塚本健,橋本賀津郎,工藤紀年,生駒能宏,Away,68.0
5,L,大賀惠介,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,528,2020-11-22,2020,11,22,宮崎県,早水公園体育文化センター,きんでんトリニティーブリッツ,富士通カワサキレッドスピリッツ,今田善仁,藤島謙裕,0,3,3,Lose,57,75,,13:00,14:14,0,塚本健,橋本賀津郎,工藤紀年,生駒能宏,Away,68.0
6,,庄司練,3,■,■,■,,,10,4,1,40.0,1.33,0,0,0,-,1,0.33,9,0,3,1,-5.6,0,0.0,0.0,-,528,2020-11-22,2020,11,22,宮崎県,早水公園体育文化センター,きんでんトリニティーブリッツ,富士通カワサキレッドスピリッツ,今田善仁,藤島謙裕,0,3,3,Lose,57,75,,13:00,14:14,0,塚本健,橋本賀津郎,工藤紀年,生駒能宏,Away,68.0
7,,田畑翔伍,1,□,,,,,4,0,0,0.0,-,0,0,0,-,0,-,0,0,0,0,-,3,1.0,0.0,33.3,528,2020-11-22,2020,11,22,宮崎県,早水公園体育文化センター,きんでんトリニティーブリッツ,富士通カワサキレッドスピリッツ,今田善仁,藤島謙裕,0,3,3,Lose,57,75,,13:00,14:14,0,塚本健,橋本賀津郎,工藤紀年,生駒能宏,Away,68.0
9,,内園徹,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,4,0,1,0,-6.2,0,0.0,0.0,-,528,2020-11-22,2020,11,22,宮崎県,早水公園体育文化センター,きんでんトリニティーブリッツ,富士通カワサキレッドスピリッツ,今田善仁,藤島謙裕,0,3,3,Lose,57,75,,13:00,14:14,0,塚本健,橋本賀津郎,工藤紀年,生駒能宏,Away,68.0
11,,毛利光生,3,■,■,■,,,3,0,0,0.0,-,1,0,0,0.0,0,-,7,0,0,2,7.1,0,0.0,0.0,-,528,2020-11-22,2020,11,22,宮崎県,早水公園体育文化センター,きんでんトリニティーブリッツ,富士通カワサキレッドスピリッツ,今田善仁,藤島謙裕,0,3,3,Lose,57,75,,13:00,14:14,0,塚本健,橋本賀津郎,工藤紀年,生駒能宏,Away,68.0
14,,谷川結人,3,■,■,■,,,27,14,2,51.9,4.67,8,5,1,62.5,0,-,8,1,3,3,12.5,11,3.0,1.0,31.8,528,2020-11-22,2020,11,22,宮崎県,早水公園体育文化センター,きんでんトリニティーブリッツ,富士通カワサキレッドスピリッツ,今田善仁,藤島謙裕,0,3,3,Lose,57,75,,13:00,14:14,0,塚本健,橋本賀津郎,工藤紀年,生駒能宏,Away,68.0
15,,古川一輝,1,,,■,,,5,2,0,40.0,2.00,0,0,0,-,0,-,2,0,0,0,0.0,0,0.0,0.0,-,528,2020-11-22,2020,11,22,宮崎県,早水公園体育文化センター,きんでんトリニティーブリッツ,富士通カワサキレッドスピリッツ,今田善仁,藤島謙裕,0,3,3,Lose,57,75,,13:00,14:14,0,塚本健,橋本賀津郎,工藤紀年,生駒能宏,Away,68.0
18,,三木裕人,3,■,■,■,,,11,2,0,18.2,0.67,1,0,0,0.0,0,-,5,0,0,0,0.0,28,17.0,4.0,67.9,528,2020-11-22,2020,11,22,宮崎県,早水公園体育文化センター,きんでんトリニティーブリッツ,富士通カワサキレッドスピリッツ,今田善仁,藤島謙裕,0,3,3,Lose,57,75,,13:00,14:14,0,塚本健,橋本賀津郎,工藤紀年,生駒能宏,Away,68.0
19,,黒木隆生,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,528,2020-11-22,2020,11,22,宮崎県,早水公園体育文化センター,きんでんトリニティーブリッツ,富士通カワサキレッドスピリッツ,今田善仁,藤島謙裕,0,3,3,Lose,57,75,,13:00,14:14,0,塚本健,橋本賀津郎,工藤紀年,生駒能宏,Away,68.0
20,,山本慎人,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,1,25.0,0,0.0,0.0,-,528,2020-11-22,2020,11,22,宮崎県,早水公園体育文化センター,きんでんトリニティーブリッツ,富士通カワサキレッドスピリッツ,今田善仁,藤島謙裕,0,3,3,Lose,57,75,,13:00,14:14,0,塚本健,橋本賀津郎,工藤紀年,生駒能宏,Away,68.0
22,,松浦孝平,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,9,2,1,2,25.0,6,3.0,1.0,58.3,528,2020-11-22,2020,11,22,宮崎県,早水公園体育文化センター,きんでんトリニティーブリッツ,富士通カワサキレッドスピリッツ,今田善仁,藤島謙裕,0,3,3,Lose,57,75,,13:00,14:14,0,塚本健,橋本賀津郎,工藤紀年,生駒能宏,Away,68.0
23,,福井裕貴,2,■,■,,,,13,5,1,38.5,2.50,0,0,0,-,1,0.50,2,0,0,0,0.0,0,0.0,0.0,-,528,2020-11-22,2020,11,22,宮崎県,早水公園体育文化センター,きんでんトリニティーブリッツ,富士通カワサキレッドスピリッツ,今田善仁,藤島謙裕,0,3,3,Lose,57,75,,13:00,14:14,0,塚本健,橋本賀津郎,工藤紀年,生駒能宏,Away,68.0
1,,青島賢司,2,,□,□,,,0,0,0,-,-,0,0,0,-,0,-,4,0,0,0,0.0,0,0.0,0.0,-,529,2020-11-28,2020,11,28,北海道,北ガスアリーナ札幌46,サフィルヴァ北海道,ヴォレアス北海道,上杉徹,小林準,0,3,3,Lose,62,77,75.0,17:00,18:28,906,印藤智一,大塚健之,笹木宣拓,藤原啓子,Home,
2,L,神園時,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,11,5.0,3.0,59.1,529,2020-11-28,2020,11,28,北海道,北ガスアリーナ札幌46,サフィルヴァ北海道,ヴォレアス北海道,上杉徹,小林準,0,3,3,Lose,62,77,75.0,17:00,18:28,906,印藤智一,大塚健之,笹木宣拓,藤原啓子,Home,
3,,河西智洋,1,,□,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,2,1.0,1.0,75.0,529,2020-11-28,2020,11,28,北海道,北ガスアリーナ札幌46,サフィルヴァ北海道,ヴォレアス北海道,上杉徹,小林準,0,3,3,Lose,62,77,75.0,17:00,18:28,906,印藤智一,大塚健之,笹木宣拓,藤原啓子,Home,
4,,奥田基嗣,3,■,■,■,,,6,3,1,50.0,1.00,0,0,0,-,0,-,6,0,3,0,-12.5,1,1.0,0.0,100.0,529,2020-11-28,2020,11,28,北海道,北ガスアリーナ札幌46,サフィルヴァ北海道,ヴォレアス北海道,上杉徹,小林準,0,3,3,Lose,62,77,75.0,17:00,18:28,906,印藤智一,大塚健之,笹木宣拓,藤原啓子,Home,
6,,阿部誠樹,3,■,■,■,,,19,4,3,21.1,1.33,2,1,0,50.0,0,-,14,1,3,2,5.4,20,4.0,7.0,37.5,529,2020-11-28,2020,11,28,北海道,北ガスアリーナ札幌46,サフィルヴァ北海道,ヴォレアス北海道,上杉徹,小林準,0,3,3,Lose,62,77,75.0,17:00,18:28,906,印藤智一,大塚健之,笹木宣拓,藤原啓子,Home,
7,,笠原佑斗,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,529,2020-11-28,2020,11,28,北海道,北ガスアリーナ札幌46,サフィルヴァ北海道,ヴォレアス北海道,上杉徹,小林準,0,3,3,Lose,62,77,75.0,17:00,18:28,906,印藤智一,大塚健之,笹木宣拓,藤原啓子,Home,
11,,十良澤太一,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,1,0,1,0,-25.0,0,0.0,0.0,-,529,2020-11-28,2020,11,28,北海道,北ガスアリーナ札幌46,サフィルヴァ北海道,ヴォレアス北海道,上杉徹,小林準,0,3,3,Lose,62,77,75.0,17:00,18:28,906,印藤智一,大塚健之,笹木宣拓,藤原啓子,Home,
14,,山口拓馬,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,529,2020-11-28,2020,11,28,北海道,北ガスアリーナ札幌46,サフィルヴァ北海道,ヴォレアス北海道,上杉徹,小林準,0,3,3,Lose,62,77,75.0,17:00,18:28,906,印藤智一,大塚健之,笹木宣拓,藤原啓子,Home,
16,L,桝谷周呈,3,〇,〇,〇,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,529,2020-11-28,2020,11,28,北海道,北ガスアリーナ札幌46,サフィルヴァ北海道,ヴォレアス北海道,上杉徹,小林準,0,3,3,Lose,62,77,75.0,17:00,18:28,906,印藤智一,大塚健之,笹木宣拓,藤原啓子,Home,
17,,森元貴哉,3,■,■,■,,,14,7,1,50.0,2.33,1,0,1,0.0,2,0.67,9,0,3,2,-2.8,25,9.0,4.0,44.0,529,2020-11-28,2020,11,28,北海道,北ガスアリーナ札幌46,サフィルヴァ北海道,ヴォレアス北海道,上杉徹,小林準,0,3,3,Lose,62,77,75.0,17:00,18:28,906,印藤智一,大塚健之,笹木宣拓,藤原啓子,Home,
20,,佐藤陸善,3,■,■,■,,,1,1,0,100.0,0.33,0,0,0,-,0,-,9,1,0,0,11.1,0,0.0,0.0,-,529,2020-11-28,2020,11,28,北海道,北ガスアリーナ札幌46,サフィルヴァ北海道,ヴォレアス北海道,上杉徹,小林準,0,3,3,Lose,62,77,75.0,17:00,18:28,906,印藤智一,大塚健之,笹木宣拓,藤原啓子,Home,
21,,柿崎充,3,■,■,■,,,23,13,1,56.5,4.33,7,6,1,85.7,0,-,11,0,2,2,0.0,0,0.0,0.0,-,529,2020-11-28,2020,11,28,北海道,北ガスアリーナ札幌46,サフィルヴァ北海道,ヴォレアス北海道,上杉徹,小林準,0,3,3,Lose,62,77,75.0,17:00,18:28,906,印藤智一,大塚健之,笹木宣拓,藤原啓子,Home,
22,,柏田樹,3,■,■,■,,,6,2,0,33.3,0.67,0,0,0,-,1,0.33,8,0,1,2,3.1,1,1.0,0.0,100.0,529,2020-11-28,2020,11,28,北海道,北ガスアリーナ札幌46,サフィルヴァ北海道,ヴォレアス北海道,上杉徹,小林準,0,3,3,Lose,62,77,75.0,17:00,18:28,906,印藤智一,大塚健之,笹木宣拓,藤原啓子,Home,
26,,長屋梓,1,,□,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-,529,2020-11-28,2020,11,28,北海道,北ガスアリーナ札幌46,サフィルヴァ北海道,ヴォレアス北海道,上杉徹,小林準,0,3,3,Lose,62,77,75.0,17:00,18:28,906,印藤智一,大塚健之,笹木宣拓,藤原啓子,Home,
0,,越川優,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,529,2020-11-28,2020,11,28,北海道,北ガスアリーナ札幌46,ヴォレアス北海道,サフィルヴァ北海道,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,0,3,Win,77,62,,17:00,18:28,906,印藤智一,大塚健之,笹木宣拓,藤原啓子,Away,75.0
2,,山口功太郎,1,,□,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,529,2020-11-28,2020,11,28,北海道,北ガスアリーナ札幌46,ヴォレアス北海道,サフィルヴァ北海道,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,0,3,Win,77,62,,17:00,18:28,906,印藤智一,大塚健之,笹木宣拓,藤原啓子,Away,75.0
3,,田城貴之,3,■,■,■,,,4,2,0,50.0,0.67,0,0,0,-,2,0.67,8,0,3,1,-6.2,0,0.0,0.0,-,529,2020-11-28,2020,11,28,北海道,北ガスアリーナ札幌46,ヴォレアス北海道,サフィルヴァ北海道,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,0,3,Win,77,62,,17:00,18:28,906,印藤智一,大塚健之,笹木宣拓,藤原啓子,Away,75.0
4,,古田史郎,2,,□,■,,,13,9,1,69.2,4.50,4,1,1,25.0,0,-,4,1,1,0,18.8,0,0.0,0.0,-,529,2020-11-28,2020,11,28,北海道,北ガスアリーナ札幌46,ヴォレアス北海道,サフィルヴァ北海道,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,0,3,Win,77,62,,17:00,18:28,906,印藤智一,大塚健之,笹木宣拓,藤原啓子,Away,75.0
5,,家近滉一,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,529,2020-11-28,2020,11,28,北海道,北ガスアリーナ札幌46,ヴォレアス北海道,サフィルヴァ北海道,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,0,3,Win,77,62,,17:00,18:28,906,印藤智一,大塚健之,笹木宣拓,藤原啓子,Away,75.0
6,,本澤凌斗,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,529,2020-11-28,2020,11,28,北海道,北ガスアリーナ札幌46,ヴォレアス北海道,サフィルヴァ北海道,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,0,3,Win,77,62,,17:00,18:28,906,印藤智一,大塚健之,笹木宣拓,藤原啓子,Away,75.0
7,,関根俊哉,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,529,2020-11-28,2020,11,28,北海道,北ガスアリーナ札幌46,ヴォレアス北海道,サフィルヴァ北海道,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,0,3,Win,77,62,,17:00,18:28,906,印藤智一,大塚健之,笹木宣拓,藤原啓子,Away,75.0
10,L,白石啓丈,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,18,10.0,6.0,72.2,529,2020-11-28,2020,11,28,北海道,北ガスアリーナ札幌46,ヴォレアス北海道,サフィルヴァ北海道,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,0,3,Win,77,62,,17:00,18:28,906,印藤智一,大塚健之,笹木宣拓,藤原啓子,Away,75.0
13,,佐々木博秋,3,■,■,■,,,19,14,1,73.7,4.67,1,1,0,100.0,4,1.33,15,1,3,3,6.7,8,4.0,1.0,56.2,529,2020-11-28,2020,11,28,北海道,北ガスアリーナ札幌46,ヴォレアス北海道,サフィルヴァ北海道,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,0,3,Win,77,62,,17:00,18:28,906,印藤智一,大塚健之,笹木宣拓,藤原啓子,Away,75.0
14,,張育陞,2,■,■,,,,15,6,3,40.0,3.00,7,3,3,42.9,2,1.00,6,0,1,2,4.2,0,0.0,0.0,-,529,2020-11-28,2020,11,28,北海道,北ガスアリーナ札幌46,ヴォレアス北海道,サフィルヴァ北海道,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,0,3,Win,77,62,,17:00,18:28,906,印藤智一,大塚健之,笹木宣拓,藤原啓子,Away,75.0
17,,辰巳遼,3,■,■,■,,,0,0,0,-,-,0,0,0,-,1,0.33,15,0,1,6,8.3,0,0.0,0.0,-,529,2020-11-28,2020,11,28,北海道,北ガスアリーナ札幌46,ヴォレアス北海道,サフィルヴァ北海道,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,0,3,Win,77,62,,17:00,18:28,906,印藤智一,大塚健之,笹木宣拓,藤原啓子,Away,75.0
18,,後藤万澄,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,1,12.5,0,0.0,0.0,-,529,2020-11-28,2020,11,28,北海道,北ガスアリーナ札幌46,ヴォレアス北海道,サフィルヴァ北海道,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,0,3,Win,77,62,,17:00,18:28,906,印藤智一,大塚健之,笹木宣拓,藤原啓子,Away,75.0
20,,戸田拓也,3,■,■,■,,,20,9,4,45.0,3.00,1,0,1,0.0,1,0.33,12,0,3,5,4.2,22,12.0,6.0,68.2,529,2020-11-28,2020,11,28,北海道,北ガスアリーナ札幌46,ヴォレアス北海道,サフィルヴァ北海道,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,0,3,Win,77,62,,17:00,18:28,906,印藤智一,大塚健之,笹木宣拓,藤原啓子,Away,75.0
23,,田城広光,3,■,■,■,,,9,2,1,22.2,0.67,0,0,0,-,0,-,14,1,3,4,8.9,2,1.0,0.0,50.0,529,2020-11-28,2020,11,28,北海道,北ガスアリーナ札幌46,ヴォレアス北海道,サフィルヴァ北海道,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,0,3,Win,77,62,,17:00,18:28,906,印藤智一,大塚健之,笹木宣拓,藤原啓子,Away,75.0
1,,青島賢司,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0.0,0.0,-,533,2020-11-29,2020,11,29,北海道,北ガスアリーナ札幌46,サフィルヴァ北海道,ヴォレアス北海道,上杉徹,小林準,0,3,3,Lose,53,75,74.0,16:00,17:27,827,印藤智一,大塚健之,笹木宣拓,黒澤久里子,Home,
2,L,神園時,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,10,2.0,1.0,25.0,533,2020-11-29,2020,11,29,北海道,北ガスアリーナ札幌46,サフィルヴァ北海道,ヴォレアス北海道,上杉徹,小林準,0,3,3,Lose,53,75,74.0,16:00,17:27,827,印藤智一,大塚健之,笹木宣拓,黒澤久里子,Home,
3,,河西智洋,3,■,■,■,,,22,8,4,36.4,2.67,1,0,1,0.0,0,-,8,0,5,0,-15.6,23,5.0,2.0,26.1,533,2020-11-29,2020,11,29,北海道,北ガスアリーナ札幌46,サフィルヴァ北海道,ヴォレアス北海道,上杉徹,小林準,0,3,3,Lose,53,75,74.0,16:00,17:27,827,印藤智一,大塚健之,笹木宣拓,黒澤久里子,Home,
4,,奥田基嗣,3,■,■,■,,,4,3,0,75.0,1.00,0,0,0,-,0,-,5,0,2,1,-5.0,0,0.0,0.0,-,533,2020-11-29,2020,11,29,北海道,北ガスアリーナ札幌46,サフィルヴァ北海道,ヴォレアス北海道,上杉徹,小林準,0,3,3,Lose,53,75,74.0,16:00,17:27,827,印藤智一,大塚健之,笹木宣拓,黒澤久里子,Home,
5,,吉田康祐,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,533,2020-11-29,2020,11,29,北海道,北ガスアリーナ札幌46,サフィルヴァ北海道,ヴォレアス北海道,上杉徹,小林準,0,3,3,Lose,53,75,74.0,16:00,17:27,827,印藤智一,大塚健之,笹木宣拓,黒澤久里子,Home,
7,,笠原佑斗,1,,□,,,,1,1,0,100.0,1.00,0,0,0,-,0,-,2,0,0,0,0.0,0,0.0,0.0,-,533,2020-11-29,2020,11,29,北海道,北ガスアリーナ札幌46,サフィルヴァ北海道,ヴォレアス北海道,上杉徹,小林準,0,3,3,Lose,53,75,74.0,16:00,17:27,827,印藤智一,大塚健之,笹木宣拓,黒澤久里子,Home,
9,,小林洸,1,,,□,,,4,1,1,25.0,1.00,0,0,0,-,0,-,3,0,1,0,-8.3,8,2.0,3.0,43.8,533,2020-11-29,2020,11,29,北海道,北ガスアリーナ札幌46,サフィルヴァ北海道,ヴォレアス北海道,上杉徹,小林準,0,3,3,Lose,53,75,74.0,16:00,17:27,827,印藤智一,大塚健之,笹木宣拓,黒澤久里子,Home,
11,,十良澤太一,1,,□,,,,0,0,0,-,-,0,0,0,-,1,1.00,1,0,0,0,0.0,0,0.0,0.0,-,533,2020-11-29,2020,11,29,北海道,北ガスアリーナ札幌46,サフィルヴァ北海道,ヴォレアス北海道,上杉徹,小林準,0,3,3,Lose,53,75,74.0,16:00,17:27,827,印藤智一,大塚健之,笹木宣拓,黒澤久里子,Home,
14,,山口拓馬,1,,□,,,,1,1,0,100.0,1.00,0,0,0,-,0,-,3,0,1,0,-8.3,0,0.0,0.0,-,533,2020-11-29,2020,11,29,北海道,北ガスアリーナ札幌46,サフィルヴァ北海道,ヴォレアス北海道,上杉徹,小林準,0,3,3,Lose,53,75,74.0,16:00,17:27,827,印藤智一,大塚健之,笹木宣拓,黒澤久里子,Home,
