背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2,,谷口 雅美,4,■,■,■,■,,49,23,3,46.9,5.75,9,4,0,44.4,0,-,12,0,0,8,16.7,0,0.0,0.0,-
3,,山本 愛,4,■,■,■,■,,8,2,1,25.0,0.50,0,0,0,-,4,1.00,11,1,1,2,11.8,0,0.0,0.0,-
4,,久保 雅,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
5,,位田 愛,4,■,■,■,■,,35,8,0,22.9,2.00,0,0,0,-,2,0.50,13,1,0,3,11.9,43,20.0,0.0,46.5
7,,竹下 佳江,4,■,■,■,■,,0,0,0,-,-,0,0,0,-,0,-,18,1,1,11,19.7,0,0.0,0.0,-
8,,高木 理江,2,□,□,,,,1,0,0,0.0,-,0,0,0,-,0,-,0,0,0,0,-,1,0.0,0.0,0.0
9,,石川 友紀,4,■,■,■,■,,16,8,1,50.0,2.00,0,0,0,-,1,0.25,10,1,0,5,22.5,1,0.0,0.0,0.0
10,,キム ヨンギョン,4,■,■,■,■,,46,23,2,50.0,5.75,8,4,0,50.0,0,-,23,2,2,11,19.8,15,5.0,0.0,33.3
11,,小酒 翔子,2,,,□,□,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0.0,0.0,-
12,L,西山 慶樹,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
13,L,井上 琴絵,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,16,12.0,0.0,75.0
14,,遠藤 りつこ,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
15,,川原 麻実,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
19,,千葉 智枝美,4,□,□,□,□,,2,1,0,50.0,0.25,0,0,0,-,0,-,5,0,0,4,20.0,3,3.0,0.0,100.0
チーム合計,チーム合計,チーム合計,4,,,,,,157,65,7,41.4,16.25,17,8,0,47.1,7,1.75,94,6,4,44,17.2,79,40.0,0.0,50.6
