背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,鎌苅 翔,4,■,■,■,■,,25,8,0,32.0,2.00,0,0,0,-,4,1.00,22,0,0,2,2.3,3,1.0,1.0,50.0
2,,赤松 圭介,4,■,■,■,■,,39,22,3,56.4,5.50,20,10,1,50.0,1,0.25,15,0,3,2,-1.7,0,0.0,0.0,-
3,L,早瀬川 雄也,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,18,14.0,2.0,83.3
4,,岡崎 誠,4,■,■,■,■,,32,16,1,50.0,4.00,1,1,0,100.0,1,0.25,12,0,2,1,-2.1,5,2.0,0.0,40.0
5,,丸一 達也,4,■,■,■,■,,18,8,1,44.4,2.00,0,0,0,-,2,0.50,13,0,0,2,3.8,0,0.0,0.0,-
6,,阪根 彩斗,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
7,,蓑田 蓮,2,,□,■,,,0,0,0,-,-,0,0,0,-,0,-,1,0,1,0,-25.0,0,0.0,0.0,-
8,,野口 拓朗,4,■,■,■,■,,17,8,0,47.1,2.00,0,0,0,-,1,0.25,15,0,1,0,-1.7,44,26.0,14.0,75.0
9,,田中 誠,4,■,■,□,■,,0,0,0,-,-,0,0,0,-,1,0.25,10,0,0,0,0.0,0,0.0,0.0,-
10,L,寺田 晃聖,2,,,〇,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,7,5.0,2.0,85.7
12,,籠 樹,2,□,,,□,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0.0,0.0,-
14,,守山 巧,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
16,,谷口 裕太郎,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
17,,田中 伸哉,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,4,,,,,,131,62,5,47.3,15.50,21,11,1,52.4,10,2.50,90,0,7,7,0.0,77,48.0,19.0,74.7
