背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,鎌苅 翔,3,■,■,■,,,13,6,1,46.2,2.00,0,0,0,-,5,1.67,8,0,0,1,3.1,0,0.0,0.0,-
2,,赤松 圭介,3,■,■,■,,,37,18,3,48.6,6.00,10,6,1,60.0,0,-,12,0,1,0,-2.1,0,0.0,0.0,-
3,,早瀬川 雄也,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
4,,岡崎 誠,3,■,■,■,,,22,9,0,40.9,3.00,0,0,0,-,1,0.33,17,0,3,4,1.5,7,4.0,0.0,57.1
5,,丸一 達也,1,■,,,,,2,1,1,50.0,1.00,0,0,0,-,0,-,3,0,0,0,0.0,0,0.0,0.0,-
6,,阪根 彩斗,1,,,□,,,3,2,0,66.7,2.00,0,0,0,-,0,-,0,0,0,0,-,2,0.0,0.0,0.0
8,,野口 拓朗,3,■,■,■,,,12,4,1,33.3,1.33,0,0,0,-,1,0.33,19,0,0,0,0.0,4,2.0,1.0,62.5
9,,田中 誠,3,■,■,■,,,0,0,0,-,-,0,0,0,-,1,0.33,11,1,0,0,9.1,1,1.0,0.0,100.0
10,L,寺田 晃聖,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,41,21.0,14.0,68.3
12,,籠 樹,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0.0,0.0,-
13,,津崎 智之,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
14,L,守山 巧,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
16,,谷口 裕太郎,3,□,■,■,,,15,9,0,60.0,3.00,0,0,0,-,1,0.33,11,0,0,2,4.5,0,0.0,0.0,-
17,,田中 伸哉,2,□,□,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,4,2.0,0.0,50.0
チーム合計,チーム合計,チーム合計,3,,,,,,104,49,6,47.1,16.33,10,6,1,60.0,9,3.00,83,1,4,7,2.1,59,30.0,15.0,63.6
