背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,青島 賢司,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,3,0,0,0,0.0,3,0.0,2.0,33.3
2,L,神園 時,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,12,6.0,3.0,62.5
3,,河西 智洋,3,■,■,■,,,29,12,2,41.4,4.00,1,0,0,0.0,0,-,20,3,4,6,17.5,25,17.0,4.0,76.0
4,,奥田 基嗣,3,■,■,■,,,10,5,2,50.0,1.67,0,0,0,-,1,0.33,8,1,1,3,18.8,1,0.0,1.0,50.0
5,,吉田 康祐,1,,,□,,,3,2,0,66.7,2.00,0,0,0,-,0,-,3,0,0,0,0.0,0,0.0,0.0,-
6,,阿部 誠樹,3,□,□,■,,,12,7,1,58.3,2.33,1,0,0,0.0,3,1.00,5,0,1,2,5.0,0,0.0,0.0,-
7,,笠原 佑斗,3,■,■,■,,,11,4,1,36.4,1.33,0,0,0,-,2,0.67,9,0,1,2,2.8,1,1.0,0.0,100.0
8,,清水 久雄,1,□,,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-
9,,小林 洸,2,■,■,,,,11,2,1,18.2,1.00,5,1,1,20.0,0,-,5,0,1,2,5.0,0,0.0,0.0,-
10,,三浦 拓,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
11,,十良澤 太一,3,■,■,■,,,0,0,0,-,-,0,0,0,-,1,0.33,10,0,1,4,7.5,0,0.0,0.0,-
12,,白戸 謙伸,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
15,,河西 孔明,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
17,,森元 貴哉,3,■,■,■,,,25,15,0,60.0,5.00,6,4,0,66.7,0,-,10,0,2,2,0.0,18,10.0,6.0,72.2
チーム合計,チーム合計,チーム合計,3,,,,,,101,47,7,46.5,15.67,13,5,1,38.5,7,2.33,74,4,11,21,8.8,60,34.0,16.0,70.0
