背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,岩阪 健太郎,4,■,■,■,■,,19,8,2,42.1,2.00,0,0,0,-,3,0.75,4,0,0,0,0.0,0,0.0,0.0,-
2,,為我井 太也,4,■,■,■,■,,3,3,0,100.0,0.75,0,0,0,-,1,0.25,13,1,2,4,11.5,0,0.0,0.0,-
4,,西河 孝太,2,,,□,■,,3,0,1,0.0,-,0,0,0,-,0,-,1,0,0,0,0.0,16,2.0,5.0,28.1
5,L,峰尾 拓,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,34,11.0,12.0,50.0
6,,大貫 智博,4,■,■,■,■,,12,1,0,8.3,0.25,0,0,0,-,2,0.50,20,0,1,1,0.0,0,0.0,0.0,-
7,,石井 琢也,1,,,■,,,3,0,0,0.0,-,0,0,0,-,0,-,0,0,0,0,-,3,0.0,0.0,0.0
8,,西片 圭佑,2,,□,,□,,3,1,2,33.3,0.50,2,0,2,0.0,0,-,2,0,0,0,0.0,1,0.0,0.0,0.0
13,,田中 湧朔,3,□,□,,□,,0,0,0,-,-,0,0,0,-,0,-,4,0,1,1,0.0,0,0.0,0.0,-
14,,岸 海斗,4,■,■,■,■,,42,12,3,28.6,3.00,2,0,1,0.0,3,0.75,8,0,3,1,-6.2,2,0.0,1.0,25.0
15,,新山 駿,4,■,■,■,■,,37,12,3,32.4,3.00,3,1,1,33.3,0,-,17,1,5,5,5.9,34,18.0,10.0,67.6
21,,伊藤 優介,3,■,■,□,,,11,2,2,18.2,0.67,2,1,1,50.0,2,0.67,5,0,1,0,-5.0,1,0.0,1.0,50.0
22,,松枝 寿明,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,4,,,,,,133,39,13,29.3,9.75,9,2,5,22.2,11,2.75,74,2,13,12,2.4,91,31.0,29.0,50.0
