背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2,,岩崎 こよみ,3,■,■,■,,,4,4,0,100.0,1.33,0,0,0,-,0,-,13,1,2,2,7.7,0,0.0,0.0,-
3,,サンティアゴ アライジャダフニ,3,■,■,■,,,8,6,0,75.0,2.00,0,0,0,-,2,0.67,11,0,0,2,4.5,0,0.0,0.0,-
4,,堀江 美志,2,,□,■,,,15,6,0,40.0,3.00,3,0,0,0.0,1,0.50,9,0,0,3,8.3,10,6.0,1.0,65.0
6,,山口 珠李,1,,,□,,,3,2,0,66.7,2.00,0,0,0,-,1,1.00,0,0,0,0,-,0,0.0,0.0,-
7,L,山岸 あかね,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,9,8.0,1.0,94.4
8,,吉野 優理,3,■,■,■,,,21,9,1,42.9,3.00,2,0,0,0.0,0,-,13,1,0,4,15.4,10,2.0,5.0,45.0
9,,三浦 茉実,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
10,,佐藤 優花,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-
11,,青柳 京古,3,■,■,■,,,11,6,0,54.5,2.00,0,0,0,-,0,-,11,0,0,1,2.3,0,0.0,0.0,-
13,,井上 美咲,2,□,,□,,,0,0,0,-,-,0,0,0,-,0,-,4,0,0,0,0.0,0,0.0,0.0,-
14,,椎名 真子,3,■,■,□,,,23,9,0,39.1,3.00,2,1,0,50.0,0,-,3,0,1,0,-8.3,15,6.0,3.0,50.0
17,,シュシュニャル カタリナ,3,■,■,■,,,20,11,1,55.0,3.67,5,1,0,20.0,0,-,9,0,1,3,5.6,0,0.0,0.0,-
19,,仁井田 桃子,1,□,,,,,3,1,0,33.3,1.00,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
23,,大室 璃紗,2,□,□,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,3,1.0,2.0,66.7
チーム合計,チーム合計,チーム合計,3,,,,,,108,54,2,50.0,18.00,12,2,0,16.7,4,1.33,74,2,4,15,6.4,47,23.0,12.0,61.7
