背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2,L,井上 裕介,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,15,9.0,0.0,60.0
3,,石島 雄介,2,■,■,,,,15,5,1,33.3,2.50,2,1,0,50.0,0,-,7,1,2,0,14.3,11,8.0,0.0,72.7
4,,北島 武,2,■,■,,,,13,5,2,38.5,2.50,3,3,0,100.0,0,-,11,0,1,2,4.5,19,16.0,0.0,84.2
5,,朝長 孝介,4,■,■,□,□,,0,0,0,-,-,0,0,0,-,0,-,9,0,0,3,8.3,0,0.0,0.0,-
6,,千葉 進也,2,,,■,■,,7,3,2,42.9,1.50,1,0,1,0.0,1,0.50,9,1,1,1,11.7,23,18.0,0.0,78.3
7,,エンダキ エムブレイ,4,■,■,■,■,,46,19,5,41.3,4.75,17,7,5,41.2,1,0.25,16,0,4,8,12.5,1,0.0,0.0,0.0
8,,金井 修也,3,□,,■,■,,0,0,0,-,-,0,0,0,-,1,0.33,7,0,3,0,0.0,0,0.0,0.0,-
9,,名田 篤史,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
10,,木内 学,3,,□,■,■,,17,5,2,29.4,1.67,3,2,0,66.7,0,-,6,0,0,0,0.0,14,9.0,0.0,64.3
11,L,増野 彰,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
15,,伊藤 信博,4,■,■,■,■,,11,6,1,54.5,1.50,0,0,0,-,3,0.75,10,0,2,1,2.5,0,0.0,0.0,-
16,,西尾 太作,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
17,,島田 桃大,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
18,,大道 大輔,4,■,■,■,■,,8,5,0,62.5,1.25,0,0,0,-,4,1.00,18,1,0,6,13.9,3,2.0,0.0,66.7
チーム合計,チーム合計,チーム合計,4,,,,,,117,48,13,41.0,12.00,26,13,6,50.0,10,2.50,93,3,13,21,8.7,86,62.0,0.0,72.1
