背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,井田 彩奈,3,■,■,■,,,18,3,0,16.7,1.00,0,0,0,-,2,0.67,9,1,0,4,20.0,0,0.0,0.0,-
2,,浦辺 真希,3,■,□,■,,,25,4,4,16.0,1.33,1,0,0,0.0,0,-,12,1,2,4,15.0,17,9.0,0.0,52.9
3,,大槻 めぐみ,2,,□,□,,,1,0,0,0.0,-,0,0,0,-,0,-,1,0,0,0,0.0,1,1.0,0.0,100.0
4,,内藤 絵莉香,3,■,■,■,,,2,1,0,50.0,0.33,0,0,0,-,0,-,8,0,1,2,6.2,0,0.0,0.0,-
5,,彦坂 香奈,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
6,,木村 雅世,2,■,,□,,,3,1,0,33.3,0.50,0,0,0,-,0,-,6,1,0,1,20.8,0,0.0,0.0,-
7,L,仁里 奈那美,2,●,●,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,22,16.0,0.0,72.7
8,,笠松 真梨奈,3,■,■,■,,,22,7,3,31.8,2.33,0,0,0,-,0,-,6,0,0,1,4.2,2,1.0,0.0,50.0
9,,平山 麻里,3,□,■,■,,,9,3,0,33.3,1.00,0,0,0,-,0,-,5,0,0,2,10.0,0,0.0,0.0,-
11,,岡 夏美,3,□,□,□,,,1,0,0,0.0,-,0,0,0,-,0,-,4,0,1,1,6.2,0,0.0,0.0,-
12,L,松田 亜也,2,,〇,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,11,4.0,0.0,36.4
13,,井上 奈々朱,3,□,■,■,,,21,12,2,57.1,4.00,0,0,0,-,0,-,6,0,1,0,0.0,8,5.0,0.0,62.5
14,,高橋 菜穂子,2,■,■,,,,10,1,0,10.0,0.50,0,0,0,-,0,-,3,0,0,1,8.3,5,5.0,0.0,100.0
チーム合計,チーム合計,チーム合計,3,,,,,,112,32,9,28.6,10.67,1,0,0,0.0,2,0.67,60,3,5,16,11.0,66,41.0,0.0,62.1
