背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,門間 希,3,■,■,■,,,14,6,1,42.9,2.00,0,0,0,-,2,0.67,13,1,1,6,17.7,2,2.0,0.0,100.0
2,,黄 秀京,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
7,,栗田 琴恵,3,■,■,■,,,5,1,1,20.0,0.33,0,0,0,-,0,-,11,0,0,2,4.5,1,0.0,0.0,0.0
8,L,佐藤 みなみ,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,13,9.0,0.0,69.2
9,,山本 摩理,3,■,■,■,,,35,3,11,8.6,1.00,0,0,0,-,3,1.00,3,0,2,0,0.0,13,8.0,0.0,61.5
10,,山崎 望,3,■,■,■,,,32,11,5,34.4,3.67,5,1,2,20.0,4,1.33,8,1,4,1,13.1,22,11.0,0.0,50.0
11,,松崎 渉,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
12,,長池 彩代,3,■,■,■,,,22,6,1,27.3,2.00,0,0,0,-,0,-,5,0,0,1,5.0,11,6.0,0.0,54.5
13,,眞鍋 春佳,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,3,0,0,2,16.7,4,4.0,0.0,100.0
14,,田野倉 穂美,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,1,25.0,0,0.0,0.0,-
16,,赤西 喜代里,3,■,■,■,,,7,1,0,14.3,0.33,0,0,0,-,2,0.67,6,0,0,2,8.3,2,1.0,0.0,50.0
チーム合計,チーム合計,チーム合計,3,,,,,,115,28,19,24.3,9.33,5,1,2,20.0,11,3.67,50,2,7,15,10.7,68,41.0,0.0,60.3
