背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,田中 一彰,4,■,■,■,■,,14,5,3,35.7,1.25,1,0,0,0.0,1,0.25,16,0,2,4,3.1,36,23.0,8.0,75.0
3,,野垣 昂大,4,■,■,■,■,,2,0,0,0.0,-,0,0,0,-,0,-,11,0,0,5,11.4,0,0.0,0.0,-
4,,石川 和樹,2,□,□,,,,0,0,0,-,-,0,0,0,-,1,0.50,4,0,1,1,0.0,0,0.0,0.0,-
5,,松永 崚汰,1,□,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,2,1.0,1.0,75.0
6,L,米村 尊,4,〇,〇,〇,〇,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
8,,長谷川 博紀,3,■,,■,■,,14,9,0,64.3,3.00,0,0,0,-,1,0.33,8,1,2,0,6.2,0,0.0,0.0,-
11,,前川 将太,2,■,■,,,,12,6,2,50.0,3.00,2,1,0,50.0,0,-,4,0,2,1,-6.2,3,0.0,2.0,33.3
12,L,大浦坂 健太,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,24,9.0,13.0,64.6
15,,茶屋道 康輔,4,■,■,■,■,,23,11,0,47.8,2.75,1,0,0,0.0,2,0.50,18,1,2,3,6.9,0,0.0,0.0,-
19,,中村 有登,4,■,■,■,■,,22,9,1,40.9,2.25,5,2,0,40.0,0,-,13,1,5,4,5.8,0,0.0,0.0,-
20,,落合 一輝,4,□,□,□,□,,7,2,2,28.6,0.50,0,0,0,-,0,-,4,0,1,0,-6.2,1,1.0,0.0,100.0
21,,上出 哲也,2,□,■,,,,6,2,0,33.3,1.00,0,0,0,-,0,-,3,0,0,1,8.3,0,0.0,0.0,-
23,,北田 陽季,3,,□,■,■,,17,10,2,58.8,3.33,7,4,1,57.1,1,0.33,15,2,5,3,10.0,0,0.0,0.0,-
39,,諏訪 晃大,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,4,,,,,,117,54,10,46.2,13.50,16,7,1,43.8,6,1.50,96,5,20,22,5.7,66,34.0,24.0,69.7
