背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2,,山口 功太郎,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
3,,田城 貴之,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
4,,古田 史郎,3,■,■,■,,,22,12,0,54.5,4.00,9,6,0,66.7,1,0.33,14,0,5,3,-3.6,0,0.0,0.0,-
5,,家近 滉一,3,■,■,■,,,12,10,0,83.3,3.33,0,0,0,-,0,-,11,0,3,1,-4.5,17,5.0,7.0,50.0
6,,本澤 凌斗,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
8,,キサル ムラートハン,3,■,■,■,,,4,4,0,100.0,1.33,0,0,0,-,3,1.00,16,1,3,4,7.8,0,0.0,0.0,-
9,,加藤 伊織,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
10,L,白石 啓丈,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,12,12.0,0.0,100.0
11,,藤村 昇太,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
13,,佐々木 博秋,3,■,■,■,,,19,9,3,47.4,3.00,2,2,0,100.0,1,0.33,7,0,1,4,10.7,16,7.0,4.0,56.2
14,,張 育陞,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
17,,辰巳 遼,3,■,■,■,,,3,1,0,33.3,0.33,0,0,0,-,0,-,13,0,2,1,-1.9,0,0.0,0.0,-
20,,戸田 拓也,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
23,,田城 広光,3,■,■,■,,,9,3,1,33.3,1.00,0,0,0,-,1,0.33,13,0,5,2,-5.8,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,3,,,,,,69,39,4,56.5,13.00,11,8,0,72.7,6,2.00,74,1,19,15,0.0,45,24.0,11.0,65.6
