背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,L,川崎 翔太,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,13,7.0,4.0,69.2
2,,加藤 克貴,3,■,■,■,,,17,6,4,35.3,2.00,2,1,1,50.0,1,0.33,12,0,0,2,4.2,12,7.0,3.0,70.8
3,,小島 大輝,3,■,■,■,,,7,6,1,85.7,2.00,0,0,0,-,2,0.67,9,0,0,0,0.0,1,0.0,1.0,50.0
5,,佐藤 匠,1,,,□,,,1,1,0,100.0,1.00,0,0,0,-,1,1.00,1,0,0,1,25.0,0,0.0,0.0,-
6,,浜田 翔太,3,■,■,■,,,4,1,0,25.0,0.33,1,0,0,0.0,1,0.33,9,0,0,2,5.6,0,0.0,0.0,-
7,,笠原 啓太,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
8,,筒井 匠,3,■,■,■,,,8,5,0,62.5,1.67,0,0,0,-,0,-,12,0,2,5,6.2,0,0.0,0.0,-
10,,川畑 貴裕,1,,,■,,,7,3,0,42.9,3.00,1,1,0,100.0,0,-,6,0,0,3,12.5,3,0.0,1.0,16.7
14,,阪本 龍一,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,1,25.0,0,0.0,0.0,-
16,,林 佑樹,2,■,■,,,,11,3,3,27.3,1.50,1,0,1,0.0,0,-,9,1,2,1,8.3,12,5.0,5.0,62.5
17,,茂木 祐太,2,,□,■,,,15,8,2,53.3,4.00,6,4,1,66.7,0,-,6,0,0,3,12.5,0,0.0,0.0,-
18,,前田 将武,1,,,□,,,3,1,0,33.3,1.00,0,0,0,-,0,-,4,0,0,0,0.0,1,0.0,0.0,0.0
21,,石井 和希,2,■,■,,,,12,8,0,66.7,4.00,4,3,0,75.0,0,-,4,0,0,2,12.5,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,3,,,,,,85,42,10,49.4,14.00,15,9,3,60.0,5,1.67,73,1,4,20,6.8,42,19.0,14.0,61.9
