背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,L,川崎 翔太,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,12,8.0,2.0,75.0
2,,加藤 克貴,4,□,□,□,□,,1,1,0,100.0,0.25,1,1,0,100.0,0,-,7,0,1,3,7.1,6,1.0,3.0,41.7
3,,小島 大輝,4,■,■,■,■,,16,7,1,43.8,1.75,0,0,0,-,2,0.50,7,0,0,2,7.1,2,0.0,1.0,25.0
4,,池田 大輔,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
5,,佐藤 匠,3,■,■,■,,,6,2,0,33.3,0.67,0,0,0,-,0,-,8,1,1,2,15.6,0,0.0,0.0,-
6,,浜田 翔太,4,■,■,■,■,,5,4,0,80.0,1.00,0,0,0,-,4,1.00,10,1,1,1,10.0,0,0.0,0.0,-
7,,笠原 啓太,2,,,□,■,,7,2,1,28.6,1.00,0,0,0,-,0,-,5,0,0,3,15.0,2,2.0,0.0,100.0
8,,筒井 匠,2,,□,,□,,0,0,0,-,-,0,0,0,-,0,-,3,0,0,0,0.0,0,0.0,0.0,-
10,,川畑 貴裕,4,■,■,■,■,,17,3,2,17.6,0.75,0,0,0,-,1,0.25,7,0,1,2,3.6,7,0.0,2.0,14.3
14,,阪本 龍一,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
16,,林 佑樹,4,■,■,■,■,,17,4,2,23.5,1.00,1,0,1,0.0,0,-,13,1,3,2,5.8,54,21.0,16.0,53.7
17,,茂木 祐太,2,■,■,,,,15,9,2,60.0,4.50,5,4,1,80.0,0,-,5,0,1,1,0.0,0,0.0,0.0,-
18,,前田 将武,4,□,□,□,□,,0,0,0,-,-,0,0,0,-,0,-,7,0,1,4,10.7,0,0.0,0.0,-
21,,石井 和希,2,,,■,■,,27,13,1,48.1,6.50,9,7,0,77.8,0,-,5,0,1,1,0.0,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,4,,,,,,111,45,9,40.5,11.25,16,12,2,75.0,7,1.75,77,3,10,21,7.5,83,32.0,24.0,53.0
