背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,北川 海育,3,■,■,■,,,20,10,2,50.0,3.33,0,0,0,-,1,0.33,6,0,1,0,-4.2,0,0.0,0.0,-
2,,大西 真咲,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
3,,磯部 成里,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
4,,長谷川 侑南,3,■,■,■,,,3,3,0,100.0,1.00,0,0,0,-,0,-,8,0,2,2,0.0,0,0.0,0.0,-
7,,坂口 莉乃,1,,□,,,,1,0,0,0.0,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-
8,,吉本 梓穂,3,□,■,■,,,18,4,1,22.2,1.33,0,0,0,-,0,-,12,1,1,2,10.4,34,18.0,10.0,67.6
9,,佐藤 愛美,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
10,,山内 佑里子,1,■,,,,,2,0,1,0.0,-,0,0,0,-,0,-,2,0,0,0,0.0,2,0.0,0.0,0.0
11,,中田 唯香,3,■,■,■,,,32,11,6,34.4,3.67,3,0,1,0.0,1,0.33,10,1,0,5,22.5,12,2.0,5.0,37.5
13,,伊藤 愛華,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
14,,西田 智美,3,■,■,■,,,11,7,0,63.6,2.33,0,0,0,-,0,-,8,0,0,0,0.0,0,0.0,0.0,-
15,,斉藤 有香,3,■,■,■,,,32,10,2,31.2,3.33,3,1,0,33.3,0,-,10,0,1,2,2.5,15,9.0,4.0,73.3
16,,三井 梨愛,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
17,L,土岡 真央,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,7,4.0,3.0,78.6
チーム合計,チーム合計,チーム合計,3,,,,,,119,45,12,37.8,15.00,6,1,1,16.7,2,0.67,57,2,5,11,6.1,70,33.0,22.0,62.9
