背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,栗田 楓,5,□,□,□,■,■,0,0,0,-,-,0,0,0,-,1,0.20,15,0,0,0,0.0,0,0.0,0.0,-
2,L,吉岡 みなみ,5,●,●,●,●,●,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,5,4.0,1.0,90.0
3,,鈴木 日葵,5,■,■,■,■,■,22,9,1,40.9,1.80,0,0,0,-,0,-,19,1,2,4,7.9,0,0.0,0.0,-
5,,田中 瑠奈,1,,,,□,,8,2,1,25.0,2.00,0,0,0,-,0,-,7,1,0,3,25.0,5,2.0,0.0,40.0
6,,古市 彩音,5,■,■,■,□,□,2,1,0,50.0,0.20,0,0,0,-,0,-,14,0,1,3,3.6,0,0.0,0.0,-
7,,寺坂 茜,5,□,□,□,■,■,20,9,1,45.0,1.80,0,0,0,-,2,0.40,5,1,1,1,20.0,0,0.0,0.0,-
8,,斉藤 千佳,5,■,■,■,□,□,55,13,5,23.6,2.60,0,0,0,-,1,0.20,5,0,1,2,5.0,0,0.0,0.0,-
9,,上地 野乃香,1,□,,,,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,0,0.0,2,0.0,0.0,0.0
10,,新井 祥,5,■,■,■,■,■,66,14,4,21.2,2.80,1,1,0,100.0,2,0.40,24,0,1,3,2.1,53,32.0,9.0,68.9
11,,坂本 陽菜,3,,□,□,,□,0,0,0,-,-,0,0,0,-,0,-,3,0,0,0,0.0,4,2.0,2.0,75.0
12,,土屋 智菜実,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
14,,伊藤 きわ美,5,■,■,■,■,■,65,19,4,29.2,3.80,1,0,0,0.0,2,0.40,4,0,0,1,6.2,28,14.0,4.0,57.1
15,,石川 梨奈,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
16,,安福 若菜,5,■,■,■,■,■,28,10,3,35.7,2.00,0,0,0,-,2,0.40,12,0,0,0,0.0,2,0.0,0.0,0.0
チーム合計,チーム合計,チーム合計,5,,,,,,266,77,19,28.9,15.40,2,1,0,50.0,10,2.00,110,3,6,17,5.2,99,54.0,16.0,62.6
