背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2,,小坂 亜未,3,□,□,□,,,7,1,1,14.3,0.33,0,0,0,-,0,-,0,0,0,0,-,1,0.0,0.0,0.0
3,L,水谷 真友,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,5,3.0,1.0,70.0
4,,佐々木 里菜,3,■,■,■,,,2,0,0,0.0,-,0,0,0,-,0,-,8,0,1,0,-3.1,0,0.0,0.0,-
5,,高橋 愛未,3,■,■,■,,,42,16,1,38.1,5.33,1,0,0,0.0,2,0.67,16,0,0,4,6.2,13,6.0,4.0,61.5
6,,岸村 恵実,3,■,■,■,,,21,4,0,19.0,1.33,0,0,0,-,1,0.33,11,0,2,0,-4.5,0,0.0,0.0,-
7,,平岡 みさと,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
8,L,石井 彩,3,〇,〇,〇,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,11,9.0,0.0,81.8
10,,常田 美夢,3,■,■,■,,,8,2,1,25.0,0.67,0,0,0,-,3,1.00,11,0,1,4,6.8,4,3.0,1.0,87.5
11,,平原 果歩,2,,□,□,,,1,1,0,100.0,0.50,0,0,0,-,0,-,1,0,0,0,0.0,2,0.0,1.0,25.0
12,,綱田 愛,3,■,■,■,,,23,5,2,21.7,1.67,0,0,0,-,0,-,8,0,0,0,0.0,15,6.0,5.0,56.7
15,,平野 七菜,3,■,■,■,,,36,11,1,30.6,3.67,0,0,0,-,1,0.33,10,0,0,2,5.0,19,7.0,8.0,57.9
16,,横田 実穂,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,3,0,1,0,-8.3,0,0.0,0.0,-
17,,小茂田 夏海,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
19,,富澤 結花,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,3,,,,,,140,40,6,28.6,13.33,1,0,0,0.0,7,2.33,68,0,5,10,1.8,70,34.0,20.0,62.9
