背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2,,小坂 亜未,2,□,,,,■,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-
3,L,水谷 真友,2,〇,,〇,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,2,1.0,1.0,75.0
4,,佐々木 里菜,5,■,■,■,■,■,1,0,0,0.0,-,0,0,0,-,1,0.20,18,3,2,8,25.0,0,0.0,0.0,-
5,,高橋 愛未,5,■,■,■,■,■,49,18,2,36.7,3.60,1,0,0,0.0,0,-,17,0,0,8,11.8,7,4.0,1.0,64.3
6,,岸村 恵実,5,■,■,■,■,■,49,17,4,34.7,3.40,0,0,0,-,2,0.40,12,1,3,4,10.4,4,3.0,0.0,75.0
7,,平岡 みさと,5,■,■,□,■,□,44,14,3,31.8,2.80,1,1,0,100.0,0,-,14,0,0,7,12.5,17,15.0,0.0,88.2
8,L,石井 彩,5,●,●,●,●,●,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,33,20.0,1.0,62.1
9,,降籏 実可,1,,□,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-
10,,常田 美夢,5,■,■,■,■,■,18,7,0,38.9,1.40,0,0,0,-,1,0.20,21,0,1,9,9.5,2,1.0,0.0,50.0
11,,平原 果歩,4,■,■,■,■,,44,11,2,25.0,2.75,0,0,0,-,0,-,15,0,0,3,5.0,21,13.0,1.0,64.3
12,,綱田 愛,5,□,□,■,□,■,31,15,1,48.4,3.00,0,0,0,-,0,-,10,0,0,1,2.5,9,8.0,0.0,88.9
13,,白石 ふう香,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,5,,,,,,236,82,12,34.7,16.40,2,1,0,50.0,4,0.80,109,4,6,40,11.5,95,65.0,4.0,70.5
