背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,重松 史乃,3,□,□,,,□,0,0,0,-,-,0,0,0,-,0,-,4,0,0,1,6.2,0,0.0,0.0,-
2,,松浦 未波,5,■,■,■,■,■,2,2,0,100.0,0.40,0,0,0,-,1,0.20,14,0,0,4,7.1,0,0.0,0.0,-
3,,有川 由季乃,3,,□,□,,□,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,2,1.0,0.0,50.0
4,L,平岩 沙紀,5,●,●,●,●,●,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,26,12.0,7.0,59.6
5,,色摩 知巳,5,■,■,■,■,■,44,13,2,29.5,2.60,1,0,0,0.0,0,-,17,0,0,2,2.9,1,1.0,0.0,100.0
8,L,三浦 あゆみ,4,,〇,〇,〇,〇,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
12,,百瀬 彩夏,5,■,■,■,■,■,33,11,1,33.3,2.20,0,0,0,-,1,0.20,17,0,0,1,1.5,2,2.0,0.0,100.0
19,,大原 萌,4,□,,□,□,□,0,0,0,-,-,0,0,0,-,0,-,2,0,0,0,0.0,8,5.0,1.0,68.8
20,,鬼塚 雛子,5,■,■,■,■,■,29,8,2,27.6,1.60,0,0,0,-,0,-,21,2,0,6,16.7,34,16.0,3.0,51.5
21,,張 心穆意,5,■,■,■,■,■,56,31,1,55.4,6.20,0,0,0,-,2,0.40,13,0,1,4,5.8,0,0.0,0.0,-
23,,天澤 優奈,5,■,■,■,■,■,31,4,2,12.9,0.80,0,0,0,-,0,-,14,2,2,4,17.9,25,15.0,6.0,72.0
24,,縄田 香世子,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
25,,賀谷 明日光,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
29,,勝見 咲子,4,□,□,,□,□,12,8,1,66.7,2.00,0,0,0,-,0,-,2,0,1,0,-12.5,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,5,,,,,,207,77,9,37.2,15.40,1,0,0,0.0,4,0.80,104,4,4,22,8.2,98,52.0,17.0,61.7
