背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,熊本 比奈,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
3,,播磨 若奈,3,■,■,■,,,2,1,0,50.0,0.33,0,0,0,-,0,-,9,0,1,2,2.8,0,0.0,0.0,-
5,,宮澤 千陽,2,□,,□,,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,1,12.5,0,0.0,0.0,-
8,,菅原 麻衣,3,■,■,■,,,19,6,4,31.6,2.00,0,0,0,-,0,-,8,0,0,2,6.2,2,2.0,0.0,100.0
9,,和田 法子,3,■,■,■,,,20,12,1,60.0,4.00,0,0,0,-,1,0.33,8,0,2,2,0.0,0,0.0,0.0,-
10,,多田 遥,3,■,■,■,,,23,4,1,17.4,1.33,4,1,1,25.0,2,0.67,11,0,0,2,4.5,17,9.0,4.0,64.7
11,,加藤 彩夏,3,■,■,■,,,27,7,3,25.9,2.33,3,1,1,33.3,1,0.33,4,0,0,0,0.0,3,1.0,1.0,50.0
14,,藤原 ちひろ,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
15,,勝呂 詩保,2,□,,□,,,3,1,0,33.3,0.50,0,0,0,-,0,-,2,1,0,1,62.5,0,0.0,0.0,-
16,,山本 悠維,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
19,,金田 梨花,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
20,,澁谷 美妃,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,4,0,0,0,0.0,4,3.0,0.0,75.0
21,,水上 真悠子,3,■,■,■,,,22,6,1,27.3,2.00,0,0,0,-,0,-,4,0,1,1,0.0,29,15.0,4.0,58.6
22,L,前村 明里,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,15,12.0,2.0,86.7
チーム合計,チーム合計,チーム合計,3,,,,,,116,37,10,31.9,12.33,7,2,2,28.6,4,1.33,52,1,4,11,5.3,70,42.0,11.0,67.9
