背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,中川 剛,3,■,■,■,,,22,14,3,63.6,4.67,9,6,2,66.7,2,0.67,14,1,3,4,8.9,0,0.0,0.0,-
3,L,田中 紀幸,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
4,,柳田 百織,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
5,,横田 圭祐,3,■,■,■,,,7,4,0,57.1,1.33,0,0,0,-,2,0.67,7,0,0,3,10.7,0,0.0,0.0,-
7,,加藤 大雄,2,,□,□,,,2,1,0,50.0,0.50,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
8,,後藤 滉貴,1,□,,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,1,0,-25.0,0,0.0,0.0,-
9,,手塚 奨,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
10,,岡村 義郎,3,■,■,■,,,12,9,0,75.0,3.00,0,0,0,-,2,0.67,7,0,3,1,-7.1,0,0.0,0.0,-
11,,浅野 卓雅,3,■,■,■,,,12,7,1,58.3,2.33,0,0,0,-,1,0.33,17,1,2,7,13.2,23,8.0,6.0,47.8
12,L,芳賀 広大,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,11,4.0,4.0,54.5
13,,杉本 匠,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
14,,岩井 浩二,3,■,■,■,,,11,7,1,63.6,2.33,0,0,0,-,2,0.67,10,0,2,3,2.5,13,4.0,4.0,46.2
16,,新 貴裕,3,■,■,■,,,2,1,0,50.0,0.33,0,0,0,-,1,0.33,13,1,3,4,9.6,0,0.0,0.0,-
20,,志波 京介,2,□,,□,,,0,0,0,-,-,0,0,0,-,0,-,4,0,0,1,6.2,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,3,,,,,,68,43,5,63.2,14.33,9,6,2,66.7,10,3.33,73,3,14,23,7.2,47,16.0,14.0,48.9
