背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
3,,田上 佑作,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
4,,小林 哲也,5,■,■,■,■,■,42,19,0,45.2,3.80,13,3,0,23.1,1,0.20,17,1,3,2,4.4,0,0.0,0.0,-
5,L,峰尾 拓,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
6,,峯村 幸太,5,■,■,■,■,■,38,19,1,50.0,3.80,1,0,1,0.0,0,-,17,2,1,1,11.8,33,18.0,7.0,65.2
7,,栗木 勇,5,■,■,■,■,■,28,11,0,39.3,2.20,1,0,0,0.0,1,0.20,22,1,4,6,6.8,28,17.0,5.0,69.6
8,,田中 挙章,5,■,■,■,■,■,11,4,0,36.4,0.80,0,0,0,-,1,0.20,14,0,2,4,3.6,2,0.0,1.0,25.0
11,,片桐 成基,5,□,■,■,■,■,2,1,0,50.0,0.20,0,0,0,-,0,-,9,0,0,1,2.8,0,0.0,0.0,-
12,L,山本 憲吾,5,●,●,●,●,●,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,20,11.0,7.0,72.5
13,,椿 芽久,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
15,,小河原 拓磨,1,,□,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-
16,,森崎 健史,5,■,■,■,■,■,15,7,1,46.7,1.40,0,0,0,-,2,0.40,15,4,2,4,30.0,1,1.0,0.0,100.0
17,,松村 文斗,2,□,,□,,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0.0,0.0,-
24,,長田 翼,2,■,,,□,,0,0,0,-,-,0,0,0,-,0,-,3,0,0,0,0.0,0,0.0,0.0,-
26,,池田 浩基,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,5,,,,,,136,61,2,44.9,12.20,15,3,1,20.0,5,1.00,100,8,12,18,9.5,84,47.0,20.0,67.9
