背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2,,加藤 克貴,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
3,,小島 大輝,5,■,■,■,■,■,30,12,3,40.0,2.40,0,0,0,-,1,0.20,13,0,1,3,3.8,1,1.0,0.0,100.0
7,L,笠原 啓太,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
8,,中津 芳文,5,■,■,■,■,■,14,6,1,42.9,1.20,0,0,0,-,2,0.40,17,0,1,5,5.9,0,0.0,0.0,-
9,,大和田 賢吾,1,,,,□,,0,0,0,-,-,0,0,0,-,0,-,4,1,1,2,31.2,0,0.0,0.0,-
10,,川畑 貴裕,5,■,■,■,■,■,23,13,1,56.5,2.60,0,0,0,-,1,0.20,15,1,2,9,18.3,16,5.0,2.0,37.5
12,,高橋 頌,4,□,□,□,□,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,8,5.0,2.0,75.0
15,,石田 祐司,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
16,,林 佑樹,5,■,■,■,■,■,19,9,0,47.4,1.80,1,1,0,100.0,0,-,15,1,2,5,11.7,40,21.0,10.0,65.0
17,,茂木 祐太,5,■,■,■,■,■,40,14,5,35.0,2.80,14,5,2,35.7,1,0.20,18,2,3,2,9.7,0,0.0,0.0,-
19,,浜田 翔太,5,■,■,■,■,■,3,2,1,66.7,0.40,0,0,0,-,1,0.20,15,1,1,1,6.7,0,0.0,0.0,-
20,,金丸 真司,4,□,□,□,,□,0,0,0,-,-,0,0,0,-,0,-,3,0,0,1,8.3,0,0.0,0.0,-
21,,石井 和希,1,,,,,□,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
27,L,川崎 翔太,5,●,●,●,●,●,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,26,11.0,7.0,55.8
チーム合計,チーム合計,チーム合計,5,,,,,,129,56,11,43.4,11.20,15,6,2,40.0,6,1.20,100,6,11,28,10.2,91,43.0,21.0,58.8
