背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,甲斐 祐之,3,■,■,■,,,13,10,0,76.9,3.33,7,6,0,85.7,2,0.67,12,2,2,4,23.3,13,10.0,0.0,76.9
6,,熊谷 豪,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
8,,鈴木 孝政,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
9,,丸山 利明,3,■,■,■,,,11,7,1,63.6,2.33,2,2,0,100.0,0,-,14,0,1,2,3.6,22,17.0,0.0,77.3
10,,末次 志朗,3,■,■,■,,,10,6,0,60.0,2.00,0,0,0,-,3,1.00,10,0,0,2,5.0,0,0.0,0.0,-
11,L,舩越 健太郎,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,12,9.0,0.0,75.0
12,,高橋 慎治,3,■,■,■,,,3,1,0,33.3,0.33,1,0,0,0.0,1,0.33,10,0,1,4,10.0,0,0.0,0.0,-
13,,真鍋 智彦,3,■,■,■,,,27,9,3,33.3,3.00,11,4,2,36.4,0,-,16,1,1,11,22.2,0,0.0,0.0,-
14,,大坪 史明,2,□,□,,,,0,0,0,-,-,0,0,0,-,0,-,2,0,1,0,0.0,0,0.0,0.0,-
16,,田村 裕之,2,,□,□,,,2,1,0,50.0,0.50,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-
19,,西沢 文徳,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
23,,南 克幸,3,■,■,■,,,18,11,1,61.1,3.67,0,0,0,-,2,0.67,9,0,0,4,11.1,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,3,,,,,,84,45,5,53.6,15.00,21,12,2,57.1,8,2.67,74,3,6,27,12.6,47,36.0,0.0,76.6
