背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,大村 悟,4,■,■,■,■,,42,23,3,54.8,5.75,9,5,1,55.6,0,-,22,1,2,4,9.1,26,17.0,0.0,65.4
3,,浅倉 勇,4,■,■,■,■,,26,11,1,42.3,2.75,5,1,0,20.0,2,0.50,12,0,1,1,2.1,23,14.0,0.0,60.9
5,L,足立 和弘,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,32,25.0,0.0,78.1
8,,宇佐美 大輔,4,■,■,■,■,,4,2,0,50.0,0.50,0,0,0,-,1,0.25,13,1,3,3,13.5,0,0.0,0.0,-
9,,脇戸 新之助,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
10,,青木 一平,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
11,,松本 慶彦,4,■,■,■,■,,13,6,0,46.2,1.50,0,0,0,-,5,1.25,12,1,0,1,10.4,0,0.0,0.0,-
12,,奥谷 信彦,3,□,□,,□,,8,4,0,50.0,1.33,0,0,0,-,0,-,6,0,0,3,12.5,6,5.0,0.0,83.3
16,,大角 竜敏,3,,□,■,■,,5,4,0,80.0,1.33,0,0,0,-,4,1.33,10,0,0,0,0.0,0,0.0,0.0,-
20,,畑田 雅行,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
21,,ペレイラ マックス,4,■,■,■,■,,20,9,3,45.0,2.25,3,2,1,66.7,0,-,16,0,3,2,3.1,0,0.0,0.0,-
22,,鈴木 健太,2,■,■,,,,7,2,0,28.6,1.00,1,0,0,0.0,0,-,6,0,0,2,8.3,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,4,,,,,,125,61,7,48.8,15.25,18,8,2,44.4,12,3.00,97,3,9,16,7.2,87,61.0,0.0,70.1
