背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,土田 望未,3,■,■,■,,,0,0,0,-,-,0,0,0,-,0,-,20,0,0,9,11.2,0,0.0,0.0,-
2,,東谷 幸子,3,■,■,■,,,21,8,0,38.1,2.67,0,0,0,-,0,-,7,0,1,2,7.1,14,5.0,0.0,35.7
4,,近藤 志歩,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
7,,山岸 あかね,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,4,0,1,0,0.0,5,3.0,0.0,60.0
8,L,関 舞,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,12,8.0,0.0,66.7
9,,三浦 茉実,3,■,■,■,,,13,8,1,61.5,2.67,0,0,0,-,2,0.67,9,0,0,4,11.1,2,1.0,0.0,50.0
10,,岡本 祥佳,3,□,□,□,,,5,1,0,20.0,0.33,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
11,L,青柳 京古,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
12,,メットカフ ナンシー,3,■,■,■,,,38,20,0,52.6,6.67,13,6,0,46.2,1,0.33,10,0,1,4,10.0,0,0.0,0.0,-
13,,大内 志織,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,5,0,1,0,0.0,0,0.0,0.0,-
14,,伊東 千寿留,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
16,,皆本 明日香,3,■,■,■,,,24,14,0,58.3,4.67,2,0,0,0.0,1,0.33,12,0,0,3,6.2,18,7.0,0.0,38.9
17,,小笹 奈津子,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
20,,丸山 裕子,3,■,■,■,,,18,7,1,38.9,2.33,0,0,0,-,2,0.67,7,0,2,2,7.1,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,3,,,,,,119,58,2,48.7,19.33,15,6,0,40.0,6,2.00,74,0,6,24,8.1,51,24.0,0.0,47.1
