背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,田村 真希,4,□,□,□,□,,0,0,0,-,-,0,0,0,-,0,-,7,2,1,3,39.3,0,0.0,0.0,-
2,,竹本 由美,4,■,■,■,■,,3,1,0,33.3,0.25,0,0,0,-,1,0.25,12,1,0,2,10.8,0,0.0,0.0,-
3,,座安 好香,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,3,0,0,0,0.0,7,5.0,0.0,71.4
4,,石川 綾菜,1,,,,□,,3,0,1,0.0,-,0,0,0,-,0,-,2,0,0,0,0.0,4,3.0,0.0,75.0
5,,渡邊 美菜,4,■,■,■,■,,24,12,1,50.0,3.00,0,0,0,-,1,0.25,12,1,1,1,8.8,0,0.0,0.0,-
6,,伊藤 綾子,4,■,■,■,■,,20,4,1,20.0,1.00,0,0,0,-,0,-,12,1,0,1,8.8,0,0.0,0.0,-
7,L,江森 圭美,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
8,,河野 舞,4,■,■,■,■,,45,13,4,28.9,3.25,5,3,0,60.0,0,-,14,1,1,5,16.1,7,1.0,0.0,14.3
9,,高桑 裕恵,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
10,L,定別當 彩,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,15,8.0,0.0,53.3
11,,丸山 祐希,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
12,,佐藤 舞,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
13,,清水 玲衣,4,■,■,■,■,,32,9,2,28.1,2.25,1,0,1,0.0,2,0.50,6,0,1,3,12.5,24,11.0,0.0,45.8
16,,鈴木 悠佳子,4,■,■,■,■,,43,12,3,27.9,3.00,1,0,0,0.0,2,0.50,15,0,1,6,10.0,36,21.0,0.0,58.3
チーム合計,チーム合計,チーム合計,4,,,,,,170,51,12,30.0,12.75,7,3,1,42.9,6,1.50,83,6,5,21,12.8,93,49.0,0.0,52.7
