背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2,L,神園 時,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,19,9.0,8.0,68.4
3,,河西 智洋,2,□,,□,,,6,3,0,50.0,1.50,0,0,0,-,0,-,3,0,1,1,0.0,3,2.0,1.0,83.3
4,,奥田 基嗣,3,■,■,■,,,9,7,1,77.8,2.33,0,0,0,-,3,1.00,4,0,1,1,0.0,0,0.0,0.0,-
5,,吉田 康祐,1,,□,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
6,,阿部 誠樹,3,■,■,■,,,13,5,1,38.5,1.67,1,0,0,0.0,1,0.33,13,1,3,6,13.5,12,5.0,5.0,62.5
7,,笠原 佑斗,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
8,,清水 久雄,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
9,,小林 洸,2,□,,□,,,0,0,0,-,-,0,0,0,-,0,-,2,0,1,0,-12.5,0,0.0,0.0,-
16,L,桝谷 周呈,3,〇,〇,〇,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
17,,森元 貴哉,3,■,■,■,,,17,8,1,47.1,2.67,4,1,1,25.0,0,-,16,2,2,9,23.4,6,3.0,1.0,58.3
20,,佐藤 陸善,3,■,■,■,,,2,1,0,50.0,0.33,0,0,0,-,1,0.33,12,0,2,2,0.0,0,0.0,0.0,-
21,,柿崎 充,3,■,■,■,,,16,8,4,50.0,2.67,6,2,3,33.3,3,1.00,6,1,2,1,12.5,0,0.0,0.0,-
22,,柏田 樹,3,■,■,■,,,11,9,0,81.8,3.00,0,0,0,-,3,1.00,14,1,2,3,8.9,0,0.0,0.0,-
26,,長屋 梓,2,□,□,,,,0,0,0,-,-,0,0,0,-,0,-,3,0,0,1,8.3,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,3,,,,,,74,41,7,55.4,13.67,11,3,4,27.3,11,3.67,73,5,14,24,10.3,40,19.0,15.0,66.2
