No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win Set,Lose Set,Total Set,Win Lose,Game time,Home Away
4,L,平岩沙紀,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,812,2016-11-27,2016,11,27,,伊勢崎市民体育館,GSS東京サンビームズ,群馬銀行グリーンウイングス,笛木彰,村尾葉津樹,1,3,4,Lose,103,Away
8,,三浦あゆみ,4,□,□,□,□,,1,0,0,0.0,-,0,0,0,-,0,-,0,0,0,0,-,10,6.0,0.0,60.0,812,2016-11-27,2016,11,27,,伊勢崎市民体育館,GSS東京サンビームズ,群馬銀行グリーンウイングス,笛木彰,村尾葉津樹,1,3,4,Lose,103,Away
9,,秋満由紀子,3,■,■,□,,,22,6,1,27.3,2.00,1,0,0,0.0,0,-,7,0,0,5,17.9,0,0.0,0.0,-,812,2016-11-27,2016,11,27,,伊勢崎市民体育館,GSS東京サンビームズ,群馬銀行グリーンウイングス,笛木彰,村尾葉津樹,1,3,4,Lose,103,Away
12,,百瀬彩夏,4,■,■,■,■,,24,4,1,16.7,1.00,0,0,0,-,2,0.50,13,0,0,5,9.6,1,1.0,0.0,100.0,812,2016-11-27,2016,11,27,,伊勢崎市民体育館,GSS東京サンビームズ,群馬銀行グリーンウイングス,笛木彰,村尾葉津樹,1,3,4,Lose,103,Away
13,,堀部ジェニファー,1,,,,□,,2,0,1,0.0,-,0,0,0,-,0,-,2,0,0,1,12.5,3,0.0,0.0,0.0,812,2016-11-27,2016,11,27,,伊勢崎市民体育館,GSS東京サンビームズ,群馬銀行グリーンウイングス,笛木彰,村尾葉津樹,1,3,4,Lose,103,Away
16,,菊地めぐみ,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,812,2016-11-27,2016,11,27,,伊勢崎市民体育館,GSS東京サンビームズ,群馬銀行グリーンウイングス,笛木彰,村尾葉津樹,1,3,4,Lose,103,Away
18,,草野静奈,3,,□,□,□,,0,0,0,-,-,0,0,0,-,0,-,3,0,1,1,8.3,0,0.0,0.0,-,812,2016-11-27,2016,11,27,,伊勢崎市民体育館,GSS東京サンビームズ,群馬銀行グリーンウイングス,笛木彰,村尾葉津樹,1,3,4,Lose,103,Away
20,L,柴田由夏,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,37,22.0,0.0,59.5,812,2016-11-27,2016,11,27,,伊勢崎市民体育館,GSS東京サンビームズ,群馬銀行グリーンウイングス,笛木彰,村尾葉津樹,1,3,4,Lose,103,Away
21,,山下真理,4,■,■,■,■,,48,13,2,27.1,3.25,1,0,0,0.0,0,-,23,1,0,11,15.4,18,10.0,0.0,55.6,812,2016-11-27,2016,11,27,,伊勢崎市民体育館,GSS東京サンビームズ,群馬銀行グリーンウイングス,笛木彰,村尾葉津樹,1,3,4,Lose,103,Away
23,,棟方真衣,3,□,,■,■,,29,14,2,48.3,4.67,0,0,0,-,1,0.33,4,0,0,2,12.5,1,0.0,0.0,0.0,812,2016-11-27,2016,11,27,,伊勢崎市民体育館,GSS東京サンビームズ,群馬銀行グリーンウイングス,笛木彰,村尾葉津樹,1,3,4,Lose,103,Away
25,,高橋美桜,4,■,■,■,■,,44,10,2,22.7,2.50,1,0,0,0.0,0,-,8,0,0,3,9.4,12,6.0,0.0,50.0,812,2016-11-27,2016,11,27,,伊勢崎市民体育館,GSS東京サンビームズ,群馬銀行グリーンウイングス,笛木彰,村尾葉津樹,1,3,4,Lose,103,Away
27,,関口梨紗子,4,■,■,■,■,,14,6,0,42.9,1.50,0,0,0,-,0,-,11,0,0,0,0.0,1,0.0,0.0,0.0,812,2016-11-27,2016,11,27,,伊勢崎市民体育館,GSS東京サンビームズ,群馬銀行グリーンウイングス,笛木彰,村尾葉津樹,1,3,4,Lose,103,Away
28,,松浦未波,4,□,□,□,■,,0,0,0,-,-,0,0,0,-,0,-,6,0,0,5,20.8,6,2.0,0.0,33.3,812,2016-11-27,2016,11,27,,伊勢崎市民体育館,GSS東京サンビームズ,群馬銀行グリーンウイングス,笛木彰,村尾葉津樹,1,3,4,Lose,103,Away
1,,高岡ひかる,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,813,2016-12-10,2016,12,10,,引佐総合体育館,トヨタ自動車ヴァルキューレ,群馬銀行グリーンウイングス,加藤信也,金子健一郎,3,0,3,Win,78,Home
3,,杉山瑠夏,3,■,■,■,,,23,3,0,13.0,1.00,0,0,0,-,0,-,15,1,1,8,20.0,23,17.0,0.0,73.9,813,2016-12-10,2016,12,10,,引佐総合体育館,トヨタ自動車ヴァルキューレ,群馬銀行グリーンウイングス,加藤信也,金子健一郎,3,0,3,Win,78,Home
4,,佐藤優花,3,■,■,■,,,36,17,2,47.2,5.67,1,0,0,0.0,3,1.00,13,2,1,4,21.5,8,3.0,0.0,37.5,813,2016-12-10,2016,12,10,,引佐総合体育館,トヨタ自動車ヴァルキューレ,群馬銀行グリーンウイングス,加藤信也,金子健一郎,3,0,3,Win,78,Home
5,,権藤玲奈,3,■,■,■,,,27,12,0,44.4,4.00,0,0,0,-,1,0.33,12,0,2,7,14.6,0,0.0,0.0,-,813,2016-12-10,2016,12,10,,引佐総合体育館,トヨタ自動車ヴァルキューレ,群馬銀行グリーンウイングス,加藤信也,金子健一郎,3,0,3,Win,78,Home
6,,佐藤仁美,3,■,■,■,,,9,3,0,33.3,1.00,0,0,0,-,1,0.33,7,0,0,4,14.3,0,0.0,0.0,-,813,2016-12-10,2016,12,10,,引佐総合体育館,トヨタ自動車ヴァルキューレ,群馬銀行グリーンウイングス,加藤信也,金子健一郎,3,0,3,Win,78,Home
7,,後藤真利,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,813,2016-12-10,2016,12,10,,引佐総合体育館,トヨタ自動車ヴァルキューレ,群馬銀行グリーンウイングス,加藤信也,金子健一郎,3,0,3,Win,78,Home
8,,松尾妃七菜,3,■,■,■,,,2,1,0,50.0,0.33,0,0,0,-,1,0.33,11,0,0,6,13.6,0,0.0,0.0,-,813,2016-12-10,2016,12,10,,引佐総合体育館,トヨタ自動車ヴァルキューレ,群馬銀行グリーンウイングス,加藤信也,金子健一郎,3,0,3,Win,78,Home
9,,廣田唯,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,3,0,0,1,8.3,0,0.0,0.0,-,813,2016-12-10,2016,12,10,,引佐総合体育館,トヨタ自動車ヴァルキューレ,群馬銀行グリーンウイングス,加藤信也,金子健一郎,3,0,3,Win,78,Home
10,L,浅野愛美,1,●,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,6,3.0,0.0,50.0,813,2016-12-10,2016,12,10,,引佐総合体育館,トヨタ自動車ヴァルキューレ,群馬銀行グリーンウイングス,加藤信也,金子健一郎,3,0,3,Win,78,Home
11,L,大橋亜美,2,,〇,〇,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,9,5.0,0.0,55.6,813,2016-12-10,2016,12,10,,引佐総合体育館,トヨタ自動車ヴァルキューレ,群馬銀行グリーンウイングス,加藤信也,金子健一郎,3,0,3,Win,78,Home
13,,竹内碧,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,813,2016-12-10,2016,12,10,,引佐総合体育館,トヨタ自動車ヴァルキューレ,群馬銀行グリーンウイングス,加藤信也,金子健一郎,3,0,3,Win,78,Home
14,,田戸美咲,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,813,2016-12-10,2016,12,10,,引佐総合体育館,トヨタ自動車ヴァルキューレ,群馬銀行グリーンウイングス,加藤信也,金子健一郎,3,0,3,Win,78,Home
16,,梅木瞳,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,813,2016-12-10,2016,12,10,,引佐総合体育館,トヨタ自動車ヴァルキューレ,群馬銀行グリーンウイングス,加藤信也,金子健一郎,3,0,3,Win,78,Home
18,,浅野美波,3,■,■,■,,,26,9,2,34.6,3.00,0,0,0,-,1,0.33,13,0,3,4,7.7,11,5.0,0.0,45.5,813,2016-12-10,2016,12,10,,引佐総合体育館,トヨタ自動車ヴァルキューレ,群馬銀行グリーンウイングス,加藤信也,金子健一郎,3,0,3,Win,78,Home
1,,須崎杏,3,■,■,■,,,13,7,0,53.8,2.33,0,0,0,-,3,1.00,6,0,1,1,4.2,0,0.0,0.0,-,813,2016-12-10,2016,12,10,,引佐総合体育館,群馬銀行グリーンウイングス,トヨタ自動車ヴァルキューレ,石原昭久,遠藤孔太,0,3,3,Lose,78,Away
6,,矢萩ももこ,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,813,2016-12-10,2016,12,10,,引佐総合体育館,群馬銀行グリーンウイングス,トヨタ自動車ヴァルキューレ,石原昭久,遠藤孔太,0,3,3,Lose,78,Away
7,,鬼頭朋子,2,□,,□,,,0,0,0,-,-,0,0,0,-,0,-,3,0,1,0,0.0,0,0.0,0.0,-,813,2016-12-10,2016,12,10,,引佐総合体育館,群馬銀行グリーンウイングス,トヨタ自動車ヴァルキューレ,石原昭久,遠藤孔太,0,3,3,Lose,78,Away
8,L,谷内真美,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,8,6.0,0.0,75.0,813,2016-12-10,2016,12,10,,引佐総合体育館,群馬銀行グリーンウイングス,トヨタ自動車ヴァルキューレ,石原昭久,遠藤孔太,0,3,3,Lose,78,Away
9,L,丸山佳穂,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,813,2016-12-10,2016,12,10,,引佐総合体育館,群馬銀行グリーンウイングス,トヨタ自動車ヴァルキューレ,石原昭久,遠藤孔太,0,3,3,Lose,78,Away
10,,柿沼杏奈,3,■,■,■,,,26,4,3,15.4,1.33,0,0,0,-,0,-,7,0,0,3,10.7,21,10.0,0.0,47.6,813,2016-12-10,2016,12,10,,引佐総合体育館,群馬銀行グリーンウイングス,トヨタ自動車ヴァルキューレ,石原昭久,遠藤孔太,0,3,3,Lose,78,Away
11,,齋藤朱音,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,4,0,0,1,6.2,1,1.0,0.0,100.0,813,2016-12-10,2016,12,10,,引佐総合体育館,群馬銀行グリーンウイングス,トヨタ自動車ヴァルキューレ,石原昭久,遠藤孔太,0,3,3,Lose,78,Away
12,,土屋智菜実,3,□,□,■,,,26,6,1,23.1,2.00,1,1,0,100.0,1,0.33,5,1,0,3,35.0,17,8.0,0.0,47.1,813,2016-12-10,2016,12,10,,引佐総合体育館,群馬銀行グリーンウイングス,トヨタ自動車ヴァルキューレ,石原昭久,遠藤孔太,0,3,3,Lose,78,Away
13,,三好紗弥香,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,2,1.0,0.0,50.0,813,2016-12-10,2016,12,10,,引佐総合体育館,群馬銀行グリーンウイングス,トヨタ自動車ヴァルキューレ,石原昭久,遠藤孔太,0,3,3,Lose,78,Away
14,,鈴木日葵,3,■,■,■,,,21,6,5,28.6,2.00,0,0,0,-,1,0.33,10,0,1,5,12.5,0,0.0,0.0,-,813,2016-12-10,2016,12,10,,引佐総合体育館,群馬銀行グリーンウイングス,トヨタ自動車ヴァルキューレ,石原昭久,遠藤孔太,0,3,3,Lose,78,Away
15,,寺坂茜,3,■,■,■,,,33,10,3,30.3,3.33,7,3,0,42.9,0,-,14,1,2,5,16.1,0,0.0,0.0,-,813,2016-12-10,2016,12,10,,引佐総合体育館,群馬銀行グリーンウイングス,トヨタ自動車ヴァルキューレ,石原昭久,遠藤孔太,0,3,3,Lose,78,Away
16,,小林愛里,2,■,■,,,,13,5,1,38.5,2.50,2,0,0,0.0,0,-,3,0,1,2,16.7,16,4.0,0.0,25.0,813,2016-12-10,2016,12,10,,引佐総合体育館,群馬銀行グリーンウイングス,トヨタ自動車ヴァルキューレ,石原昭久,遠藤孔太,0,3,3,Lose,78,Away
17,,栗田楓,3,■,■,■,,,2,1,0,50.0,0.33,0,0,0,-,0,-,12,0,0,4,8.3,0,0.0,0.0,-,813,2016-12-10,2016,12,10,,引佐総合体育館,群馬銀行グリーンウイングス,トヨタ自動車ヴァルキューレ,石原昭久,遠藤孔太,0,3,3,Lose,78,Away
3,,和途綾香,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,814,2016-12-10,2016,12,10,,引佐総合体育館,ブレス浜松,大阪スーペリアーズ,藤原道生,相田好美,3,2,5,Win,103,Home
5,,菅井美貴,4,■,□,□,■,,1,0,0,0.0,-,0,0,0,-,0,-,7,0,0,4,14.3,0,0.0,0.0,-,814,2016-12-10,2016,12,10,,引佐総合体育館,ブレス浜松,大阪スーペリアーズ,藤原道生,相田好美,3,2,5,Win,103,Home
6,,柴小屋志織,5,■,■,■,■,■,26,10,2,38.5,2.00,0,0,0,-,2,0.40,12,0,2,3,6.2,1,1.0,0.0,100.0,814,2016-12-10,2016,12,10,,引佐総合体育館,ブレス浜松,大阪スーペリアーズ,藤原道生,相田好美,3,2,5,Win,103,Home
7,L,徳田亜留美,5,●,●,●,●,●,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,43,33.0,0.0,76.7,814,2016-12-10,2016,12,10,,引佐総合体育館,ブレス浜松,大阪スーペリアーズ,藤原道生,相田好美,3,2,5,Win,103,Home
8,,菅原麻衣,5,■,■,■,■,■,28,7,3,25.0,1.40,0,0,0,-,0,-,17,2,0,10,26.5,2,2.0,0.0,100.0,814,2016-12-10,2016,12,10,,引佐総合体育館,ブレス浜松,大阪スーペリアーズ,藤原道生,相田好美,3,2,5,Win,103,Home
9,,山内佑里子,2,□,□,,,,6,1,1,16.7,0.50,0,0,0,-,0,-,2,0,1,0,0.0,5,4.0,0.0,80.0,814,2016-12-10,2016,12,10,,引佐総合体育館,ブレス浜松,大阪スーペリアーズ,藤原道生,相田好美,3,2,5,Win,103,Home
10,,多田遥,5,■,■,■,■,■,50,21,4,42.0,4.20,6,2,1,33.3,0,-,17,0,1,4,5.9,7,4.0,0.0,57.1,814,2016-12-10,2016,12,10,,引佐総合体育館,ブレス浜松,大阪スーペリアーズ,藤原道生,相田好美,3,2,5,Win,103,Home
11,,加藤彩夏,5,■,■,■,■,■,35,20,0,57.1,4.00,0,0,0,-,3,0.60,20,2,0,10,21.5,29,18.0,0.0,62.1,814,2016-12-10,2016,12,10,,引佐総合体育館,ブレス浜松,大阪スーペリアーズ,藤原道生,相田好美,3,2,5,Win,103,Home
12,,山本莉来,5,□,■,■,□,■,0,0,0,-,-,0,0,0,-,0,-,15,0,0,12,20.0,0,0.0,0.0,-,814,2016-12-10,2016,12,10,,引佐総合体育館,ブレス浜松,大阪スーペリアーズ,藤原道生,相田好美,3,2,5,Win,103,Home
14,,田中静香,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,814,2016-12-10,2016,12,10,,引佐総合体育館,ブレス浜松,大阪スーペリアーズ,藤原道生,相田好美,3,2,5,Win,103,Home
17,,小野綾華,5,■,■,■,■,■,65,19,4,29.2,3.80,3,2,0,66.7,1,0.20,16,1,2,9,19.1,1,1.0,0.0,100.0,814,2016-12-10,2016,12,10,,引佐総合体育館,ブレス浜松,大阪スーペリアーズ,藤原道生,相田好美,3,2,5,Win,103,Home
20,,澁谷美妃,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,814,2016-12-10,2016,12,10,,引佐総合体育館,ブレス浜松,大阪スーペリアーズ,藤原道生,相田好美,3,2,5,Win,103,Home
1,,原まなみ,5,■,■,■,■,■,1,1,0,100.0,0.20,1,1,0,100.0,0,-,10,0,0,2,5.0,0,0.0,0.0,-,814,2016-12-10,2016,12,10,,引佐総合体育館,大阪スーペリアーズ,ブレス浜松,廣田卓三,山本一樹,2,3,5,Lose,103,Away
2,L,姫野来実,5,●,●,●,●,●,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,22,13.0,0.0,59.1,814,2016-12-10,2016,12,10,,引佐総合体育館,大阪スーペリアーズ,ブレス浜松,廣田卓三,山本一樹,2,3,5,Lose,103,Away
3,,矢口紗友美,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,814,2016-12-10,2016,12,10,,引佐総合体育館,大阪スーペリアーズ,ブレス浜松,廣田卓三,山本一樹,2,3,5,Lose,103,Away
4,,平上帆澄,5,■,■,■,■,■,11,4,2,36.4,0.80,0,0,0,-,0,-,16,1,1,3,10.9,8,1.0,0.0,12.5,814,2016-12-10,2016,12,10,,引佐総合体育館,大阪スーペリアーズ,ブレス浜松,廣田卓三,山本一樹,2,3,5,Lose,103,Away
5,,宮垣寛子,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,814,2016-12-10,2016,12,10,,引佐総合体育館,大阪スーペリアーズ,ブレス浜松,廣田卓三,山本一樹,2,3,5,Lose,103,Away
6,,平岡みさと,5,■,■,■,■,■,46,15,3,32.6,3.00,12,3,0,25.0,2,0.40,28,0,0,10,8.9,6,0.0,0.0,0.0,814,2016-12-10,2016,12,10,,引佐総合体育館,大阪スーペリアーズ,ブレス浜松,廣田卓三,山本一樹,2,3,5,Lose,103,Away
7,,山本紗良,5,■,■,■,■,■,50,17,2,34.0,3.40,0,0,0,-,4,0.80,12,0,0,4,8.3,2,0.0,0.0,0.0,814,2016-12-10,2016,12,10,,引佐総合体育館,大阪スーペリアーズ,ブレス浜松,廣田卓三,山本一樹,2,3,5,Lose,103,Away
8,,坂根朱里,5,■,■,■,■,■,65,20,3,30.8,4.00,9,4,0,44.4,0,-,15,1,3,3,10.3,9,6.0,0.0,66.7,814,2016-12-10,2016,12,10,,引佐総合体育館,大阪スーペリアーズ,ブレス浜松,廣田卓三,山本一樹,2,3,5,Lose,103,Away
9,,木幡祥子,5,■,■,■,■,■,19,3,1,15.8,0.60,0,0,0,-,0,-,11,0,0,2,4.5,50,24.0,0.0,48.0,814,2016-12-10,2016,12,10,,引佐総合体育館,大阪スーペリアーズ,ブレス浜松,廣田卓三,山本一樹,2,3,5,Lose,103,Away
10,,林仁美,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,814,2016-12-10,2016,12,10,,引佐総合体育館,大阪スーペリアーズ,ブレス浜松,廣田卓三,山本一樹,2,3,5,Lose,103,Away
15,,不破沙耶佳,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,814,2016-12-10,2016,12,10,,引佐総合体育館,大阪スーペリアーズ,ブレス浜松,廣田卓三,山本一樹,2,3,5,Lose,103,Away
19,,小林理奈,3,,,□,□,□,2,0,0,0.0,-,0,0,0,-,1,0.33,1,0,0,1,25.0,0,0.0,0.0,-,814,2016-12-10,2016,12,10,,引佐総合体育館,大阪スーペリアーズ,ブレス浜松,廣田卓三,山本一樹,2,3,5,Lose,103,Away
1,,伊藤セレナ,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,815,2016-12-11,2016,12,11,,引佐総合体育館,プレステージ・インターナショナルアランマーレ,大阪スーペリアーズ,北原勉,小林準,3,1,4,Win,89,Home
2,,佐藤綾,4,■,■,■,■,,56,23,2,41.1,5.75,4,2,0,50.0,2,0.50,12,2,2,7,31.2,5,0.0,0.0,0.0,815,2016-12-11,2016,12,11,,引佐総合体育館,プレステージ・インターナショナルアランマーレ,大阪スーペリアーズ,北原勉,小林準,3,1,4,Win,89,Home
3,L,佐藤円,4,〇,〇,〇,〇,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,815,2016-12-11,2016,12,11,,引佐総合体育館,プレステージ・インターナショナルアランマーレ,大阪スーペリアーズ,北原勉,小林準,3,1,4,Win,89,Home
5,,中田香澄,4,■,■,■,■,,39,12,3,30.8,3.00,0,0,0,-,1,0.25,20,0,1,9,11.2,13,5.0,0.0,38.5,815,2016-12-11,2016,12,11,,引佐総合体育館,プレステージ・インターナショナルアランマーレ,大阪スーペリアーズ,北原勉,小林準,3,1,4,Win,89,Home
6,,松尾由紀子,4,■,■,■,■,,0,0,0,-,-,0,0,0,-,1,0.25,23,2,0,10,18.7,0,0.0,0.0,-,815,2016-12-11,2016,12,11,,引佐総合体育館,プレステージ・インターナショナルアランマーレ,大阪スーペリアーズ,北原勉,小林準,3,1,4,Win,89,Home
8,,田村愛美,2,□,,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,815,2016-12-11,2016,12,11,,引佐総合体育館,プレステージ・インターナショナルアランマーレ,大阪スーペリアーズ,北原勉,小林準,3,1,4,Win,89,Home
9,,戸田さやか,4,■,■,■,■,,11,3,0,27.3,0.75,0,0,0,-,3,0.75,15,1,0,10,22.0,1,0.0,0.0,0.0,815,2016-12-11,2016,12,11,,引佐総合体育館,プレステージ・インターナショナルアランマーレ,大阪スーペリアーズ,北原勉,小林準,3,1,4,Win,89,Home
10,,三澤未憂,1,□,,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,1,25.0,1,0.0,0.0,0.0,815,2016-12-11,2016,12,11,,引佐総合体育館,プレステージ・インターナショナルアランマーレ,大阪スーペリアーズ,北原勉,小林準,3,1,4,Win,89,Home
11,L,森寿実子,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,17,13.0,0.0,76.5,815,2016-12-11,2016,12,11,,引佐総合体育館,プレステージ・インターナショナルアランマーレ,大阪スーペリアーズ,北原勉,小林準,3,1,4,Win,89,Home
12,,佐藤梨夏,4,■,■,■,■,,22,6,3,27.3,1.50,0,0,0,-,3,0.75,9,1,0,6,27.8,2,2.0,0.0,100.0,815,2016-12-11,2016,12,11,,引佐総合体育館,プレステージ・インターナショナルアランマーレ,大阪スーペリアーズ,北原勉,小林準,3,1,4,Win,89,Home
14,,丹野瑞希,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,815,2016-12-11,2016,12,11,,引佐総合体育館,プレステージ・インターナショナルアランマーレ,大阪スーペリアーズ,北原勉,小林準,3,1,4,Win,89,Home
15,,浅川希,4,■,■,■,■,,31,10,0,32.3,2.50,0,0,0,-,0,-,16,3,3,3,19.7,36,19.0,0.0,52.8,815,2016-12-11,2016,12,11,,引佐総合体育館,プレステージ・インターナショナルアランマーレ,大阪スーペリアーズ,北原勉,小林準,3,1,4,Win,89,Home
18,,佐藤千咲,2,□,,□,,,4,0,0,0.0,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,815,2016-12-11,2016,12,11,,引佐総合体育館,プレステージ・インターナショナルアランマーレ,大阪スーペリアーズ,北原勉,小林準,3,1,4,Win,89,Home
1,,原まなみ,4,■,■,■,■,,3,0,0,0.0,-,0,0,0,-,0,-,16,1,2,6,15.6,0,0.0,0.0,-,815,2016-12-11,2016,12,11,,引佐総合体育館,大阪スーペリアーズ,プレステージ・インターナショナルアランマーレ,廣田卓三,山本一樹,1,3,4,Lose,89,Away
2,L,姫野来実,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,67,29.0,0.0,43.3,815,2016-12-11,2016,12,11,,引佐総合体育館,大阪スーペリアーズ,プレステージ・インターナショナルアランマーレ,廣田卓三,山本一樹,1,3,4,Lose,89,Away
3,,矢口紗友美,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,815,2016-12-11,2016,12,11,,引佐総合体育館,大阪スーペリアーズ,プレステージ・インターナショナルアランマーレ,廣田卓三,山本一樹,1,3,4,Lose,89,Away
4,,平上帆澄,4,■,■,■,■,,15,8,1,53.3,2.00,0,0,0,-,0,-,15,0,0,6,10.0,2,0.0,0.0,0.0,815,2016-12-11,2016,12,11,,引佐総合体育館,大阪スーペリアーズ,プレステージ・インターナショナルアランマーレ,廣田卓三,山本一樹,1,3,4,Lose,89,Away
5,,宮垣寛子,1,,,,□,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,815,2016-12-11,2016,12,11,,引佐総合体育館,大阪スーペリアーズ,プレステージ・インターナショナルアランマーレ,廣田卓三,山本一樹,1,3,4,Lose,89,Away
6,,平岡みさと,4,■,■,■,■,,56,19,5,33.9,4.75,12,4,2,33.3,3,0.75,15,0,1,9,15.0,3,1.0,0.0,33.3,815,2016-12-11,2016,12,11,,引佐総合体育館,大阪スーペリアーズ,プレステージ・インターナショナルアランマーレ,廣田卓三,山本一樹,1,3,4,Lose,89,Away
7,,山本紗良,4,■,■,■,■,,34,15,3,44.1,3.75,0,0,0,-,5,1.25,12,0,0,9,18.8,1,0.0,0.0,0.0,815,2016-12-11,2016,12,11,,引佐総合体育館,大阪スーペリアーズ,プレステージ・インターナショナルアランマーレ,廣田卓三,山本一樹,1,3,4,Lose,89,Away
8,,坂根朱里,4,■,■,■,■,,39,8,4,20.5,2.00,4,0,0,0.0,0,-,11,0,2,2,4.5,2,0.0,0.0,0.0,815,2016-12-11,2016,12,11,,引佐総合体育館,大阪スーペリアーズ,プレステージ・インターナショナルアランマーレ,廣田卓三,山本一樹,1,3,4,Lose,89,Away
9,,木幡祥子,4,■,■,■,■,,15,3,1,20.0,0.75,0,0,0,-,1,0.25,12,0,0,4,8.3,11,5.0,0.0,45.5,815,2016-12-11,2016,12,11,,引佐総合体育館,大阪スーペリアーズ,プレステージ・インターナショナルアランマーレ,廣田卓三,山本一樹,1,3,4,Lose,89,Away
10,,林仁美,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,815,2016-12-11,2016,12,11,,引佐総合体育館,大阪スーペリアーズ,プレステージ・インターナショナルアランマーレ,廣田卓三,山本一樹,1,3,4,Lose,89,Away
15,,不破沙耶佳,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,815,2016-12-11,2016,12,11,,引佐総合体育館,大阪スーペリアーズ,プレステージ・インターナショナルアランマーレ,廣田卓三,山本一樹,1,3,4,Lose,89,Away
19,,小林理奈,1,□,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,815,2016-12-11,2016,12,11,,引佐総合体育館,大阪スーペリアーズ,プレステージ・インターナショナルアランマーレ,廣田卓三,山本一樹,1,3,4,Lose,89,Away
3,,和途綾香,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,816,2016-12-11,2016,12,11,,引佐総合体育館,ブレス浜松,GSS東京サンビームズ,藤原道生,相田好美,3,1,4,Win,106,Home
5,,菅井美貴,4,■,■,■,■,,12,4,0,33.3,1.00,0,0,0,-,0,-,16,0,0,6,9.4,7,6.0,0.0,85.7,816,2016-12-11,2016,12,11,,引佐総合体育館,ブレス浜松,GSS東京サンビームズ,藤原道生,相田好美,3,1,4,Win,106,Home
