背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,宮下 雅寛,2,,□,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
3,L,酒井 大祐,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,13,7.0,0.0,53.8
4,,小川 旭,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
6,,徳元 幸人,3,■,■,■,,,8,1,0,12.5,0.33,1,0,0,0.0,0,-,12,0,1,5,10.4,29,24.0,0.0,82.8
7,,尾上 健司,3,■,■,■,,,7,5,0,71.4,1.67,0,0,0,-,6,2.00,9,0,1,4,11.1,1,1.0,0.0,100.0
9,,加藤 陽一,2,,□,□,,,0,0,0,-,-,0,0,0,-,0,-,4,0,1,0,0.0,0,0.0,0.0,-
10,,直弘 龍治,3,■,■,■,,,24,11,2,45.8,3.67,13,8,1,61.5,2,0.67,13,0,2,2,3.8,0,0.0,0.0,-
11,,前田 悟,3,■,■,■,,,2,1,1,50.0,0.33,0,0,0,-,0,-,10,1,2,2,15.0,0,0.0,0.0,-
13,,臺 光章,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
15,,苅谷 淳司,3,■,■,■,,,6,3,0,50.0,1.00,0,0,0,-,3,1.00,13,0,2,2,3.8,0,0.0,0.0,-
16,,マリ レアンドロ,3,■,■,■,,,26,14,2,53.8,4.67,6,3,1,50.0,2,0.67,14,1,2,3,12.5,9,4.0,0.0,44.4
17,,内冨 寛法,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,3,,,,,,73,35,5,47.9,11.67,20,11,2,55.0,13,4.33,75,2,11,18,8.7,52,36.0,0.0,69.2
