背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,岡崎 将司,2,,,,□,□,0,0,0,-,-,0,0,0,-,0,-,3,0,1,1,8.3,0,0.0,0.0,-
3,L,橘 裕也,5,●,●,●,●,●,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,30,19.0,0.0,63.3
4,,山田 要平,5,■,■,■,■,■,5,4,0,80.0,0.80,0,0,0,-,0,-,17,0,0,3,4.4,0,0.0,0.0,-
5,,竹浪 貴志,4,□,□,□,□,,9,3,1,33.3,0.75,1,1,0,100.0,1,0.25,2,0,0,1,12.5,0,0.0,0.0,-
6,,山本 将平,5,■,■,■,■,■,34,14,3,41.2,2.80,8,6,1,75.0,2,0.40,17,2,4,6,18.2,48,36.0,0.0,75.0
9,,手塚 大,5,■,■,■,■,■,26,12,2,46.2,2.40,9,2,1,22.2,1,0.20,17,0,2,7,10.3,0,0.0,0.0,-
10,,山岡 祐也,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,1,25.0,0,0.0,0.0,-
11,,奥村 航,2,■,■,,,,7,4,0,57.1,2.00,0,0,0,-,1,0.50,4,0,2,1,6.2,0,0.0,0.0,-
13,L,橘 尚吾,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
15,,衛藤 英興,4,,□,■,■,■,9,5,0,55.6,1.25,0,0,0,-,3,0.75,10,0,0,1,2.5,1,0.0,0.0,0.0
17,,セルジオ フェリックス,5,■,■,■,■,■,53,30,2,56.6,6.00,15,12,0,80.0,2,0.40,25,2,6,13,20.2,21,12.0,0.0,57.1
21,,鈴木 頌卓,5,■,■,■,■,■,6,5,0,83.3,1.00,0,0,0,-,0,-,20,0,0,5,6.2,0,0.0,0.0,-
22,,盛重 龍,4,□,,□,□,□,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
28,,和中 謙治,1,,□,,,,1,1,0,100.0,1.00,1,1,0,100.0,0,-,1,0,0,0,0.0,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,5,,,,,,150,78,8,52.0,15.60,34,22,2,64.7,10,2.00,117,4,15,39,11.2,100,67.0,0.0,67.0
