背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
3,,藤原 裕和,4,■,■,■,■,,10,3,0,30.0,0.75,0,0,0,-,1,0.25,6,1,1,3,25.8,0,0.0,0.0,-
6,L,古家 康隆,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
10,,吉岡 佳徳,3,■,■,,□,,1,0,0,0.0,-,0,0,0,-,0,-,7,0,0,2,7.1,0,0.0,0.0,-
12,,大町 和幸,4,■,■,■,■,,37,11,1,29.7,2.75,2,0,0,0.0,0,-,17,1,1,7,15.0,26,14.0,0.0,53.8
13,,中野 壮一朗,4,■,■,■,■,,16,6,3,37.5,1.50,0,0,0,-,3,0.75,8,0,1,0,0.0,0,0.0,0.0,-
17,,浅野 晶,4,■,■,■,■,,33,9,6,27.3,2.25,11,0,5,0.0,1,0.25,9,0,1,5,13.9,25,14.0,0.0,56.0
18,,上田 日登,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
21,L,冷水 亮,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,16,9.0,0.0,56.2
28,,関根 翔太,3,□,□,□,,,3,0,0,0.0,-,0,0,0,-,0,-,9,2,2,2,27.8,0,0.0,0.0,-
29,,大井手 脩輔,2,,,□,■,,5,0,1,0.0,-,1,0,1,0.0,0,-,4,0,0,0,0.0,19,10.0,0.0,52.6
33,,渡辺 大亮,4,□,□,■,■,,5,2,0,40.0,0.50,0,0,0,-,0,-,8,2,2,4,32.5,0,0.0,0.0,-
35,,松元 翔太郎,3,■,■,■,,,12,6,1,50.0,2.00,6,2,1,33.3,0,-,6,0,0,2,8.3,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,4,,,,,,122,37,12,30.3,9.25,20,2,7,10.0,5,1.25,74,6,8,25,15.5,86,47.0,0.0,54.7
