背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,渡邊 徹,2,,□,,,□,0,0,0,-,-,0,0,0,-,0,-,3,0,0,1,8.3,0,0.0,0.0,-
2,L,米村 尊,5,●,●,●,●,●,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,22,11.0,0.0,50.0
3,,松島 真,5,■,■,■,■,■,3,1,0,33.3,0.20,0,0,0,-,0,-,12,0,2,3,6.2,0,0.0,0.0,-
4,,下町 浩二,5,■,■,■,■,■,31,11,1,35.5,2.20,0,0,0,-,7,1.40,8,0,0,3,9.4,0,0.0,0.0,-
5,,清水 久雄,5,■,■,■,■,■,19,6,1,31.6,1.20,0,0,0,-,0,-,16,0,3,3,4.7,51,32.0,0.0,62.7
6,,岩田 晃祐,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,1,12.5,1,1.0,0.0,100.0
7,,野口 将秀,5,■,■,■,■,■,95,31,6,32.6,6.20,23,7,1,30.4,3,0.60,19,1,5,6,12.1,8,4.0,0.0,50.0
8,L,丹下 雅行,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
9,,河田 浩忠,4,■,■,■,■,,23,7,2,30.4,1.75,3,1,1,33.3,0,-,10,2,2,2,21.0,10,8.0,0.0,80.0
11,,森 啓汰,3,,,□,□,■,7,2,0,28.6,0.67,1,0,0,0.0,0,-,5,0,0,4,20.0,8,5.0,0.0,62.5
13,,田中 佑輔,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
14,,久堀 雄世,5,■,■,■,■,■,8,2,0,25.0,0.40,0,0,0,-,2,0.40,25,0,1,7,7.0,1,0.0,0.0,0.0
15,,山下 博史,4,□,□,,□,□,0,0,0,-,-,0,0,0,-,0,-,9,0,2,2,5.6,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,5,,,,,,186,60,10,32.3,12.00,27,8,2,29.6,12,2.40,109,3,15,32,9.5,101,61.0,0.0,60.4
