No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win Set,Lose Set,Total Set,Win Lose,Game time,Home Away
11,L,石田早織,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,702,2009-11-28,2009,11,28,,柏市中央体育館,四国Eighty8Queen,健祥会レッドハーツ,米田一典,米田隼人,0,3,3,Lose,70,Home
12,,乾鈴惠,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,702,2009-11-28,2009,11,28,,柏市中央体育館,四国Eighty8Queen,健祥会レッドハーツ,米田一典,米田隼人,0,3,3,Lose,70,Home
13,,大須賀咲香,2,■,,□,,,4,1,2,25.0,0.50,0,0,0,-,0,-,3,0,0,1,8.3,5,3.0,0.0,60.0,702,2009-11-28,2009,11,28,,柏市中央体育館,四国Eighty8Queen,健祥会レッドハーツ,米田一典,米田隼人,0,3,3,Lose,70,Home
14,,王亜辰,3,■,■,■,,,4,0,1,0.0,-,0,0,0,-,1,0.33,5,0,0,3,15.0,0,0.0,0.0,-,702,2009-11-28,2009,11,28,,柏市中央体育館,四国Eighty8Queen,健祥会レッドハーツ,米田一典,米田隼人,0,3,3,Lose,70,Home
1,,谷口由美恵,3,■,■,■,,,19,7,2,36.8,2.33,0,0,0,-,1,0.33,18,3,0,10,28.3,14,6.0,0.0,42.9,702,2009-11-28,2009,11,28,,柏市中央体育館,健祥会レッドハーツ,四国Eighty8Queen,佐々木充,,3,0,3,Win,70,Away
4,,岩本理恵,1,□,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,702,2009-11-28,2009,11,28,,柏市中央体育館,健祥会レッドハーツ,四国Eighty8Queen,佐々木充,,3,0,3,Win,70,Away
5,,三崎栄子,2,□,,□,,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0.0,0.0,-,702,2009-11-28,2009,11,28,,柏市中央体育館,健祥会レッドハーツ,四国Eighty8Queen,佐々木充,,3,0,3,Win,70,Away
6,,萩生田弘美,3,■,■,■,,,0,0,0,-,-,0,0,0,-,0,-,11,0,0,6,13.6,0,0.0,0.0,-,702,2009-11-28,2009,11,28,,柏市中央体育館,健祥会レッドハーツ,四国Eighty8Queen,佐々木充,,3,0,3,Win,70,Away
7,,田巻由貴子,3,■,■,■,,,11,2,2,18.2,0.67,0,0,0,-,3,1.00,13,1,2,9,23.5,0,0.0,0.0,-,702,2009-11-28,2009,11,28,,柏市中央体育館,健祥会レッドハーツ,四国Eighty8Queen,佐々木充,,3,0,3,Win,70,Away
8,,服部晃佳,3,■,■,■,,,26,11,3,42.3,3.67,0,0,0,-,0,-,11,1,3,2,11.8,15,5.0,0.0,33.3,702,2009-11-28,2009,11,28,,柏市中央体育館,健祥会レッドハーツ,四国Eighty8Queen,佐々木充,,3,0,3,Win,70,Away
10,,高橋めぐみ,3,■,■,■,,,11,7,1,63.6,2.33,0,0,0,-,2,0.67,7,1,0,3,22.1,2,1.0,0.0,50.0,702,2009-11-28,2009,11,28,,柏市中央体育館,健祥会レッドハーツ,四国Eighty8Queen,佐々木充,,3,0,3,Win,70,Away
11,L,松田直子,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,8,6.0,0.0,75.0,702,2009-11-28,2009,11,28,,柏市中央体育館,健祥会レッドハーツ,四国Eighty8Queen,佐々木充,,3,0,3,Win,70,Away
12,,長野友紀,3,■,■,■,,,22,14,1,63.6,4.67,1,1,0,100.0,0,-,10,1,0,4,18.0,12,5.0,0.0,41.7,702,2009-11-28,2009,11,28,,柏市中央体育館,健祥会レッドハーツ,四国Eighty8Queen,佐々木充,,3,0,3,Win,70,Away
14,,福原智美,1,,□,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,702,2009-11-28,2009,11,28,,柏市中央体育館,健祥会レッドハーツ,四国Eighty8Queen,佐々木充,,3,0,3,Win,70,Away
16,,内田役子,2,□,□,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,1,25.0,0,0.0,0.0,-,702,2009-11-28,2009,11,28,,柏市中央体育館,健祥会レッドハーツ,四国Eighty8Queen,佐々木充,,3,0,3,Win,70,Away
2,,白田博子,4,■,■,■,■,,18,8,0,44.4,2.00,0,0,0,-,2,0.50,6,0,0,4,16.7,20,10.0,0.0,50.0,703,2009-11-28,2009,11,28,,柏市中央体育館,埼玉上尾メディックス,柏エンゼルクロス,吉田敏明,藤本幹朗,3,1,4,Win,101,Home
3,,南早希,2,,□,,□,,2,1,0,50.0,0.50,0,0,0,-,1,0.50,3,0,0,1,8.3,0,0.0,0.0,-,703,2009-11-28,2009,11,28,,柏市中央体育館,埼玉上尾メディックス,柏エンゼルクロス,吉田敏明,藤本幹朗,3,1,4,Win,101,Home
4,,庄司夕起,4,■,■,■,■,,26,8,3,30.8,2.00,2,1,1,50.0,8,2.00,14,2,0,3,16.8,1,0.0,0.0,0.0,703,2009-11-28,2009,11,28,,柏市中央体育館,埼玉上尾メディックス,柏エンゼルクロス,吉田敏明,藤本幹朗,3,1,4,Win,101,Home
5,,服部安佑香,4,■,■,■,■,,38,13,6,34.2,3.25,1,0,0,0.0,2,0.50,18,0,1,8,11.1,13,6.0,0.0,46.2,703,2009-11-28,2009,11,28,,柏市中央体育館,埼玉上尾メディックス,柏エンゼルクロス,吉田敏明,藤本幹朗,3,1,4,Win,101,Home
6,,齊木美香,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,703,2009-11-28,2009,11,28,,柏市中央体育館,埼玉上尾メディックス,柏エンゼルクロス,吉田敏明,藤本幹朗,3,1,4,Win,101,Home
7,L,滝沢ななえ,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,18,11.0,0.0,61.1,703,2009-11-28,2009,11,28,,柏市中央体育館,埼玉上尾メディックス,柏エンゼルクロス,吉田敏明,藤本幹朗,3,1,4,Win,101,Home
9,,澤畠文子,4,■,■,■,■,,42,12,1,28.6,3.00,2,1,0,50.0,4,1.00,10,0,0,5,12.5,18,13.0,0.0,72.2,703,2009-11-28,2009,11,28,,柏市中央体育館,埼玉上尾メディックス,柏エンゼルクロス,吉田敏明,藤本幹朗,3,1,4,Win,101,Home
10,,平安座あきな,2,,□,□,,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,1,12.5,3,2.0,0.0,66.7,703,2009-11-28,2009,11,28,,柏市中央体育館,埼玉上尾メディックス,柏エンゼルクロス,吉田敏明,藤本幹朗,3,1,4,Win,101,Home
11,,福田みつ子,4,■,■,■,■,,31,12,2,38.7,3.00,0,0,0,-,2,0.50,26,3,0,11,19.8,1,1.0,0.0,100.0,703,2009-11-28,2009,11,28,,柏市中央体育館,埼玉上尾メディックス,柏エンゼルクロス,吉田敏明,藤本幹朗,3,1,4,Win,101,Home
12,,和田絵美子,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,703,2009-11-28,2009,11,28,,柏市中央体育館,埼玉上尾メディックス,柏エンゼルクロス,吉田敏明,藤本幹朗,3,1,4,Win,101,Home
13,,土田望未,4,■,■,■,■,,0,0,0,-,-,0,0,0,-,0,-,15,1,0,8,18.7,0,0.0,0.0,-,703,2009-11-28,2009,11,28,,柏市中央体育館,埼玉上尾メディックス,柏エンゼルクロス,吉田敏明,藤本幹朗,3,1,4,Win,101,Home
14,L,平井桃子,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,703,2009-11-28,2009,11,28,,柏市中央体育館,埼玉上尾メディックス,柏エンゼルクロス,吉田敏明,藤本幹朗,3,1,4,Win,101,Home
17,,田辺由美,3,□,□,□,,,9,2,0,22.2,0.67,0,0,0,-,0,-,3,0,1,0,0.0,7,5.0,0.0,71.4,703,2009-11-28,2009,11,28,,柏市中央体育館,埼玉上尾メディックス,柏エンゼルクロス,吉田敏明,藤本幹朗,3,1,4,Win,101,Home
18,,原田砂代子,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,703,2009-11-28,2009,11,28,,柏市中央体育館,埼玉上尾メディックス,柏エンゼルクロス,吉田敏明,藤本幹朗,3,1,4,Win,101,Home
1,,水口友見,4,■,■,■,■,,1,1,0,100.0,0.25,0,0,0,-,0,-,18,2,0,9,21.4,0,0.0,0.0,-,703,2009-11-28,2009,11,28,,柏市中央体育館,柏エンゼルクロス,埼玉上尾メディックス,片田瑞己,,1,3,4,Lose,101,Away
2,L,田部井千夏,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,43,26.0,0.0,60.5,703,2009-11-28,2009,11,28,,柏市中央体育館,柏エンゼルクロス,埼玉上尾メディックス,片田瑞己,,1,3,4,Lose,101,Away
3,,岡村貴衣,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,703,2009-11-28,2009,11,28,,柏市中央体育館,柏エンゼルクロス,埼玉上尾メディックス,片田瑞己,,1,3,4,Lose,101,Away
8,,橋爪夢乃,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,703,2009-11-28,2009,11,28,,柏市中央体育館,柏エンゼルクロス,埼玉上尾メディックス,片田瑞己,,1,3,4,Lose,101,Away
9,,稲増優季恵,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,703,2009-11-28,2009,11,28,,柏市中央体育館,柏エンゼルクロス,埼玉上尾メディックス,片田瑞己,,1,3,4,Lose,101,Away
10,,山城未沙,4,■,■,■,■,,49,14,3,28.6,3.50,0,0,0,-,2,0.50,8,0,1,2,6.2,29,11.0,0.0,37.9,703,2009-11-28,2009,11,28,,柏市中央体育館,柏エンゼルクロス,埼玉上尾メディックス,片田瑞己,,1,3,4,Lose,101,Away
12,,佐藤理栄子,4,■,■,■,■,,44,13,2,29.5,3.25,0,0,0,-,1,0.25,21,1,3,5,10.7,16,7.0,0.0,43.8,703,2009-11-28,2009,11,28,,柏市中央体育館,柏エンゼルクロス,埼玉上尾メディックス,片田瑞己,,1,3,4,Lose,101,Away
13,,田中芽衣,4,□,□,□,□,,0,0,0,-,-,0,0,0,-,0,-,6,1,0,1,17.5,0,0.0,0.0,-,703,2009-11-28,2009,11,28,,柏市中央体育館,柏エンゼルクロス,埼玉上尾メディックス,片田瑞己,,1,3,4,Lose,101,Away
15,,仲本知佳,4,■,■,■,■,,18,7,1,38.9,1.75,0,0,0,-,1,0.25,8,0,0,3,9.4,0,0.0,0.0,-,703,2009-11-28,2009,11,28,,柏市中央体育館,柏エンゼルクロス,埼玉上尾メディックス,片田瑞己,,1,3,4,Lose,101,Away
17,,家志奈々江,4,■,■,■,■,,32,13,0,40.6,3.25,0,0,0,-,1,0.25,15,0,1,5,8.3,0,0.0,0.0,-,703,2009-11-28,2009,11,28,,柏市中央体育館,柏エンゼルクロス,埼玉上尾メディックス,片田瑞己,,1,3,4,Lose,101,Away
18,,佐藤由香,4,■,■,■,■,,37,10,3,27.0,2.50,1,0,1,0.0,3,0.75,12,1,0,5,18.8,7,4.0,0.0,57.1,703,2009-11-28,2009,11,28,,柏市中央体育館,柏エンゼルクロス,埼玉上尾メディックス,片田瑞己,,1,3,4,Lose,101,Away
2,,白田博子,4,■,■,■,■,,26,13,0,50.0,3.25,1,1,0,100.0,1,0.25,20,3,1,7,21.7,28,19.0,0.0,67.9,707,2009-11-29,2009,11,29,,柏市中央体育館,埼玉上尾メディックス,KUROBEアクアフェアリーズ,吉田敏明,藤本幹朗,1,3,4,Lose,109,Home
3,,南早希,1,,,□,,,1,0,0,0.0,-,0,0,0,-,0,-,1,0,0,1,25.0,0,0.0,0.0,-,707,2009-11-29,2009,11,29,,柏市中央体育館,埼玉上尾メディックス,KUROBEアクアフェアリーズ,吉田敏明,藤本幹朗,1,3,4,Lose,109,Home
4,,庄司夕起,4,■,■,■,■,,30,14,3,46.7,3.50,2,1,1,50.0,4,1.00,11,1,0,6,20.9,0,0.0,0.0,-,707,2009-11-29,2009,11,29,,柏市中央体育館,埼玉上尾メディックス,KUROBEアクアフェアリーズ,吉田敏明,藤本幹朗,1,3,4,Lose,109,Home
5,,服部安佑香,4,■,■,■,■,,36,10,1,27.8,2.50,0,0,0,-,2,0.50,22,2,1,6,14.1,17,7.0,0.0,41.2,707,2009-11-29,2009,11,29,,柏市中央体育館,埼玉上尾メディックス,KUROBEアクアフェアリーズ,吉田敏明,藤本幹朗,1,3,4,Lose,109,Home
6,,齊木美香,2,,□,,□,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,707,2009-11-29,2009,11,29,,柏市中央体育館,埼玉上尾メディックス,KUROBEアクアフェアリーズ,吉田敏明,藤本幹朗,1,3,4,Lose,109,Home
7,L,滝沢ななえ,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,15,12.0,0.0,80.0,707,2009-11-29,2009,11,29,,柏市中央体育館,埼玉上尾メディックス,KUROBEアクアフェアリーズ,吉田敏明,藤本幹朗,1,3,4,Lose,109,Home
9,,澤畠文子,4,■,■,■,■,,45,12,1,26.7,3.00,2,0,0,0.0,5,1.25,11,0,0,5,11.4,12,9.0,0.0,75.0,707,2009-11-29,2009,11,29,,柏市中央体育館,埼玉上尾メディックス,KUROBEアクアフェアリーズ,吉田敏明,藤本幹朗,1,3,4,Lose,109,Home
10,,平安座あきな,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,707,2009-11-29,2009,11,29,,柏市中央体育館,埼玉上尾メディックス,KUROBEアクアフェアリーズ,吉田敏明,藤本幹朗,1,3,4,Lose,109,Home
11,,福田みつ子,4,■,■,■,■,,26,7,1,26.9,1.75,0,0,0,-,1,0.25,14,2,0,4,20.0,0,0.0,0.0,-,707,2009-11-29,2009,11,29,,柏市中央体育館,埼玉上尾メディックス,KUROBEアクアフェアリーズ,吉田敏明,藤本幹朗,1,3,4,Lose,109,Home
12,,和田絵美子,1,,,,□,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-,707,2009-11-29,2009,11,29,,柏市中央体育館,埼玉上尾メディックス,KUROBEアクアフェアリーズ,吉田敏明,藤本幹朗,1,3,4,Lose,109,Home
13,,土田望未,4,■,■,■,■,,1,1,0,100.0,0.25,0,0,0,-,1,0.25,9,0,1,4,11.1,0,0.0,0.0,-,707,2009-11-29,2009,11,29,,柏市中央体育館,埼玉上尾メディックス,KUROBEアクアフェアリーズ,吉田敏明,藤本幹朗,1,3,4,Lose,109,Home
14,L,平井桃子,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,707,2009-11-29,2009,11,29,,柏市中央体育館,埼玉上尾メディックス,KUROBEアクアフェアリーズ,吉田敏明,藤本幹朗,1,3,4,Lose,109,Home
15,,細川麻美,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,707,2009-11-29,2009,11,29,,柏市中央体育館,埼玉上尾メディックス,KUROBEアクアフェアリーズ,吉田敏明,藤本幹朗,1,3,4,Lose,109,Home
17,,田辺由美,4,□,□,□,□,,0,0,0,-,-,0,0,0,-,0,-,7,0,0,2,7.1,10,4.0,0.0,40.0,707,2009-11-29,2009,11,29,,柏市中央体育館,埼玉上尾メディックス,KUROBEアクアフェアリーズ,吉田敏明,藤本幹朗,1,3,4,Lose,109,Home
1,,伊藤智美,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,707,2009-11-29,2009,11,29,,柏市中央体育館,KUROBEアクアフェアリーズ,埼玉上尾メディックス,米山弘,浜田勝彦,3,1,4,Win,109,Away
2,L,田中三奈未,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,707,2009-11-29,2009,11,29,,柏市中央体育館,KUROBEアクアフェアリーズ,埼玉上尾メディックス,米山弘,浜田勝彦,3,1,4,Win,109,Away
3,,伊藤睦美,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,707,2009-11-29,2009,11,29,,柏市中央体育館,KUROBEアクアフェアリーズ,埼玉上尾メディックス,米山弘,浜田勝彦,3,1,4,Win,109,Away
4,,吉田彩乃,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,707,2009-11-29,2009,11,29,,柏市中央体育館,KUROBEアクアフェアリーズ,埼玉上尾メディックス,米山弘,浜田勝彦,3,1,4,Win,109,Away
5,,色摩知巳,4,■,■,■,■,,67,22,3,32.8,5.50,0,0,0,-,0,-,13,0,1,7,13.5,11,4.0,0.0,36.4,707,2009-11-29,2009,11,29,,柏市中央体育館,KUROBEアクアフェアリーズ,埼玉上尾メディックス,米山弘,浜田勝彦,3,1,4,Win,109,Away
6,,井西彩乃,4,■,■,■,■,,49,17,4,34.7,4.25,0,0,0,-,0,-,20,2,0,8,18.0,43,25.0,0.0,58.1,707,2009-11-29,2009,11,29,,柏市中央体育館,KUROBEアクアフェアリーズ,埼玉上尾メディックス,米山弘,浜田勝彦,3,1,4,Win,109,Away
7,,田中弓貴,4,■,■,■,■,,17,8,0,47.1,2.00,0,0,0,-,1,0.25,12,0,1,4,8.3,23,14.0,0.0,60.9,707,2009-11-29,2009,11,29,,柏市中央体育館,KUROBEアクアフェアリーズ,埼玉上尾メディックス,米山弘,浜田勝彦,3,1,4,Win,109,Away
8,,播磨春香,3,□,,□,□,,0,0,0,-,-,0,0,0,-,0,-,7,0,1,1,3.6,0,0.0,0.0,-,707,2009-11-29,2009,11,29,,柏市中央体育館,KUROBEアクアフェアリーズ,埼玉上尾メディックス,米山弘,浜田勝彦,3,1,4,Win,109,Away
9,,位田愛,0,,,,,,1,1,0,100.0,INF,0,0,0,-,0,-,15,0,2,4,6.7,0,0.0,0.0,-,707,2009-11-29,2009,11,29,,柏市中央体育館,KUROBEアクアフェアリーズ,埼玉上尾メディックス,米山弘,浜田勝彦,3,1,4,Win,109,Away
10,,高崎由佳梨,4,■,■,■,■,,32,14,1,43.8,3.50,0,0,0,-,6,1.50,11,0,1,2,4.5,1,0.0,0.0,0.0,707,2009-11-29,2009,11,29,,柏市中央体育館,KUROBEアクアフェアリーズ,埼玉上尾メディックス,米山弘,浜田勝彦,3,1,4,Win,109,Away
11,,村上菜央,4,■,■,■,■,,18,6,0,33.3,1.50,0,0,0,-,3,0.75,7,0,1,3,10.7,3,3.0,0.0,100.0,707,2009-11-29,2009,11,29,,柏市中央体育館,KUROBEアクアフェアリーズ,埼玉上尾メディックス,米山弘,浜田勝彦,3,1,4,Win,109,Away
12,,熊谷更紗,4,□,□,□,□,,0,0,0,-,-,0,0,0,-,0,-,4,0,0,0,0.0,2,0.0,0.0,0.0,707,2009-11-29,2009,11,29,,柏市中央体育館,KUROBEアクアフェアリーズ,埼玉上尾メディックス,米山弘,浜田勝彦,3,1,4,Win,109,Away
13,,吉川ひかる,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,707,2009-11-29,2009,11,29,,柏市中央体育館,KUROBEアクアフェアリーズ,埼玉上尾メディックス,米山弘,浜田勝彦,3,1,4,Win,109,Away
14,L,小島愛実,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,8,4.0,0.0,50.0,707,2009-11-29,2009,11,29,,柏市中央体育館,KUROBEアクアフェアリーズ,埼玉上尾メディックス,米山弘,浜田勝彦,3,1,4,Win,109,Away
1,,高橋潤子,5,■,■,■,■,■,49,13,3,26.5,2.60,1,1,0,100.0,2,0.40,7,1,2,2,18.6,3,2.0,0.0,66.7,709,2009-11-29,2009,11,29,,柏市中央体育館,四国Eighty8Queen,柏エンゼルクロス,米田一典,米田隼人,2,3,5,Lose,96,Home
2,,浦辺真希,5,□,■,■,■,■,31,13,4,41.9,2.60,0,0,0,-,1,0.20,14,3,0,4,24.3,31,20.0,0.0,64.5,709,2009-11-29,2009,11,29,,柏市中央体育館,四国Eighty8Queen,柏エンゼルクロス,米田一典,米田隼人,2,3,5,Lose,96,Home
3,L,大槻めぐみ,5,●,●,●,●,●,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,45,26.0,0.0,57.8,709,2009-11-29,2009,11,29,,柏市中央体育館,四国Eighty8Queen,柏エンゼルクロス,米田一典,米田隼人,2,3,5,Lose,96,Home
4,,内藤絵莉香,5,■,■,■,■,■,1,0,0,0.0,-,0,0,0,-,0,-,19,5,1,5,27.6,0,0.0,0.0,-,709,2009-11-29,2009,11,29,,柏市中央体育館,四国Eighty8Queen,柏エンゼルクロス,米田一典,米田隼人,2,3,5,Lose,96,Home
5,,彦坂香奈,2,□,,,□,,0,0,0,-,-,0,0,0,-,0,-,3,0,0,1,8.3,4,2.0,0.0,50.0,709,2009-11-29,2009,11,29,,柏市中央体育館,四国Eighty8Queen,柏エンゼルクロス,米田一典,米田隼人,2,3,5,Lose,96,Home
6,,木村雅世,4,,□,□,■,■,4,0,0,0.0,-,0,0,0,-,2,0.50,6,0,1,0,0.0,1,0.0,0.0,0.0,709,2009-11-29,2009,11,29,,柏市中央体育館,四国Eighty8Queen,柏エンゼルクロス,米田一典,米田隼人,2,3,5,Lose,96,Home
7,L,仁里奈那美,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,709,2009-11-29,2009,11,29,,柏市中央体育館,四国Eighty8Queen,柏エンゼルクロス,米田一典,米田隼人,2,3,5,Lose,96,Home
8,,笠松真梨奈,5,■,■,■,■,■,34,13,2,38.2,2.60,0,0,0,-,1,0.20,12,2,2,3,19.6,7,4.0,0.0,57.1,709,2009-11-29,2009,11,29,,柏市中央体育館,四国Eighty8Queen,柏エンゼルクロス,米田一典,米田隼人,2,3,5,Lose,96,Home
9,,平山麻里,4,□,,□,□,□,1,1,0,100.0,0.25,0,0,0,-,2,0.50,0,0,0,0,-,0,0.0,0.0,-,709,2009-11-29,2009,11,29,,柏市中央体育館,四国Eighty8Queen,柏エンゼルクロス,米田一典,米田隼人,2,3,5,Lose,96,Home
10,,上村麻衣,5,■,■,■,■,■,13,8,0,61.5,1.60,0,0,0,-,1,0.20,20,1,1,9,15.2,0,0.0,0.0,-,709,2009-11-29,2009,11,29,,柏市中央体育館,四国Eighty8Queen,柏エンゼルクロス,米田一典,米田隼人,2,3,5,Lose,96,Home
11,,石田早織,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,709,2009-11-29,2009,11,29,,柏市中央体育館,四国Eighty8Queen,柏エンゼルクロス,米田一典,米田隼人,2,3,5,Lose,96,Home
12,,乾鈴惠,4,,□,□,□,□,5,1,1,20.0,0.25,0,0,0,-,0,-,3,1,0,0,26.7,4,2.0,0.0,50.0,709,2009-11-29,2009,11,29,,柏市中央体育館,四国Eighty8Queen,柏エンゼルクロス,米田一典,米田隼人,2,3,5,Lose,96,Home
13,,大須賀咲香,1,■,,,,,6,1,1,16.7,1.00,0,0,0,-,0,-,2,0,0,1,12.5,4,1.0,0.0,25.0,709,2009-11-29,2009,11,29,,柏市中央体育館,四国Eighty8Queen,柏エンゼルクロス,米田一典,米田隼人,2,3,5,Lose,96,Home
14,,王亜辰,4,■,■,■,,□,7,3,1,42.9,0.75,0,0,0,-,1,0.25,6,0,0,0,0.0,0,0.0,0.0,-,709,2009-11-29,2009,11,29,,柏市中央体育館,四国Eighty8Queen,柏エンゼルクロス,米田一典,米田隼人,2,3,5,Lose,96,Home
1,,水口友見,5,■,■,■,■,■,1,1,0,100.0,0.20,0,0,0,-,3,0.60,16,0,0,8,12.5,0,0.0,0.0,-,709,2009-11-29,2009,11,29,,柏市中央体育館,柏エンゼルクロス,四国Eighty8Queen,片田瑞己,,3,2,5,Win,96,Away
