No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win Set,Lose Set,Total Set,Win Lose,Game time,Home Away
23,,竹尾莉菜,3,■,■,■,,,23,6,0,26.1,2.00,0,0,0,-,0,-,6,1,0,2,25.0,29,4.0,14.0,37.9,832,2018-01-20,2018,01,20,,箕面市第1総合運動場,大阪スーペリアーズ,群馬銀行グリーンウイングス,平上帆澄,,0,3,3,Lose,63,Home
1,L,須崎杏,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,832,2018-01-20,2018,01,20,,箕面市第1総合運動場,群馬銀行グリーンウイングス,大阪スーペリアーズ,石原昭久,遠藤孔太,3,0,3,Win,63,Away
2,,磯野明日香,3,■,■,■,,,26,17,2,65.4,5.67,0,0,0,-,3,1.00,3,0,1,2,8.3,0,0.0,0.0,-,832,2018-01-20,2018,01,20,,箕面市第1総合運動場,群馬銀行グリーンウイングス,大阪スーペリアーズ,石原昭久,遠藤孔太,3,0,3,Win,63,Away
3,,鈴木日葵,3,■,■,■,,,18,8,2,44.4,2.67,0,0,0,-,1,0.33,20,0,0,7,8.8,1,1.0,0.0,100.0,832,2018-01-20,2018,01,20,,箕面市第1総合運動場,群馬銀行グリーンウイングス,大阪スーペリアーズ,石原昭久,遠藤孔太,3,0,3,Win,63,Away
4,,小林愛里,1,,□,,,,5,1,0,20.0,1.00,0,0,0,-,0,-,2,0,0,1,12.5,1,1.0,0.0,100.0,832,2018-01-20,2018,01,20,,箕面市第1総合運動場,群馬銀行グリーンウイングス,大阪スーペリアーズ,石原昭久,遠藤孔太,3,0,3,Win,63,Away
5,,田中瑠奈,3,■,■,■,,,28,9,2,32.1,3.00,1,0,0,0.0,0,-,10,0,0,6,15.0,10,5.0,4.0,70.0,832,2018-01-20,2018,01,20,,箕面市第1総合運動場,群馬銀行グリーンウイングス,大阪スーペリアーズ,石原昭久,遠藤孔太,3,0,3,Win,63,Away
6,,栗田楓,3,■,■,■,,,3,0,0,0.0,-,0,0,0,-,1,0.33,18,2,0,9,23.6,0,0.0,0.0,-,832,2018-01-20,2018,01,20,,箕面市第1総合運動場,群馬銀行グリーンウイングス,大阪スーペリアーズ,石原昭久,遠藤孔太,3,0,3,Win,63,Away
7,,寺坂茜,3,■,■,■,,,30,8,4,26.7,2.67,1,0,1,0.0,2,0.67,7,0,0,2,7.1,0,0.0,0.0,-,832,2018-01-20,2018,01,20,,箕面市第1総合運動場,群馬銀行グリーンウイングス,大阪スーペリアーズ,石原昭久,遠藤孔太,3,0,3,Win,63,Away
8,L,谷内真美,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,10,5.0,1.0,55.0,832,2018-01-20,2018,01,20,,箕面市第1総合運動場,群馬銀行グリーンウイングス,大阪スーペリアーズ,石原昭久,遠藤孔太,3,0,3,Win,63,Away
10,,柿沼杏奈,3,■,■,■,,,18,4,2,22.2,1.33,0,0,0,-,1,0.33,10,0,0,2,5.0,22,12.0,4.0,63.6,832,2018-01-20,2018,01,20,,箕面市第1総合運動場,群馬銀行グリーンウイングス,大阪スーペリアーズ,石原昭久,遠藤孔太,3,0,3,Win,63,Away
11,,三好紗弥香,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,3,0,0,0,0.0,0,0.0,0.0,-,832,2018-01-20,2018,01,20,,箕面市第1総合運動場,群馬銀行グリーンウイングス,大阪スーペリアーズ,石原昭久,遠藤孔太,3,0,3,Win,63,Away
12,,土屋智菜実,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-,832,2018-01-20,2018,01,20,,箕面市第1総合運動場,群馬銀行グリーンウイングス,大阪スーペリアーズ,石原昭久,遠藤孔太,3,0,3,Win,63,Away
13,,愛宕諒子,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,832,2018-01-20,2018,01,20,,箕面市第1総合運動場,群馬銀行グリーンウイングス,大阪スーペリアーズ,石原昭久,遠藤孔太,3,0,3,Win,63,Away
14,,戸澤舞,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,832,2018-01-20,2018,01,20,,箕面市第1総合運動場,群馬銀行グリーンウイングス,大阪スーペリアーズ,石原昭久,遠藤孔太,3,0,3,Win,63,Away
15,,古市彩音,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,832,2018-01-20,2018,01,20,,箕面市第1総合運動場,群馬銀行グリーンウイングス,大阪スーペリアーズ,石原昭久,遠藤孔太,3,0,3,Win,63,Away
1,,熊本比奈,3,■,□,□,,,33,5,4,15.2,1.67,0,0,0,-,0,-,8,1,1,1,12.5,14,4.0,4.0,42.9,833,2018-01-21,2018,01,21,,箕面市第1総合運動場,ブレス浜松,群馬銀行グリーンウイングス,藤原道生,相田好美,0,3,3,Lose,70,Home
3,,播磨若奈,2,,□,□,,,2,1,0,50.0,0.50,0,0,0,-,0,-,6,0,0,0,0.0,0,0.0,0.0,-,833,2018-01-21,2018,01,21,,箕面市第1総合運動場,ブレス浜松,群馬銀行グリーンウイングス,藤原道生,相田好美,0,3,3,Lose,70,Home
5,,菅井美貴,3,■,■,■,,,1,0,0,0.0,-,0,0,0,-,0,-,4,0,0,1,6.2,0,0.0,0.0,-,833,2018-01-21,2018,01,21,,箕面市第1総合運動場,ブレス浜松,群馬銀行グリーンウイングス,藤原道生,相田好美,0,3,3,Lose,70,Home
6,,柴小屋志織,3,■,■,■,,,16,6,1,37.5,2.00,0,0,0,-,1,0.33,13,2,4,7,21.2,1,0.0,1.0,50.0,833,2018-01-21,2018,01,21,,箕面市第1総合運動場,ブレス浜松,群馬銀行グリーンウイングス,藤原道生,相田好美,0,3,3,Lose,70,Home
7,L,徳田亜留美,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,23,13.0,4.0,65.2,833,2018-01-21,2018,01,21,,箕面市第1総合運動場,ブレス浜松,群馬銀行グリーンウイングス,藤原道生,相田好美,0,3,3,Lose,70,Home
8,,菅原麻衣,3,■,■,■,,,17,8,1,47.1,2.67,0,0,0,-,1,0.33,7,1,1,1,14.3,1,1.0,0.0,100.0,833,2018-01-21,2018,01,21,,箕面市第1総合運動場,ブレス浜松,群馬銀行グリーンウイングス,藤原道生,相田好美,0,3,3,Lose,70,Home
9,,和田法子,2,□,,□,,,7,1,1,14.3,0.50,0,0,0,-,0,-,1,0,0,0,0.0,2,1.0,0.0,50.0,833,2018-01-21,2018,01,21,,箕面市第1総合運動場,ブレス浜松,群馬銀行グリーンウイングス,藤原道生,相田好美,0,3,3,Lose,70,Home
10,,多田遥,3,■,■,■,,,21,4,4,19.0,1.33,5,0,1,0.0,1,0.33,8,0,0,2,6.2,13,6.0,4.0,61.5,833,2018-01-21,2018,01,21,,箕面市第1総合運動場,ブレス浜松,群馬銀行グリーンウイングス,藤原道生,相田好美,0,3,3,Lose,70,Home
11,,加藤彩夏,3,■,■,■,,,26,4,0,15.4,1.33,1,0,0,0.0,0,-,6,0,0,1,4.2,7,1.0,4.0,42.9,833,2018-01-21,2018,01,21,,箕面市第1総合運動場,ブレス浜松,群馬銀行グリーンウイングス,藤原道生,相田好美,0,3,3,Lose,70,Home
13,,高橋美桜,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,833,2018-01-21,2018,01,21,,箕面市第1総合運動場,ブレス浜松,群馬銀行グリーンウイングス,藤原道生,相田好美,0,3,3,Lose,70,Home
15,L,小松沙季,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,833,2018-01-21,2018,01,21,,箕面市第1総合運動場,ブレス浜松,群馬銀行グリーンウイングス,藤原道生,相田好美,0,3,3,Lose,70,Home
18,,春田詩織,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,833,2018-01-21,2018,01,21,,箕面市第1総合運動場,ブレス浜松,群馬銀行グリーンウイングス,藤原道生,相田好美,0,3,3,Lose,70,Home
20,,澁谷美妃,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-,833,2018-01-21,2018,01,21,,箕面市第1総合運動場,ブレス浜松,群馬銀行グリーンウイングス,藤原道生,相田好美,0,3,3,Lose,70,Home
21,,水上真悠子,2,,■,■,,,14,4,3,28.6,2.00,1,0,0,0.0,0,-,4,0,1,0,-6.2,10,3.0,5.0,55.0,833,2018-01-21,2018,01,21,,箕面市第1総合運動場,ブレス浜松,群馬銀行グリーンウイングス,藤原道生,相田好美,0,3,3,Lose,70,Home
1,L,須崎杏,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,833,2018-01-21,2018,01,21,,箕面市第1総合運動場,群馬銀行グリーンウイングス,ブレス浜松,石原昭久,遠藤孔太,3,0,3,Win,70,Away
2,,磯野明日香,3,■,■,■,,,24,11,3,45.8,3.67,0,0,0,-,0,-,6,0,0,3,12.5,0,0.0,0.0,-,833,2018-01-21,2018,01,21,,箕面市第1総合運動場,群馬銀行グリーンウイングス,ブレス浜松,石原昭久,遠藤孔太,3,0,3,Win,70,Away
3,,鈴木日葵,3,■,■,■,,,17,8,0,47.1,2.67,0,0,0,-,3,1.00,10,0,0,4,10.0,0,0.0,0.0,-,833,2018-01-21,2018,01,21,,箕面市第1総合運動場,群馬銀行グリーンウイングス,ブレス浜松,石原昭久,遠藤孔太,3,0,3,Win,70,Away
4,,小林愛里,2,,□,□,,,1,0,0,0.0,-,0,0,0,-,0,-,0,0,0,0,-,3,1.0,0.0,33.3,833,2018-01-21,2018,01,21,,箕面市第1総合運動場,群馬銀行グリーンウイングス,ブレス浜松,石原昭久,遠藤孔太,3,0,3,Win,70,Away
5,,田中瑠奈,3,■,■,■,,,26,11,2,42.3,3.67,0,0,0,-,0,-,27,2,1,6,12.0,13,5.0,4.0,53.8,833,2018-01-21,2018,01,21,,箕面市第1総合運動場,群馬銀行グリーンウイングス,ブレス浜松,石原昭久,遠藤孔太,3,0,3,Win,70,Away
6,,栗田楓,3,■,■,■,,,0,0,0,-,-,0,0,0,-,0,-,12,0,0,3,6.2,0,0.0,0.0,-,833,2018-01-21,2018,01,21,,箕面市第1総合運動場,群馬銀行グリーンウイングス,ブレス浜松,石原昭久,遠藤孔太,3,0,3,Win,70,Away
7,,寺坂茜,3,■,■,■,,,33,11,0,33.3,3.67,0,0,0,-,1,0.33,8,0,0,0,0.0,0,0.0,0.0,-,833,2018-01-21,2018,01,21,,箕面市第1総合運動場,群馬銀行グリーンウイングス,ブレス浜松,石原昭久,遠藤孔太,3,0,3,Win,70,Away
8,L,谷内真美,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,10,4.0,3.0,55.0,833,2018-01-21,2018,01,21,,箕面市第1総合運動場,群馬銀行グリーンウイングス,ブレス浜松,石原昭久,遠藤孔太,3,0,3,Win,70,Away
10,,柿沼杏奈,3,■,■,■,,,21,6,3,28.6,2.00,0,0,0,-,0,-,8,0,1,2,3.1,24,12.0,6.0,62.5,833,2018-01-21,2018,01,21,,箕面市第1総合運動場,群馬銀行グリーンウイングス,ブレス浜松,石原昭久,遠藤孔太,3,0,3,Win,70,Away
11,,三好紗弥香,1,,□,,,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0.0,0.0,-,833,2018-01-21,2018,01,21,,箕面市第1総合運動場,群馬銀行グリーンウイングス,ブレス浜松,石原昭久,遠藤孔太,3,0,3,Win,70,Away
12,,土屋智菜実,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,833,2018-01-21,2018,01,21,,箕面市第1総合運動場,群馬銀行グリーンウイングス,ブレス浜松,石原昭久,遠藤孔太,3,0,3,Win,70,Away
13,,愛宕諒子,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,833,2018-01-21,2018,01,21,,箕面市第1総合運動場,群馬銀行グリーンウイングス,ブレス浜松,石原昭久,遠藤孔太,3,0,3,Win,70,Away
14,,戸澤舞,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,833,2018-01-21,2018,01,21,,箕面市第1総合運動場,群馬銀行グリーンウイングス,ブレス浜松,石原昭久,遠藤孔太,3,0,3,Win,70,Away
15,,古市彩音,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,833,2018-01-21,2018,01,21,,箕面市第1総合運動場,群馬銀行グリーンウイングス,ブレス浜松,石原昭久,遠藤孔太,3,0,3,Win,70,Away
3,,矢口紗友美,1,,□,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,834,2018-01-21,2018,01,21,,箕面市第1総合運動場,大阪スーペリアーズ,GSS東京サンビームズ,平上帆澄,,0,3,3,Lose,72,Home
5,,寺田遥,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,834,2018-01-21,2018,01,21,,箕面市第1総合運動場,大阪スーペリアーズ,GSS東京サンビームズ,平上帆澄,,0,3,3,Lose,72,Home
6,,松村美穂,1,,□,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,2,0.0,0.0,0.0,834,2018-01-21,2018,01,21,,箕面市第1総合運動場,大阪スーペリアーズ,GSS東京サンビームズ,平上帆澄,,0,3,3,Lose,72,Home
7,,山本紗良,3,■,■,■,,,11,3,1,27.3,1.00,0,0,0,-,2,0.67,13,2,0,7,28.8,0,0.0,0.0,-,834,2018-01-21,2018,01,21,,箕面市第1総合運動場,大阪スーペリアーズ,GSS東京サンビームズ,平上帆澄,,0,3,3,Lose,72,Home
8,,坂根朱里,3,■,■,■,,,16,2,0,12.5,0.67,0,0,0,-,1,0.33,8,0,1,1,0.0,1,0.0,1.0,50.0,834,2018-01-21,2018,01,21,,箕面市第1総合運動場,大阪スーペリアーズ,GSS東京サンビームズ,平上帆澄,,0,3,3,Lose,72,Home
9,,張歓歓,3,■,■,■,,,34,12,1,35.3,4.00,3,1,0,33.3,0,-,16,1,1,7,15.6,7,2.0,2.0,42.9,834,2018-01-21,2018,01,21,,箕面市第1総合運動場,大阪スーペリアーズ,GSS東京サンビームズ,平上帆澄,,0,3,3,Lose,72,Home
10,,林仁美,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,834,2018-01-21,2018,01,21,,箕面市第1総合運動場,大阪スーペリアーズ,GSS東京サンビームズ,平上帆澄,,0,3,3,Lose,72,Home
13,,原田茉由,3,□,□,□,,,1,0,0,0.0,-,0,0,0,-,0,-,1,0,0,0,0.0,6,2.0,2.0,50.0,834,2018-01-21,2018,01,21,,箕面市第1総合運動場,大阪スーペリアーズ,GSS東京サンビームズ,平上帆澄,,0,3,3,Lose,72,Home
14,L,須田美南,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,20,5.0,7.0,42.5,834,2018-01-21,2018,01,21,,箕面市第1総合運動場,大阪スーペリアーズ,GSS東京サンビームズ,平上帆澄,,0,3,3,Lose,72,Home
15,,不破沙耶佳,3,■,■,■,,,25,10,3,40.0,3.33,0,0,0,-,1,0.33,11,2,0,3,25.0,20,5.0,7.0,42.5,834,2018-01-21,2018,01,21,,箕面市第1総合運動場,大阪スーペリアーズ,GSS東京サンビームズ,平上帆澄,,0,3,3,Lose,72,Home
17,L,南涼音,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,834,2018-01-21,2018,01,21,,箕面市第1総合運動場,大阪スーペリアーズ,GSS東京サンビームズ,平上帆澄,,0,3,3,Lose,72,Home
20,,岩本梨音,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,834,2018-01-21,2018,01,21,,箕面市第1総合運動場,大阪スーペリアーズ,GSS東京サンビームズ,平上帆澄,,0,3,3,Lose,72,Home
21,,田中綾香,3,■,■,■,,,1,0,1,0.0,-,0,0,0,-,0,-,9,2,0,3,30.6,0,0.0,0.0,-,834,2018-01-21,2018,01,21,,箕面市第1総合運動場,大阪スーペリアーズ,GSS東京サンビームズ,平上帆澄,,0,3,3,Lose,72,Home
23,,竹尾莉菜,3,■,■,■,,,35,9,2,25.7,3.00,0,0,0,-,1,0.33,9,1,1,3,16.7,15,2.0,5.0,30.0,834,2018-01-21,2018,01,21,,箕面市第1総合運動場,大阪スーペリアーズ,GSS東京サンビームズ,平上帆澄,,0,3,3,Lose,72,Home
1,,重松史乃,2,■,■,,,,2,1,0,50.0,0.50,0,0,0,-,0,-,8,0,1,1,0.0,0,0.0,0.0,-,834,2018-01-21,2018,01,21,,箕面市第1総合運動場,GSS東京サンビームズ,大阪スーペリアーズ,笛木彰,久保雅,3,0,3,Win,72,Away
2,,村尾葉津樹,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,3,0,0,2,16.7,0,0.0,0.0,-,834,2018-01-21,2018,01,21,,箕面市第1総合運動場,GSS東京サンビームズ,大阪スーペリアーズ,笛木彰,久保雅,3,0,3,Win,72,Away
3,,有川由季乃,3,■,■,■,,,20,8,1,40.0,2.67,0,0,0,-,2,0.67,10,0,0,1,2.5,28,9.0,6.0,42.9,834,2018-01-21,2018,01,21,,箕面市第1総合運動場,GSS東京サンビームズ,大阪スーペリアーズ,笛木彰,久保雅,3,0,3,Win,72,Away
4,L,平岩沙紀,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,14,4.0,6.0,50.0,834,2018-01-21,2018,01,21,,箕面市第1総合運動場,GSS東京サンビームズ,大阪スーペリアーズ,笛木彰,久保雅,3,0,3,Win,72,Away
7,,牧亜沙子,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,834,2018-01-21,2018,01,21,,箕面市第1総合運動場,GSS東京サンビームズ,大阪スーペリアーズ,笛木彰,久保雅,3,0,3,Win,72,Away
8,L,三浦あゆみ,2,,〇,〇,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,834,2018-01-21,2018,01,21,,箕面市第1総合運動場,GSS東京サンビームズ,大阪スーペリアーズ,笛木彰,久保雅,3,0,3,Win,72,Away
12,,百瀬彩夏,3,■,■,■,,,22,12,2,54.5,4.00,0,0,0,-,2,0.67,7,1,0,5,32.1,0,0.0,0.0,-,834,2018-01-21,2018,01,21,,箕面市第1総合運動場,GSS東京サンビームズ,大阪スーペリアーズ,笛木彰,久保雅,3,0,3,Win,72,Away
19,,大原萌,2,□,□,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,3,0.0,1.0,16.7,834,2018-01-21,2018,01,21,,箕面市第1総合運動場,GSS東京サンビームズ,大阪スーペリアーズ,笛木彰,久保雅,3,0,3,Win,72,Away
20,,鬼塚雛子,3,■,■,■,,,25,8,2,32.0,2.67,0,0,0,-,1,0.33,11,2,0,6,31.8,12,4.0,4.0,50.0,834,2018-01-21,2018,01,21,,箕面市第1総合運動場,GSS東京サンビームズ,大阪スーペリアーズ,笛木彰,久保雅,3,0,3,Win,72,Away
21,,張心穆意,3,■,■,■,,,22,11,2,50.0,3.67,0,0,0,-,1,0.33,9,0,2,2,0.0,0,0.0,0.0,-,834,2018-01-21,2018,01,21,,箕面市第1総合運動場,GSS東京サンビームズ,大阪スーペリアーズ,笛木彰,久保雅,3,0,3,Win,72,Away
24,,縄田香世子,1,,,□,,,3,1,0,33.3,1.00,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,834,2018-01-21,2018,01,21,,箕面市第1総合運動場,GSS東京サンビームズ,大阪スーペリアーズ,笛木彰,久保雅,3,0,3,Win,72,Away
25,,賀谷明日光,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,1,0,1,0,-25.0,0,0.0,0.0,-,834,2018-01-21,2018,01,21,,箕面市第1総合運動場,GSS東京サンビームズ,大阪スーペリアーズ,笛木彰,久保雅,3,0,3,Win,72,Away
28,,松浦未波,2,,□,■,,,0,0,0,-,-,0,0,0,-,0,-,16,4,0,9,39.1,0,0.0,0.0,-,834,2018-01-21,2018,01,21,,箕面市第1総合運動場,GSS東京サンビームズ,大阪スーペリアーズ,笛木彰,久保雅,3,0,3,Win,72,Away
30,,色摩知巳,3,■,■,■,,,39,10,2,25.6,3.33,1,0,0,0.0,1,0.33,11,1,0,5,20.5,6,2.0,3.0,58.3,834,2018-01-21,2018,01,21,,箕面市第1総合運動場,GSS東京サンビームズ,大阪スーペリアーズ,笛木彰,久保雅,3,0,3,Win,72,Away
3,L,佐藤円,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,7,2.0,2.0,42.9,839,2018-02-10,2018,02,10,,江戸川区スポーツセンター,プレステージ・インターナショナルアランマーレ,大阪スーペリアーズ,北原勉,小林準,3,0,3,Win,64,Home
6,,松尾由紀子,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,839,2018-02-10,2018,02,10,,江戸川区スポーツセンター,プレステージ・インターナショナルアランマーレ,大阪スーペリアーズ,北原勉,小林準,3,0,3,Win,64,Home
7,,川満理子,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,839,2018-02-10,2018,02,10,,江戸川区スポーツセンター,プレステージ・インターナショナルアランマーレ,大阪スーペリアーズ,北原勉,小林準,3,0,3,Win,64,Home
8,,田村愛美,3,■,■,■,,,1,0,0,0.0,-,0,0,0,-,1,0.33,14,0,2,4,3.6,0,0.0,0.0,-,839,2018-02-10,2018,02,10,,江戸川区スポーツセンター,プレステージ・インターナショナルアランマーレ,大阪スーペリアーズ,北原勉,小林準,3,0,3,Win,64,Home
9,,戸田さやか,3,■,■,■,,,7,4,0,57.1,1.33,0,0,0,-,4,1.33,12,2,2,5,22.9,0,0.0,0.0,-,839,2018-02-10,2018,02,10,,江戸川区スポーツセンター,プレステージ・インターナショナルアランマーレ,大阪スーペリアーズ,北原勉,小林準,3,0,3,Win,64,Home
10,,三澤未憂,1,,□,,,,0,0,0,-,-,0,0,0,-,0,-,8,0,0,7,21.9,2,1.0,0.0,50.0,839,2018-02-10,2018,02,10,,江戸川区スポーツセンター,プレステージ・インターナショナルアランマーレ,大阪スーペリアーズ,北原勉,小林準,3,0,3,Win,64,Home
11,L,森寿実子,3,〇,〇,〇,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,839,2018-02-10,2018,02,10,,江戸川区スポーツセンター,プレステージ・インターナショナルアランマーレ,大阪スーペリアーズ,北原勉,小林準,3,0,3,Win,64,Home
12,,佐藤梨夏,2,,□,□,,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,2,25.0,0,0.0,0.0,-,839,2018-02-10,2018,02,10,,江戸川区スポーツセンター,プレステージ・インターナショナルアランマーレ,大阪スーペリアーズ,北原勉,小林準,3,0,3,Win,64,Home
14,,丹野瑞希,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,839,2018-02-10,2018,02,10,,江戸川区スポーツセンター,プレステージ・インターナショナルアランマーレ,大阪スーペリアーズ,北原勉,小林準,3,0,3,Win,64,Home
15,,浅川希,3,■,■,■,,,16,5,1,31.2,1.67,0,0,0,-,1,0.33,11,1,0,4,18.2,20,4.0,7.0,37.5,839,2018-02-10,2018,02,10,,江戸川区スポーツセンター,プレステージ・インターナショナルアランマーレ,大阪スーペリアーズ,北原勉,小林準,3,0,3,Win,64,Home
16,,江川優貴,3,■,■,■,,,37,15,0,40.5,5.00,10,3,0,30.0,3,1.00,7,0,1,3,7.1,0,0.0,0.0,-,839,2018-02-10,2018,02,10,,江戸川区スポーツセンター,プレステージ・インターナショナルアランマーレ,大阪スーペリアーズ,北原勉,小林準,3,0,3,Win,64,Home
17,,柳沢紫子,3,■,■,■,,,17,7,0,41.2,2.33,0,0,0,-,2,0.67,7,0,1,2,3.6,2,0.0,2.0,50.0,839,2018-02-10,2018,02,10,,江戸川区スポーツセンター,プレステージ・インターナショナルアランマーレ,大阪スーペリアーズ,北原勉,小林準,3,0,3,Win,64,Home
18,,本間有貴,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,839,2018-02-10,2018,02,10,,江戸川区スポーツセンター,プレステージ・インターナショナルアランマーレ,大阪スーペリアーズ,北原勉,小林準,3,0,3,Win,64,Home
20,,木村友里,3,■,■,■,,,22,11,1,50.0,3.67,0,0,0,-,2,0.67,12,1,0,6,20.8,17,2.0,7.0,32.4,839,2018-02-10,2018,02,10,,江戸川区スポーツセンター,プレステージ・インターナショナルアランマーレ,大阪スーペリアーズ,北原勉,小林準,3,0,3,Win,64,Home
2,,平川里菜,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,839,2018-02-10,2018,02,10,,江戸川区スポーツセンター,大阪スーペリアーズ,プレステージ・インターナショナルアランマーレ,平上帆澄,,0,3,3,Lose,64,Away
3,,矢口紗友美,2,■,■,,,,10,2,0,20.0,1.00,0,0,0,-,0,-,3,0,0,0,0.0,13,0.0,3.0,11.5,839,2018-02-10,2018,02,10,,江戸川区スポーツセンター,大阪スーペリアーズ,プレステージ・インターナショナルアランマーレ,平上帆澄,,0,3,3,Lose,64,Away
5,L,寺田遥,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,839,2018-02-10,2018,02,10,,江戸川区スポーツセンター,大阪スーペリアーズ,プレステージ・インターナショナルアランマーレ,平上帆澄,,0,3,3,Lose,64,Away
6,,松村美穂,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,839,2018-02-10,2018,02,10,,江戸川区スポーツセンター,大阪スーペリアーズ,プレステージ・インターナショナルアランマーレ,平上帆澄,,0,3,3,Lose,64,Away
7,,山本紗良,3,■,■,■,,,15,7,1,46.7,2.33,0,0,0,-,1,0.33,6,0,1,3,8.3,0,0.0,0.0,-,839,2018-02-10,2018,02,10,,江戸川区スポーツセンター,大阪スーペリアーズ,プレステージ・インターナショナルアランマーレ,平上帆澄,,0,3,3,Lose,64,Away
8,,坂根朱里,3,■,■,■,,,17,7,3,41.2,2.33,0,0,0,-,0,-,10,0,1,4,7.5,0,0.0,0.0,-,839,2018-02-10,2018,02,10,,江戸川区スポーツセンター,大阪スーペリアーズ,プレステージ・インターナショナルアランマーレ,平上帆澄,,0,3,3,Lose,64,Away
9,,張歓歓,3,■,■,■,,,30,9,2,30.0,3.00,1,0,0,0.0,0,-,10,0,1,5,10.0,4,2.0,1.0,62.5,839,2018-02-10,2018,02,10,,江戸川区スポーツセンター,大阪スーペリアーズ,プレステージ・インターナショナルアランマーレ,平上帆澄,,0,3,3,Lose,64,Away
10,,林仁美,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,839,2018-02-10,2018,02,10,,江戸川区スポーツセンター,大阪スーペリアーズ,プレステージ・インターナショナルアランマーレ,平上帆澄,,0,3,3,Lose,64,Away
