No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win Set,Lose Set,Total Set,Win Lose,Game time,Home Away
22,L,谷七海,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,16,9.0,0.0,56.2,601,2015-11-07,2015,11,07,,猫田記念体育館,PFUブルーキャッツ,柏エンゼルクロス,寺廻太,金子健太郎,3,0,3,Win,73,Home
1,L,田村真希,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,601,2015-11-07,2015,11,07,,猫田記念体育館,柏エンゼルクロス,PFUブルーキャッツ,岩下忠正,飯田功也,0,3,3,Lose,73,Away
2,,竹本由美,3,■,■,■,,,1,0,0,0.0,-,0,0,0,-,0,-,10,0,0,7,17.5,0,0.0,0.0,-,601,2015-11-07,2015,11,07,,猫田記念体育館,柏エンゼルクロス,PFUブルーキャッツ,岩下忠正,飯田功也,0,3,3,Lose,73,Away
3,L,座安好香,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,17,9.0,0.0,52.9,601,2015-11-07,2015,11,07,,猫田記念体育館,柏エンゼルクロス,PFUブルーキャッツ,岩下忠正,飯田功也,0,3,3,Lose,73,Away
4,,石川綾菜,2,,□,■,,,13,7,1,53.8,3.50,2,1,0,50.0,0,-,6,0,0,2,8.3,1,1.0,0.0,100.0,601,2015-11-07,2015,11,07,,猫田記念体育館,柏エンゼルクロス,PFUブルーキャッツ,岩下忠正,飯田功也,0,3,3,Lose,73,Away
6,,黒木麻衣,2,□,,□,,,0,0,0,-,-,0,0,0,-,0,-,4,0,0,1,6.2,0,0.0,0.0,-,601,2015-11-07,2015,11,07,,猫田記念体育館,柏エンゼルクロス,PFUブルーキャッツ,岩下忠正,飯田功也,0,3,3,Lose,73,Away
7,,江森圭美,3,■,■,■,,,29,4,2,13.8,1.33,0,0,0,-,1,0.33,9,1,1,3,19.4,18,12.0,0.0,66.7,601,2015-11-07,2015,11,07,,猫田記念体育館,柏エンゼルクロス,PFUブルーキャッツ,岩下忠正,飯田功也,0,3,3,Lose,73,Away
8,,河野舞,2,□,,□,,,6,1,0,16.7,0.50,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,601,2015-11-07,2015,11,07,,猫田記念体育館,柏エンゼルクロス,PFUブルーキャッツ,岩下忠正,飯田功也,0,3,3,Lose,73,Away
9,,高桑裕恵,3,■,■,■,,,12,5,0,41.7,1.67,0,0,0,-,3,1.00,8,0,0,3,9.4,3,3.0,0.0,100.0,601,2015-11-07,2015,11,07,,猫田記念体育館,柏エンゼルクロス,PFUブルーキャッツ,岩下忠正,飯田功也,0,3,3,Lose,73,Away
11,,萩原希,3,■,■,■,,,15,9,0,60.0,3.00,0,0,0,-,0,-,8,0,0,3,9.4,15,7.0,0.0,46.7,601,2015-11-07,2015,11,07,,猫田記念体育館,柏エンゼルクロス,PFUブルーキャッツ,岩下忠正,飯田功也,0,3,3,Lose,73,Away
13,,清水玲衣,2,■,■,,,,9,2,1,22.2,1.00,0,0,0,-,0,-,4,0,0,2,12.5,5,4.0,0.0,80.0,601,2015-11-07,2015,11,07,,猫田記念体育館,柏エンゼルクロス,PFUブルーキャッツ,岩下忠正,飯田功也,0,3,3,Lose,73,Away
14,,鶴ヶ崎佳寿葉,2,□,,□,,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,1,12.5,4,4.0,0.0,100.0,601,2015-11-07,2015,11,07,,猫田記念体育館,柏エンゼルクロス,PFUブルーキャッツ,岩下忠正,飯田功也,0,3,3,Lose,73,Away
15,,原田美愛実,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,601,2015-11-07,2015,11,07,,猫田記念体育館,柏エンゼルクロス,PFUブルーキャッツ,岩下忠正,飯田功也,0,3,3,Lose,73,Away
17,,小清水茉弥,3,■,■,■,,,25,6,0,24.0,2.00,0,0,0,-,0,-,8,0,0,3,9.4,0,0.0,0.0,-,601,2015-11-07,2015,11,07,,猫田記念体育館,柏エンゼルクロス,PFUブルーキャッツ,岩下忠正,飯田功也,0,3,3,Lose,73,Away
1,,矢山美沙,3,■,■,■,,,19,4,1,21.1,1.33,0,0,0,-,0,-,7,0,0,1,3.6,0,0.0,0.0,-,602,2015-11-07,2015,11,07,,猫田記念体育館,大野石油広島オイラーズ,JAぎふリオレーナ,豆田憲昭,鈴木輝,0,3,3,Lose,74,Home
2,,平川実愛,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,602,2015-11-07,2015,11,07,,猫田記念体育館,大野石油広島オイラーズ,JAぎふリオレーナ,豆田憲昭,鈴木輝,0,3,3,Lose,74,Home
3,L,福田有里,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,35,23.0,0.0,65.7,602,2015-11-07,2015,11,07,,猫田記念体育館,大野石油広島オイラーズ,JAぎふリオレーナ,豆田憲昭,鈴木輝,0,3,3,Lose,74,Home
4,,田井琴美,3,■,■,■,,,28,9,2,32.1,3.00,0,0,0,-,1,0.33,8,0,2,3,9.4,13,10.0,0.0,76.9,602,2015-11-07,2015,11,07,,猫田記念体育館,大野石油広島オイラーズ,JAぎふリオレーナ,豆田憲昭,鈴木輝,0,3,3,Lose,74,Home
5,,大楠鼓雪,3,■,■,■,,,17,4,1,23.5,1.33,0,0,0,-,1,0.33,9,0,2,5,13.9,0,0.0,0.0,-,602,2015-11-07,2015,11,07,,猫田記念体育館,大野石油広島オイラーズ,JAぎふリオレーナ,豆田憲昭,鈴木輝,0,3,3,Lose,74,Home
6,,馬渡晴菜,3,■,■,■,,,0,0,0,-,-,0,0,0,-,0,-,10,1,1,4,18.0,1,1.0,0.0,100.0,602,2015-11-07,2015,11,07,,猫田記念体育館,大野石油広島オイラーズ,JAぎふリオレーナ,豆田憲昭,鈴木輝,0,3,3,Lose,74,Home
7,,押川真保,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,602,2015-11-07,2015,11,07,,猫田記念体育館,大野石油広島オイラーズ,JAぎふリオレーナ,豆田憲昭,鈴木輝,0,3,3,Lose,74,Home
9,,松本晴香,3,■,■,■,,,25,6,2,24.0,2.00,5,1,1,20.0,0,-,5,1,0,2,26.0,1,0.0,0.0,0.0,602,2015-11-07,2015,11,07,,猫田記念体育館,大野石油広島オイラーズ,JAぎふリオレーナ,豆田憲昭,鈴木輝,0,3,3,Lose,74,Home
12,,高本佳澄,3,■,■,■,,,25,7,1,28.0,2.33,0,0,0,-,2,0.67,2,0,0,1,12.5,16,7.0,0.0,43.8,602,2015-11-07,2015,11,07,,猫田記念体育館,大野石油広島オイラーズ,JAぎふリオレーナ,豆田憲昭,鈴木輝,0,3,3,Lose,74,Home
13,,吉里遥,3,□,□,□,,,19,6,1,31.6,2.00,1,0,0,0.0,0,-,9,1,0,4,22.2,0,0.0,0.0,-,602,2015-11-07,2015,11,07,,猫田記念体育館,大野石油広島オイラーズ,JAぎふリオレーナ,豆田憲昭,鈴木輝,0,3,3,Lose,74,Home
14,,吉本梓穂,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,4,0,0,0,0.0,5,3.0,0.0,60.0,602,2015-11-07,2015,11,07,,猫田記念体育館,大野石油広島オイラーズ,JAぎふリオレーナ,豆田憲昭,鈴木輝,0,3,3,Lose,74,Home
16,,野上紗希,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,602,2015-11-07,2015,11,07,,猫田記念体育館,大野石油広島オイラーズ,JAぎふリオレーナ,豆田憲昭,鈴木輝,0,3,3,Lose,74,Home
1,,田代麻樹,3,■,■,■,,,23,10,0,43.5,3.33,0,0,0,-,1,0.33,12,0,0,3,6.2,0,0.0,0.0,-,602,2015-11-07,2015,11,07,,猫田記念体育館,JAぎふリオレーナ,大野石油広島オイラーズ,椿本真恵,鈴木智大,3,0,3,Win,74,Away
2,,佐々原和,3,■,■,■,,,29,12,0,41.4,4.00,0,0,0,-,0,-,13,0,0,6,11.5,14,8.0,0.0,57.1,602,2015-11-07,2015,11,07,,猫田記念体育館,JAぎふリオレーナ,大野石油広島オイラーズ,椿本真恵,鈴木智大,3,0,3,Win,74,Away
4,,吉井奎乃,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,602,2015-11-07,2015,11,07,,猫田記念体育館,JAぎふリオレーナ,大野石油広島オイラーズ,椿本真恵,鈴木智大,3,0,3,Win,74,Away
5,,山本裕香,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,602,2015-11-07,2015,11,07,,猫田記念体育館,JAぎふリオレーナ,大野石油広島オイラーズ,椿本真恵,鈴木智大,3,0,3,Win,74,Away
7,,正里菜,3,■,■,■,,,3,3,0,100.0,1.00,0,0,0,-,1,0.33,11,0,1,1,2.3,1,1.0,0.0,100.0,602,2015-11-07,2015,11,07,,猫田記念体育館,JAぎふリオレーナ,大野石油広島オイラーズ,椿本真恵,鈴木智大,3,0,3,Win,74,Away
8,,岡部彩花,3,■,■,■,,,29,13,1,44.8,4.33,0,0,0,-,1,0.33,16,1,0,8,17.5,0,0.0,0.0,-,602,2015-11-07,2015,11,07,,猫田記念体育館,JAぎふリオレーナ,大野石油広島オイラーズ,椿本真恵,鈴木智大,3,0,3,Win,74,Away
10,,中村早紀子,3,■,■,■,,,15,8,0,53.3,2.67,1,0,0,0.0,0,-,10,0,0,4,10.0,23,13.0,0.0,56.5,602,2015-11-07,2015,11,07,,猫田記念体育館,JAぎふリオレーナ,大野石油広島オイラーズ,椿本真恵,鈴木智大,3,0,3,Win,74,Away
12,,廣瀬彩乃,3,■,■,■,,,21,6,1,28.6,2.00,0,0,0,-,3,1.00,10,0,0,5,12.5,0,0.0,0.0,-,602,2015-11-07,2015,11,07,,猫田記念体育館,JAぎふリオレーナ,大野石油広島オイラーズ,椿本真恵,鈴木智大,3,0,3,Win,74,Away
13,L,塚本尚子,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,8,5.0,0.0,62.5,602,2015-11-07,2015,11,07,,猫田記念体育館,JAぎふリオレーナ,大野石油広島オイラーズ,椿本真恵,鈴木智大,3,0,3,Win,74,Away
17,L,樋口沙樹,3,〇,〇,〇,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,602,2015-11-07,2015,11,07,,猫田記念体育館,JAぎふリオレーナ,大野石油広島オイラーズ,椿本真恵,鈴木智大,3,0,3,Win,74,Away
18,,中村愛理,1,,□,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,2,1.0,0.0,50.0,602,2015-11-07,2015,11,07,,猫田記念体育館,JAぎふリオレーナ,大野石油広島オイラーズ,椿本真恵,鈴木智大,3,0,3,Win,74,Away
1,,丸山紗季,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,603,2015-11-07,2015,11,07,,水俣市総合体育館,KUROBEアクアフェアリーズ,仙台ベルフィーユ,米山弘,,1,3,4,Lose,111,Home
2,,倉見夏乃,3,■,■,■,,,5,2,0,40.0,0.67,0,0,0,-,3,1.00,9,0,2,2,5.6,0,0.0,0.0,-,603,2015-11-07,2015,11,07,,水俣市総合体育館,KUROBEアクアフェアリーズ,仙台ベルフィーユ,米山弘,,1,3,4,Lose,111,Home
3,,和才奈々美,4,■,■,■,■,,53,20,4,37.7,5.00,0,0,0,-,2,0.50,25,2,1,20,26.4,28,18.0,0.0,64.3,603,2015-11-07,2015,11,07,,水俣市総合体育館,KUROBEアクアフェアリーズ,仙台ベルフィーユ,米山弘,,1,3,4,Lose,111,Home
4,,古屋美紀,4,■,■,■,■,,12,2,2,16.7,0.50,0,0,0,-,2,0.50,10,0,0,6,15.0,0,0.0,0.0,-,603,2015-11-07,2015,11,07,,水俣市総合体育館,KUROBEアクアフェアリーズ,仙台ベルフィーユ,米山弘,,1,3,4,Lose,111,Home
5,,色摩知巳,1,,□,,,,2,0,0,0.0,-,0,0,0,-,0,-,1,0,0,1,25.0,4,1.0,0.0,25.0,603,2015-11-07,2015,11,07,,水俣市総合体育館,KUROBEアクアフェアリーズ,仙台ベルフィーユ,米山弘,,1,3,4,Lose,111,Home
6,,宮城奈菜子,3,,□,□,■,,10,4,0,40.0,1.33,0,0,0,-,0,-,5,1,1,0,16.0,0,0.0,0.0,-,603,2015-11-07,2015,11,07,,水俣市総合体育館,KUROBEアクアフェアリーズ,仙台ベルフィーユ,米山弘,,1,3,4,Lose,111,Home
7,L,駒井士峰,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,19,10.0,0.0,52.6,603,2015-11-07,2015,11,07,,水俣市総合体育館,KUROBEアクアフェアリーズ,仙台ベルフィーユ,米山弘,,1,3,4,Lose,111,Home
8,,南美寿希,4,■,■,■,■,,1,1,0,100.0,0.25,0,0,0,-,0,-,11,0,1,4,9.1,0,0.0,0.0,-,603,2015-11-07,2015,11,07,,水俣市総合体育館,KUROBEアクアフェアリーズ,仙台ベルフィーユ,米山弘,,1,3,4,Lose,111,Home
9,,厨子真帆,1,,,,□,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-,603,2015-11-07,2015,11,07,,水俣市総合体育館,KUROBEアクアフェアリーズ,仙台ベルフィーユ,米山弘,,1,3,4,Lose,111,Home
10,,菅野菜緒美,4,■,■,■,■,,24,11,2,45.8,2.75,0,0,0,-,1,0.25,9,1,0,3,17.2,38,21.0,0.0,55.3,603,2015-11-07,2015,11,07,,水俣市総合体育館,KUROBEアクアフェアリーズ,仙台ベルフィーユ,米山弘,,1,3,4,Lose,111,Home
11,,平谷里奈,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,1,0.0,0.0,0.0,603,2015-11-07,2015,11,07,,水俣市総合体育館,KUROBEアクアフェアリーズ,仙台ベルフィーユ,米山弘,,1,3,4,Lose,111,Home
12,,太田あかり,4,■,■,■,■,,51,16,3,31.4,4.00,1,0,0,0.0,0,-,11,0,0,4,9.1,1,0.0,0.0,0.0,603,2015-11-07,2015,11,07,,水俣市総合体育館,KUROBEアクアフェアリーズ,仙台ベルフィーユ,米山弘,,1,3,4,Lose,111,Home
13,,吉川ひかる,2,,,□,□,,0,0,0,-,-,0,0,0,-,0,-,3,0,0,2,16.7,0,0.0,0.0,-,603,2015-11-07,2015,11,07,,水俣市総合体育館,KUROBEアクアフェアリーズ,仙台ベルフィーユ,米山弘,,1,3,4,Lose,111,Home
14,L,大盛梢,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,603,2015-11-07,2015,11,07,,水俣市総合体育館,KUROBEアクアフェアリーズ,仙台ベルフィーユ,米山弘,,1,3,4,Lose,111,Home
1,,井上実咲,3,■,■,■,,,11,3,1,27.3,1.00,0,0,0,-,2,0.67,5,0,0,1,5.0,0,0.0,0.0,-,603,2015-11-07,2015,11,07,,水俣市総合体育館,仙台ベルフィーユ,KUROBEアクアフェアリーズ,葛和伸元,渡辺将嵩,3,1,4,Win,111,Away
2,,雨堤みなみ,4,■,■,■,■,,31,10,2,32.3,2.50,3,0,0,0.0,2,0.50,20,3,0,10,25.5,0,0.0,0.0,-,603,2015-11-07,2015,11,07,,水俣市総合体育館,仙台ベルフィーユ,KUROBEアクアフェアリーズ,葛和伸元,渡辺将嵩,3,1,4,Win,111,Away
3,,高橋咲妃惠,4,■,■,■,■,,40,9,2,22.5,2.25,0,0,0,-,1,0.25,14,0,1,7,12.5,17,11.0,0.0,64.7,603,2015-11-07,2015,11,07,,水俣市総合体育館,仙台ベルフィーユ,KUROBEアクアフェアリーズ,葛和伸元,渡辺将嵩,3,1,4,Win,111,Away
4,,堀崎智恵美,4,□,■,■,■,,18,5,1,27.8,1.25,0,0,0,-,0,-,12,1,0,4,15.0,24,11.0,0.0,45.8,603,2015-11-07,2015,11,07,,水俣市総合体育館,仙台ベルフィーユ,KUROBEアクアフェアリーズ,葛和伸元,渡辺将嵩,3,1,4,Win,111,Away
6,,荻野雅子,1,■,,,,,4,2,0,50.0,2.00,0,0,0,-,0,-,3,0,0,1,8.3,8,3.0,0.0,37.5,603,2015-11-07,2015,11,07,,水俣市総合体育館,仙台ベルフィーユ,KUROBEアクアフェアリーズ,葛和伸元,渡辺将嵩,3,1,4,Win,111,Away
7,,渡邉和香里,4,□,□,□,□,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,11,2.0,0.0,18.2,603,2015-11-07,2015,11,07,,水俣市総合体育館,仙台ベルフィーユ,KUROBEアクアフェアリーズ,葛和伸元,渡辺将嵩,3,1,4,Win,111,Away
8,,中野清香,4,□,□,□,■,,23,12,0,52.2,3.00,0,0,0,-,1,0.25,11,1,3,2,11.8,0,0.0,0.0,-,603,2015-11-07,2015,11,07,,水俣市総合体育館,仙台ベルフィーユ,KUROBEアクアフェアリーズ,葛和伸元,渡辺将嵩,3,1,4,Win,111,Away
9,,笹山みなみ,4,■,■,■,■,,2,1,0,50.0,0.25,0,0,0,-,0,-,16,2,1,7,22.2,0,0.0,0.0,-,603,2015-11-07,2015,11,07,,水俣市総合体育館,仙台ベルフィーユ,KUROBEアクアフェアリーズ,葛和伸元,渡辺将嵩,3,1,4,Win,111,Away
11,,渡邊彩,4,■,■,■,■,,40,19,3,47.5,4.75,0,0,0,-,2,0.50,17,2,0,3,13.8,0,0.0,0.0,-,603,2015-11-07,2015,11,07,,水俣市総合体育館,仙台ベルフィーユ,KUROBEアクアフェアリーズ,葛和伸元,渡辺将嵩,3,1,4,Win,111,Away
13,L,大内世莉香,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,20,9.0,0.0,45.0,603,2015-11-07,2015,11,07,,水俣市総合体育館,仙台ベルフィーユ,KUROBEアクアフェアリーズ,葛和伸元,渡辺将嵩,3,1,4,Win,111,Away
16,,逆瀬川由衣,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,603,2015-11-07,2015,11,07,,水俣市総合体育館,仙台ベルフィーユ,KUROBEアクアフェアリーズ,葛和伸元,渡辺将嵩,3,1,4,Win,111,Away
20,,川尻彩香,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,603,2015-11-07,2015,11,07,,水俣市総合体育館,仙台ベルフィーユ,KUROBEアクアフェアリーズ,葛和伸元,渡辺将嵩,3,1,4,Win,111,Away
1,,斉藤千佳,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,604,2015-11-07,2015,11,07,,水俣市総合体育館,フォレストリーヴズ熊本,JTマーヴェラス,中島裕二,,0,3,3,Lose,70,Home
2,,山形美沙紀,3,■,■,■,,,5,0,1,0.0,-,0,0,0,-,0,-,13,0,1,3,5.8,23,11.0,0.0,47.8,604,2015-11-07,2015,11,07,,水俣市総合体育館,フォレストリーヴズ熊本,JTマーヴェラス,中島裕二,,0,3,3,Lose,70,Home
3,,川口美久,3,■,■,■,,,39,12,1,30.8,4.00,0,0,0,-,0,-,5,0,1,1,5.0,1,1.0,0.0,100.0,604,2015-11-07,2015,11,07,,水俣市総合体育館,フォレストリーヴズ熊本,JTマーヴェラス,中島裕二,,0,3,3,Lose,70,Home
4,,福田みつ子,2,,■,■,,,17,6,0,35.3,3.00,0,0,0,-,1,0.50,6,0,0,1,4.2,0,0.0,0.0,-,604,2015-11-07,2015,11,07,,水俣市総合体育館,フォレストリーヴズ熊本,JTマーヴェラス,中島裕二,,0,3,3,Lose,70,Home
5,,吉岡みなみ,2,,□,■,,,1,1,0,100.0,0.50,0,0,0,-,0,-,3,0,0,1,8.3,0,0.0,0.0,-,604,2015-11-07,2015,11,07,,水俣市総合体育館,フォレストリーヴズ熊本,JTマーヴェラス,中島裕二,,0,3,3,Lose,70,Home
8,L,佐藤みなみ,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,16,11.0,0.0,68.8,604,2015-11-07,2015,11,07,,水俣市総合体育館,フォレストリーヴズ熊本,JTマーヴェラス,中島裕二,,0,3,3,Lose,70,Home
9,,酢田眞実,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,6,0,0,1,4.2,0,0.0,0.0,-,604,2015-11-07,2015,11,07,,水俣市総合体育館,フォレストリーヴズ熊本,JTマーヴェラス,中島裕二,,0,3,3,Lose,70,Home
10,,矢城あさみ,3,■,■,■,,,28,9,1,32.1,3.00,0,0,0,-,1,0.33,3,0,0,2,16.7,0,0.0,0.0,-,604,2015-11-07,2015,11,07,,水俣市総合体育館,フォレストリーヴズ熊本,JTマーヴェラス,中島裕二,,0,3,3,Lose,70,Home
13,,和多桃子,2,■,■,,,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,1,12.5,0,0.0,0.0,-,604,2015-11-07,2015,11,07,,水俣市総合体育館,フォレストリーヴズ熊本,JTマーヴェラス,中島裕二,,0,3,3,Lose,70,Home
14,,武次稜佳,3,■,■,■,,,20,5,3,25.0,1.67,0,0,0,-,0,-,10,1,0,4,20.0,30,12.0,0.0,40.0,604,2015-11-07,2015,11,07,,水俣市総合体育館,フォレストリーヴズ熊本,JTマーヴェラス,中島裕二,,0,3,3,Lose,70,Home
15,,前田舞,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,604,2015-11-07,2015,11,07,,水俣市総合体育館,フォレストリーヴズ熊本,JTマーヴェラス,中島裕二,,0,3,3,Lose,70,Home
17,,福島里奈,2,■,□,,,,3,1,0,33.3,0.50,0,0,0,-,1,0.50,5,1,0,0,20.0,0,0.0,0.0,-,604,2015-11-07,2015,11,07,,水俣市総合体育館,フォレストリーヴズ熊本,JTマーヴェラス,中島裕二,,0,3,3,Lose,70,Home
1,,芥川愛加,3,■,■,■,,,10,5,1,50.0,1.67,0,0,0,-,1,0.33,13,1,0,4,13.8,0,0.0,0.0,-,604,2015-11-07,2015,11,07,,水俣市総合体育館,JTマーヴェラス,フォレストリーヴズ熊本,吉原知子,丹山禎昭,3,0,3,Win,70,Away
2,,高橋昌美,1,,□,,,,1,0,1,0.0,-,1,0,1,0.0,0,-,4,1,0,1,26.2,0,0.0,0.0,-,604,2015-11-07,2015,11,07,,水俣市総合体育館,JTマーヴェラス,フォレストリーヴズ熊本,吉原知子,丹山禎昭,3,0,3,Win,70,Away
3,,奥村麻依,3,■,■,■,,,15,6,1,40.0,2.00,0,0,0,-,3,1.00,11,0,0,4,9.1,0,0.0,0.0,-,604,2015-11-07,2015,11,07,,水俣市総合体育館,JTマーヴェラス,フォレストリーヴズ熊本,吉原知子,丹山禎昭,3,0,3,Win,70,Away
4,,中村亜友美,3,■,■,■,,,20,7,2,35.0,2.33,3,0,1,0.0,4,1.33,17,0,0,11,16.2,22,17.0,0.0,77.3,604,2015-11-07,2015,11,07,,水俣市総合体育館,JTマーヴェラス,フォレストリーヴズ熊本,吉原知子,丹山禎昭,3,0,3,Win,70,Away
