No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win Set,Lose Set,Total Set,Win Lose,Game time,Home Away
14,L,田戸美咲,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,13,6.0,3.0,57.7,714,2018-11-17,2018,11,17,,サーラグリーンアリーナ（浜北総合体育館）,トヨタ自動車ヴァルキューレ,大阪スーペリアーズ,金子健一郎,太田有紀,3,1,4,Win,94,Home
15,,一森祐希奈,3,□,,□,□,,0,0,0,-,-,0,0,0,-,0,-,5,0,0,1,5.0,0,0.0,0.0,-,714,2018-11-17,2018,11,17,,サーラグリーンアリーナ（浜北総合体育館）,トヨタ自動車ヴァルキューレ,大阪スーペリアーズ,金子健一郎,太田有紀,3,1,4,Win,94,Home
16,,梅木瞳,4,■,■,■,■,,30,19,0,63.3,4.75,0,0,0,-,1,0.25,7,0,1,1,0.0,0,0.0,0.0,-,714,2018-11-17,2018,11,17,,サーラグリーンアリーナ（浜北総合体育館）,トヨタ自動車ヴァルキューレ,大阪スーペリアーズ,金子健一郎,太田有紀,3,1,4,Win,94,Home
18,,浅野美波,4,■,■,■,■,,24,9,1,37.5,2.25,0,0,0,-,0,-,13,0,3,4,1.9,51,26.0,13.0,63.7,714,2018-11-17,2018,11,17,,サーラグリーンアリーナ（浜北総合体育館）,トヨタ自動車ヴァルキューレ,大阪スーペリアーズ,金子健一郎,太田有紀,3,1,4,Win,94,Home
19,,吉田伽那,4,■,■,■,■,,35,9,2,25.7,2.25,0,0,0,-,0,-,13,0,1,3,3.8,11,6.0,1.0,59.1,714,2018-11-17,2018,11,17,,サーラグリーンアリーナ（浜北総合体育館）,トヨタ自動車ヴァルキューレ,大阪スーペリアーズ,金子健一郎,太田有紀,3,1,4,Win,94,Home
1,,梅木夢乃,3,□,■,,■,,0,0,0,-,-,0,0,0,-,0,-,10,0,0,4,10.0,0,0.0,0.0,-,714,2018-11-17,2018,11,17,,サーラグリーンアリーナ（浜北総合体育館）,大阪スーペリアーズ,トヨタ自動車ヴァルキューレ,平上帆澄,,1,3,4,Lose,94,Away
3,,矢口紗友美,3,□,□,■,,,5,3,1,60.0,1.00,0,0,0,-,0,-,3,0,0,1,8.3,6,2.0,3.0,58.3,714,2018-11-17,2018,11,17,,サーラグリーンアリーナ（浜北総合体育館）,大阪スーペリアーズ,トヨタ自動車ヴァルキューレ,平上帆澄,,1,3,4,Lose,94,Away
4,,松森風帆,4,■,■,■,■,,22,9,1,40.9,2.25,0,0,0,-,1,0.25,14,1,2,1,5.4,0,0.0,0.0,-,714,2018-11-17,2018,11,17,,サーラグリーンアリーナ（浜北総合体育館）,大阪スーペリアーズ,トヨタ自動車ヴァルキューレ,平上帆澄,,1,3,4,Lose,94,Away
5,,寺田遥,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,714,2018-11-17,2018,11,17,,サーラグリーンアリーナ（浜北総合体育館）,大阪スーペリアーズ,トヨタ自動車ヴァルキューレ,平上帆澄,,1,3,4,Lose,94,Away
6,,正元志歩,4,■,■,■,■,,21,5,1,23.8,1.25,0,0,0,-,1,0.25,11,0,0,0,0.0,1,0.0,1.0,50.0,714,2018-11-17,2018,11,17,,サーラグリーンアリーナ（浜北総合体育館）,大阪スーペリアーズ,トヨタ自動車ヴァルキューレ,平上帆澄,,1,3,4,Lose,94,Away
8,,坂根朱里,3,■,■,□,,,8,3,0,37.5,1.00,0,0,0,-,0,-,4,0,1,0,-6.2,1,0.0,0.0,0.0,714,2018-11-17,2018,11,17,,サーラグリーンアリーナ（浜北総合体育館）,大阪スーペリアーズ,トヨタ自動車ヴァルキューレ,平上帆澄,,1,3,4,Lose,94,Away
9,,張歓歓,4,■,■,■,■,,45,16,3,35.6,4.00,1,1,0,100.0,0,-,13,0,2,3,1.9,17,10.0,3.0,67.6,714,2018-11-17,2018,11,17,,サーラグリーンアリーナ（浜北総合体育館）,大阪スーペリアーズ,トヨタ自動車ヴァルキューレ,平上帆澄,,1,3,4,Lose,94,Away
13,,原田茉由,4,■,□,■,■,,12,2,1,16.7,0.50,0,0,0,-,0,-,18,1,0,5,12.5,27,10.0,5.0,46.3,714,2018-11-17,2018,11,17,,サーラグリーンアリーナ（浜北総合体育館）,大阪スーペリアーズ,トヨタ自動車ヴァルキューレ,平上帆澄,,1,3,4,Lose,94,Away
14,L,須田美南,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,16,9.0,2.0,62.5,714,2018-11-17,2018,11,17,,サーラグリーンアリーナ（浜北総合体育館）,大阪スーペリアーズ,トヨタ自動車ヴァルキューレ,平上帆澄,,1,3,4,Lose,94,Away
15,,不破沙耶佳,4,■,■,■,■,,54,22,5,40.7,5.50,5,0,1,0.0,0,-,15,0,0,7,11.7,13,5.0,3.0,50.0,714,2018-11-17,2018,11,17,,サーラグリーンアリーナ（浜北総合体育館）,大阪スーペリアーズ,トヨタ自動車ヴァルキューレ,平上帆澄,,1,3,4,Lose,94,Away
18,,園田乃菜,2,,,□,□,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,2,1.0,1.0,75.0,714,2018-11-17,2018,11,17,,サーラグリーンアリーナ（浜北総合体育館）,大阪スーペリアーズ,トヨタ自動車ヴァルキューレ,平上帆澄,,1,3,4,Lose,94,Away
20,,岩本梨音,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,714,2018-11-17,2018,11,17,,サーラグリーンアリーナ（浜北総合体育館）,大阪スーペリアーズ,トヨタ自動車ヴァルキューレ,平上帆澄,,1,3,4,Lose,94,Away
1,,北村果穂,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,715,2018-11-18,2018,11,18,,酒田市国体記念体育館,プレステージ・インターナショナルアランマーレ,ヴィクトリーナ姫路,北原勉,新垣裕太,0,3,3,Lose,68,Home
2,,江川優貴,3,■,■,■,,,35,11,2,31.4,3.67,5,1,0,20.0,0,-,8,0,1,1,0.0,0,0.0,0.0,-,715,2018-11-18,2018,11,18,,酒田市国体記念体育館,プレステージ・インターナショナルアランマーレ,ヴィクトリーナ姫路,北原勉,新垣裕太,0,3,3,Lose,68,Home
3,,木村友里,3,■,■,□,,,12,1,1,8.3,0.33,0,0,0,-,0,-,5,0,0,2,10.0,14,5.0,4.0,50.0,715,2018-11-18,2018,11,18,,酒田市国体記念体育館,プレステージ・インターナショナルアランマーレ,ヴィクトリーナ姫路,北原勉,新垣裕太,0,3,3,Lose,68,Home
5,,浅川希,3,■,■,■,,,24,6,7,25.0,2.00,0,0,0,-,0,-,6,0,2,1,-4.2,42,17.0,19.0,63.1,715,2018-11-18,2018,11,18,,酒田市国体記念体育館,プレステージ・インターナショナルアランマーレ,ヴィクトリーナ姫路,北原勉,新垣裕太,0,3,3,Lose,68,Home
6,,松尾由紀子,1,□,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,715,2018-11-18,2018,11,18,,酒田市国体記念体育館,プレステージ・インターナショナルアランマーレ,ヴィクトリーナ姫路,北原勉,新垣裕太,0,3,3,Lose,68,Home
7,,川満理子,1,,,□,,,1,0,1,0.0,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-,715,2018-11-18,2018,11,18,,酒田市国体記念体育館,プレステージ・インターナショナルアランマーレ,ヴィクトリーナ姫路,北原勉,新垣裕太,0,3,3,Lose,68,Home
8,,田村愛美,3,■,■,■,,,5,1,0,20.0,0.33,0,0,0,-,1,0.33,9,0,0,1,2.8,0,0.0,0.0,-,715,2018-11-18,2018,11,18,,酒田市国体記念体育館,プレステージ・インターナショナルアランマーレ,ヴィクトリーナ姫路,北原勉,新垣裕太,0,3,3,Lose,68,Home
9,,戸田さやか,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,715,2018-11-18,2018,11,18,,酒田市国体記念体育館,プレステージ・インターナショナルアランマーレ,ヴィクトリーナ姫路,北原勉,新垣裕太,0,3,3,Lose,68,Home
10,,柳沢紫子,3,■,■,■,,,15,3,0,20.0,1.00,0,0,0,-,1,0.33,9,1,2,3,13.9,2,1.0,1.0,75.0,715,2018-11-18,2018,11,18,,酒田市国体記念体育館,プレステージ・インターナショナルアランマーレ,ヴィクトリーナ姫路,北原勉,新垣裕太,0,3,3,Lose,68,Home
11,L,森寿実子,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,9,4.0,3.0,61.1,715,2018-11-18,2018,11,18,,酒田市国体記念体育館,プレステージ・インターナショナルアランマーレ,ヴィクトリーナ姫路,北原勉,新垣裕太,0,3,3,Lose,68,Home
12,,丹野瑞希,3,□,□,■,,,20,5,2,25.0,1.67,0,0,0,-,0,-,8,1,0,2,18.8,0,0.0,0.0,-,715,2018-11-18,2018,11,18,,酒田市国体記念体育館,プレステージ・インターナショナルアランマーレ,ヴィクトリーナ姫路,北原勉,新垣裕太,0,3,3,Lose,68,Home
13,,本間有貴,3,■,■,■,,,17,7,0,41.2,2.33,0,0,0,-,1,0.33,7,0,0,1,3.6,0,0.0,0.0,-,715,2018-11-18,2018,11,18,,酒田市国体記念体育館,プレステージ・インターナショナルアランマーレ,ヴィクトリーナ姫路,北原勉,新垣裕太,0,3,3,Lose,68,Home
20,L,福田有里,3,〇,〇,〇,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,715,2018-11-18,2018,11,18,,酒田市国体記念体育館,プレステージ・インターナショナルアランマーレ,ヴィクトリーナ姫路,北原勉,新垣裕太,0,3,3,Lose,68,Home
1,,筒井視穂子,1,,□,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-,715,2018-11-18,2018,11,18,,酒田市国体記念体育館,ヴィクトリーナ姫路,プレステージ・インターナショナルアランマーレ,竹下佳江,高橋駿,3,0,3,Win,68,Away
2,,オリヴェイラスエレ,3,■,■,■,,,21,5,1,23.8,1.67,1,0,0,0.0,0,-,6,0,2,1,-4.2,8,5.0,1.0,68.8,715,2018-11-18,2018,11,18,,酒田市国体記念体育館,ヴィクトリーナ姫路,プレステージ・インターナショナルアランマーレ,竹下佳江,高橋駿,3,0,3,Win,68,Away
3,,高橋咲妃惠,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,5,0,0,0,0.0,2,1.0,0.0,50.0,715,2018-11-18,2018,11,18,,酒田市国体記念体育館,ヴィクトリーナ姫路,プレステージ・インターナショナルアランマーレ,竹下佳江,高橋駿,3,0,3,Win,68,Away
4,,浅津ゆうこ,3,■,■,■,,,25,10,1,40.0,3.33,2,0,0,0.0,3,1.00,10,0,1,2,2.5,0,0.0,0.0,-,715,2018-11-18,2018,11,18,,酒田市国体記念体育館,ヴィクトリーナ姫路,プレステージ・インターナショナルアランマーレ,竹下佳江,高橋駿,3,0,3,Win,68,Away
5,,大田知香,3,■,■,■,,,31,9,0,29.0,3.00,1,0,0,0.0,1,0.33,13,1,1,3,11.5,23,11.0,7.0,63.0,715,2018-11-18,2018,11,18,,酒田市国体記念体育館,ヴィクトリーナ姫路,プレステージ・インターナショナルアランマーレ,竹下佳江,高橋駿,3,0,3,Win,68,Away
7,,河合由貴,3,■,■,■,,,2,1,0,50.0,0.33,0,0,0,-,0,-,19,1,1,1,5.3,0,0.0,0.0,-,715,2018-11-18,2018,11,18,,酒田市国体記念体育館,ヴィクトリーナ姫路,プレステージ・インターナショナルアランマーレ,竹下佳江,高橋駿,3,0,3,Win,68,Away
8,L,片下恭子,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,12,7.0,3.0,70.8,715,2018-11-18,2018,11,18,,酒田市国体記念体育館,ヴィクトリーナ姫路,プレステージ・インターナショナルアランマーレ,竹下佳江,高橋駿,3,0,3,Win,68,Away
9,,吉岡可奈,3,■,■,■,,,20,13,0,65.0,4.33,0,0,0,-,2,0.67,9,0,0,2,5.6,2,0.0,1.0,25.0,715,2018-11-18,2018,11,18,,酒田市国体記念体育館,ヴィクトリーナ姫路,プレステージ・インターナショナルアランマーレ,竹下佳江,高橋駿,3,0,3,Win,68,Away
10,,金杉由香,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,715,2018-11-18,2018,11,18,,酒田市国体記念体育館,ヴィクトリーナ姫路,プレステージ・インターナショナルアランマーレ,竹下佳江,高橋駿,3,0,3,Win,68,Away
11,,逆瀬川由衣,2,□,□,,,,0,0,0,-,-,0,0,0,-,0,-,4,1,0,1,31.2,0,0.0,0.0,-,715,2018-11-18,2018,11,18,,酒田市国体記念体育館,ヴィクトリーナ姫路,プレステージ・インターナショナルアランマーレ,竹下佳江,高橋駿,3,0,3,Win,68,Away
14,,高木理江,3,■,■,■,,,17,6,1,35.3,2.00,0,0,0,-,2,0.67,7,0,1,3,7.1,0,0.0,0.0,-,715,2018-11-18,2018,11,18,,酒田市国体記念体育館,ヴィクトリーナ姫路,プレステージ・インターナショナルアランマーレ,竹下佳江,高橋駿,3,0,3,Win,68,Away
16,,菅原未来,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,715,2018-11-18,2018,11,18,,酒田市国体記念体育館,ヴィクトリーナ姫路,プレステージ・インターナショナルアランマーレ,竹下佳江,高橋駿,3,0,3,Win,68,Away
17,,中本葉月,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,715,2018-11-18,2018,11,18,,酒田市国体記念体育館,ヴィクトリーナ姫路,プレステージ・インターナショナルアランマーレ,竹下佳江,高橋駿,3,0,3,Win,68,Away
18,L,溝口由利香,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,715,2018-11-18,2018,11,18,,酒田市国体記念体育館,ヴィクトリーナ姫路,プレステージ・インターナショナルアランマーレ,竹下佳江,高橋駿,3,0,3,Win,68,Away
1,L,鈴木遥,3,〇,〇,〇,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,716,2018-11-18,2018,11,18,,サーラグリーンアリーナ（浜北総合体育館）,柏エンゼルクロス,大阪スーペリアーズ,岩下忠正,片田瑞己,3,0,3,Win,66,Home
2,,城野真衣,3,■,■,■,,,24,14,1,58.3,4.67,2,1,0,50.0,1,0.33,16,2,0,9,26.6,21,12.0,4.0,66.7,716,2018-11-18,2018,11,18,,サーラグリーンアリーナ（浜北総合体育館）,柏エンゼルクロス,大阪スーペリアーズ,岩下忠正,片田瑞己,3,0,3,Win,66,Home
3,,山本直美,3,■,■,■,,,31,9,2,29.0,3.00,0,0,0,-,1,0.33,11,0,0,6,13.6,10,4.0,1.0,45.0,716,2018-11-18,2018,11,18,,サーラグリーンアリーナ（浜北総合体育館）,柏エンゼルクロス,大阪スーペリアーズ,岩下忠正,片田瑞己,3,0,3,Win,66,Home
4,,石川綾菜,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,716,2018-11-18,2018,11,18,,サーラグリーンアリーナ（浜北総合体育館）,柏エンゼルクロス,大阪スーペリアーズ,岩下忠正,片田瑞己,3,0,3,Win,66,Home
5,,田中実季,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,716,2018-11-18,2018,11,18,,サーラグリーンアリーナ（浜北総合体育館）,柏エンゼルクロス,大阪スーペリアーズ,岩下忠正,片田瑞己,3,0,3,Win,66,Home
6,,黒木麻衣,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,716,2018-11-18,2018,11,18,,サーラグリーンアリーナ（浜北総合体育館）,柏エンゼルクロス,大阪スーペリアーズ,岩下忠正,片田瑞己,3,0,3,Win,66,Home
8,,末代真歩,3,■,■,■,,,18,9,1,50.0,3.00,0,0,0,-,4,1.33,6,0,0,3,12.5,0,0.0,0.0,-,716,2018-11-18,2018,11,18,,サーラグリーンアリーナ（浜北総合体育館）,柏エンゼルクロス,大阪スーペリアーズ,岩下忠正,片田瑞己,3,0,3,Win,66,Home
10,,楠木舞美子,2,■,■,,,,8,1,3,12.5,0.50,0,0,0,-,0,-,7,0,2,3,3.6,1,1.0,0.0,100.0,716,2018-11-18,2018,11,18,,サーラグリーンアリーナ（浜北総合体育館）,柏エンゼルクロス,大阪スーペリアーズ,岩下忠正,片田瑞己,3,0,3,Win,66,Home
11,,萩原希,3,■,■,■,,,22,9,2,40.9,3.00,2,1,0,50.0,3,1.00,12,1,2,4,12.5,9,8.0,0.0,88.9,716,2018-11-18,2018,11,18,,サーラグリーンアリーナ（浜北総合体育館）,柏エンゼルクロス,大阪スーペリアーズ,岩下忠正,片田瑞己,3,0,3,Win,66,Home
12,,齊藤葉月,2,,□,□,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,1,25.0,3,2.0,0.0,66.7,716,2018-11-18,2018,11,18,,サーラグリーンアリーナ（浜北総合体育館）,柏エンゼルクロス,大阪スーペリアーズ,岩下忠正,片田瑞己,3,0,3,Win,66,Home
14,L,鶴ヶ崎佳寿葉,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,7,5.0,0.0,71.4,716,2018-11-18,2018,11,18,,サーラグリーンアリーナ（浜北総合体育館）,柏エンゼルクロス,大阪スーペリアーズ,岩下忠正,片田瑞己,3,0,3,Win,66,Home
16,,名原寧音,3,■,■,■,,,0,0,0,-,-,0,0,0,-,1,0.33,10,0,0,3,7.5,0,0.0,0.0,-,716,2018-11-18,2018,11,18,,サーラグリーンアリーナ（浜北総合体育館）,柏エンゼルクロス,大阪スーペリアーズ,岩下忠正,片田瑞己,3,0,3,Win,66,Home
17,,小清水茉弥,2,,□,■,,,8,2,0,25.0,1.00,0,0,0,-,1,0.50,6,0,1,2,4.2,0,0.0,0.0,-,716,2018-11-18,2018,11,18,,サーラグリーンアリーナ（浜北総合体育館）,柏エンゼルクロス,大阪スーペリアーズ,岩下忠正,片田瑞己,3,0,3,Win,66,Home
18,,徳石あかり,2,,□,□,,,0,0,0,-,-,0,0,0,-,0,-,5,1,0,2,30.0,0,0.0,0.0,-,716,2018-11-18,2018,11,18,,サーラグリーンアリーナ（浜北総合体育館）,柏エンゼルクロス,大阪スーペリアーズ,岩下忠正,片田瑞己,3,0,3,Win,66,Home
1,,梅木夢乃,3,□,■,■,,,0,0,0,-,-,0,0,0,-,0,-,4,0,1,0,-6.2,1,0.0,0.0,0.0,716,2018-11-18,2018,11,18,,サーラグリーンアリーナ（浜北総合体育館）,大阪スーペリアーズ,柏エンゼルクロス,平上帆澄,,0,3,3,Lose,66,Away
3,,矢口紗友美,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,716,2018-11-18,2018,11,18,,サーラグリーンアリーナ（浜北総合体育館）,大阪スーペリアーズ,柏エンゼルクロス,平上帆澄,,0,3,3,Lose,66,Away
4,,松森風帆,3,■,■,■,,,17,7,0,41.2,2.33,0,0,0,-,1,0.33,6,0,1,0,-4.2,0,0.0,0.0,-,716,2018-11-18,2018,11,18,,サーラグリーンアリーナ（浜北総合体育館）,大阪スーペリアーズ,柏エンゼルクロス,平上帆澄,,0,3,3,Lose,66,Away
5,,寺田遥,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,716,2018-11-18,2018,11,18,,サーラグリーンアリーナ（浜北総合体育館）,大阪スーペリアーズ,柏エンゼルクロス,平上帆澄,,0,3,3,Lose,66,Away
6,,正元志歩,3,■,■,■,,,15,2,1,13.3,0.67,0,0,0,-,1,0.33,10,0,1,1,0.0,1,0.0,0.0,0.0,716,2018-11-18,2018,11,18,,サーラグリーンアリーナ（浜北総合体育館）,大阪スーペリアーズ,柏エンゼルクロス,平上帆澄,,0,3,3,Lose,66,Away
8,,坂根朱里,1,■,,,,,1,0,0,0.0,-,0,0,0,-,0,-,1,0,0,0,0.0,1,0.0,0.0,0.0,716,2018-11-18,2018,11,18,,サーラグリーンアリーナ（浜北総合体育館）,大阪スーペリアーズ,柏エンゼルクロス,平上帆澄,,0,3,3,Lose,66,Away
9,,張歓歓,3,■,■,■,,,30,9,1,30.0,3.00,3,0,0,0.0,1,0.33,9,0,0,3,8.3,19,4.0,3.0,28.9,716,2018-11-18,2018,11,18,,サーラグリーンアリーナ（浜北総合体育館）,大阪スーペリアーズ,柏エンゼルクロス,平上帆澄,,0,3,3,Lose,66,Away
13,,原田茉由,3,■,■,■,,,10,3,1,30.0,1.00,0,0,0,-,0,-,12,2,0,1,18.8,10,8.0,0.0,80.0,716,2018-11-18,2018,11,18,,サーラグリーンアリーナ（浜北総合体育館）,大阪スーペリアーズ,柏エンゼルクロス,平上帆澄,,0,3,3,Lose,66,Away
14,L,須田美南,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,22,8.0,3.0,43.2,716,2018-11-18,2018,11,18,,サーラグリーンアリーナ（浜北総合体育館）,大阪スーペリアーズ,柏エンゼルクロス,平上帆澄,,0,3,3,Lose,66,Away
15,,不破沙耶佳,3,■,■,■,,,37,13,1,35.1,4.33,2,1,0,50.0,0,-,8,1,1,2,15.6,10,2.0,0.0,20.0,716,2018-11-18,2018,11,18,,サーラグリーンアリーナ（浜北総合体育館）,大阪スーペリアーズ,柏エンゼルクロス,平上帆澄,,0,3,3,Lose,66,Away
18,,園田乃菜,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,4,4.0,0.0,100.0,716,2018-11-18,2018,11,18,,サーラグリーンアリーナ（浜北総合体育館）,大阪スーペリアーズ,柏エンゼルクロス,平上帆澄,,0,3,3,Lose,66,Away
20,,岩本梨音,2,,□,□,,,0,0,0,-,-,0,0,0,-,0,-,5,0,0,4,20.0,0,0.0,0.0,-,716,2018-11-18,2018,11,18,,サーラグリーンアリーナ（浜北総合体育館）,大阪スーペリアーズ,柏エンゼルクロス,平上帆澄,,0,3,3,Lose,66,Away
1,,熊本比奈,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,717,2018-11-18,2018,11,18,,サーラグリーンアリーナ（浜北総合体育館）,ブレス浜松,トヨタ自動車ヴァルキューレ,藤原道生,元場貴哉,3,0,3,Win,74,Home
3,,播磨若奈,3,■,■,■,,,1,1,0,100.0,0.33,0,0,0,-,1,0.33,9,1,0,2,16.7,0,0.0,0.0,-,717,2018-11-18,2018,11,18,,サーラグリーンアリーナ（浜北総合体育館）,ブレス浜松,トヨタ自動車ヴァルキューレ,藤原道生,元場貴哉,3,0,3,Win,74,Home
8,,菅原麻衣,3,■,■,■,,,24,9,2,37.5,3.00,1,0,0,0.0,0,-,17,1,1,7,14.7,1,1.0,0.0,100.0,717,2018-11-18,2018,11,18,,サーラグリーンアリーナ（浜北総合体育館）,ブレス浜松,トヨタ自動車ヴァルキューレ,藤原道生,元場貴哉,3,0,3,Win,74,Home
9,,和田法子,3,■,■,■,,,18,9,2,50.0,3.00,0,0,0,-,4,1.33,17,5,1,5,35.3,7,5.0,1.0,78.6,717,2018-11-18,2018,11,18,,サーラグリーンアリーナ（浜北総合体育館）,ブレス浜松,トヨタ自動車ヴァルキューレ,藤原道生,元場貴哉,3,0,3,Win,74,Home
10,,多田遥,3,■,■,■,,,29,10,1,34.5,3.33,3,2,0,66.7,2,0.67,9,0,0,3,8.3,13,8.0,2.0,69.2,717,2018-11-18,2018,11,18,,サーラグリーンアリーナ（浜北総合体育館）,ブレス浜松,トヨタ自動車ヴァルキューレ,藤原道生,元場貴哉,3,0,3,Win,74,Home
11,,加藤彩夏,3,■,■,■,,,16,5,2,31.2,1.67,1,0,1,0.0,0,-,10,0,0,0,0.0,2,1.0,1.0,75.0,717,2018-11-18,2018,11,18,,サーラグリーンアリーナ（浜北総合体育館）,ブレス浜松,トヨタ自動車ヴァルキューレ,藤原道生,元場貴哉,3,0,3,Win,74,Home
14,,藤原ちひろ,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,717,2018-11-18,2018,11,18,,サーラグリーンアリーナ（浜北総合体育館）,ブレス浜松,トヨタ自動車ヴァルキューレ,藤原道生,元場貴哉,3,0,3,Win,74,Home
16,,山本悠維,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-,717,2018-11-18,2018,11,18,,サーラグリーンアリーナ（浜北総合体育館）,ブレス浜松,トヨタ自動車ヴァルキューレ,藤原道生,元場貴哉,3,0,3,Win,74,Home
18,,春田詩織,1,,,□,,,1,0,0,0.0,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,717,2018-11-18,2018,11,18,,サーラグリーンアリーナ（浜北総合体育館）,ブレス浜松,トヨタ自動車ヴァルキューレ,藤原道生,元場貴哉,3,0,3,Win,74,Home
19,,金田梨花,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-,717,2018-11-18,2018,11,18,,サーラグリーンアリーナ（浜北総合体育館）,ブレス浜松,トヨタ自動車ヴァルキューレ,藤原道生,元場貴哉,3,0,3,Win,74,Home
20,L,澁谷美妃,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,17,8.0,5.0,61.8,717,2018-11-18,2018,11,18,,サーラグリーンアリーナ（浜北総合体育館）,ブレス浜松,トヨタ自動車ヴァルキューレ,藤原道生,元場貴哉,3,0,3,Win,74,Home
21,,水上真悠子,3,■,■,■,,,28,10,1,35.7,3.33,0,0,0,-,1,0.33,13,0,1,4,5.8,11,7.0,2.0,72.7,717,2018-11-18,2018,11,18,,サーラグリーンアリーナ（浜北総合体育館）,ブレス浜松,トヨタ自動車ヴァルキューレ,藤原道生,元場貴哉,3,0,3,Win,74,Home
22,L,前村明里,3,〇,〇,〇,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,717,2018-11-18,2018,11,18,,サーラグリーンアリーナ（浜北総合体育館）,ブレス浜松,トヨタ自動車ヴァルキューレ,藤原道生,元場貴哉,3,0,3,Win,74,Home
23,,梅村悠,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,717,2018-11-18,2018,11,18,,サーラグリーンアリーナ（浜北総合体育館）,ブレス浜松,トヨタ自動車ヴァルキューレ,藤原道生,元場貴哉,3,0,3,Win,74,Home
2,,鈴木千織,3,■,■,■,,,10,3,2,30.0,1.00,0,0,0,-,0,-,7,0,0,0,0.0,0,0.0,0.0,-,717,2018-11-18,2018,11,18,,サーラグリーンアリーナ（浜北総合体育館）,トヨタ自動車ヴァルキューレ,ブレス浜松,金子健一郎,太田有紀,0,3,3,Lose,74,Away
5,,権藤玲奈,3,■,■,■,,,39,11,1,28.2,3.67,4,2,0,50.0,1,0.33,7,0,2,0,-7.1,0,0.0,0.0,-,717,2018-11-18,2018,11,18,,サーラグリーンアリーナ（浜北総合体育館）,トヨタ自動車ヴァルキューレ,ブレス浜松,金子健一郎,太田有紀,0,3,3,Lose,74,Away
