背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,重松 史乃,1,,□,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-
2,,村尾 葉津樹,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
3,,有川 由季乃,4,■,■,■,■,,19,5,1,26.3,1.25,0,0,0,-,3,0.75,16,1,1,6,14.1,31,19.0,5.0,69.4
4,L,平岩 沙紀,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,15,6.0,1.0,43.3
7,,牧 亜沙子,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
8,L,三浦 あゆみ,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
19,,大原 萌,4,□,□,□,□,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,7,3.0,2.0,57.1
20,,鬼塚 雛子,3,■,,□,□,,7,1,2,14.3,0.33,0,0,0,-,0,-,1,0,0,1,25.0,7,5.0,1.0,78.6
21,,張 心穆意,4,■,■,■,■,,26,14,2,53.8,3.50,0,0,0,-,1,0.25,11,0,1,2,2.3,0,0.0,0.0,-
24,,縄田 香世子,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
25,,賀谷 明日光,4,■,■,■,■,,21,10,0,47.6,2.50,0,0,0,-,1,0.25,7,0,1,2,3.6,0,0.0,0.0,-
28,,松浦 未波,4,■,■,■,■,,3,1,0,33.3,0.25,0,0,0,-,0,-,28,3,1,11,19.6,1,0.0,1.0,50.0
29,,勝見 咲子,4,□,■,■,■,,33,11,2,33.3,2.75,1,1,0,100.0,0,-,18,1,1,8,15.3,2,1.0,1.0,75.0
30,,色摩 知巳,4,■,■,■,■,,44,15,5,34.1,3.75,1,0,1,0.0,2,0.50,13,2,0,5,25.0,12,4.0,2.0,41.7
チーム合計,チーム合計,チーム合計,4,,,,,,153,57,12,37.3,14.25,2,1,1,50.0,7,1.75,95,7,5,35,15.3,75,38.0,13.0,59.3
