背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2,,磯野 明日香,3,■,■,■,,,19,13,1,68.4,4.33,0,0,0,-,2,0.67,12,3,2,7,35.4,0,0.0,0.0,-
3,,鈴木 日葵,3,■,■,■,,,11,4,0,36.4,1.33,0,0,0,-,1,0.33,13,0,4,2,-3.8,0,0.0,0.0,-
4,,小林 愛里,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
5,,田中 瑠奈,2,,□,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,1,1.0,0.0,100.0
6,,栗田 楓,3,■,■,■,,,2,0,0,0.0,-,0,0,0,-,1,0.33,8,0,0,3,9.4,0,0.0,0.0,-
7,,寺坂 茜,3,■,■,■,,,27,12,2,44.4,4.00,0,0,0,-,0,-,18,2,3,4,12.5,0,0.0,0.0,-
8,L,谷内 真美,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,9,6.0,2.0,77.8
9,,丸山 佳穂,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
10,,柿沼 杏奈,3,■,■,■,,,22,9,2,40.9,3.00,0,0,0,-,0,-,11,0,0,3,6.8,16,3.0,4.0,31.2
11,,三好 紗弥香,3,■,■,■,,,28,8,2,28.6,2.67,0,0,0,-,0,-,11,2,0,3,25.0,35,11.0,7.0,41.4
13,,愛宕 諒子,2,,□,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
14,,戸澤 舞,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,3,,,,,,109,46,7,42.2,15.33,0,0,0,-,4,1.33,73,7,9,22,14.0,61,21.0,13.0,45.1
