背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,L,鈴木 遥,3,〇,〇,〇,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
3,,山本 直美,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
4,,石川 綾菜,2,■,■,,,,24,5,4,20.8,2.50,0,0,0,-,1,0.50,6,0,4,0,-16.7,3,2.0,0.0,66.7
5,,田中 実季,3,■,■,■,,,32,9,4,28.1,3.00,2,0,1,0.0,0,-,16,0,0,8,12.5,24,6.0,8.0,41.7
6,,黒木 麻衣,3,■,■,□,,,3,2,1,66.7,0.67,0,0,0,-,1,0.33,10,1,0,3,17.5,0,0.0,0.0,-
8,,末代 真歩,3,■,■,■,,,22,10,1,45.5,3.33,0,0,0,-,4,1.33,9,0,1,2,2.8,0,0.0,0.0,-
9,,高桑 裕恵,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
10,,楠木 舞美子,1,□,,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-
11,,萩原 希,3,■,■,■,,,20,7,0,35.0,2.33,0,0,0,-,1,0.33,8,0,1,2,3.1,12,5.0,3.0,54.2
12,,齊藤 葉月,2,,□,■,,,18,5,1,27.8,2.50,0,0,0,-,0,-,9,1,0,5,25.0,5,5.0,0.0,100.0
14,L,鶴ヶ崎 佳寿葉,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,20,10.0,7.0,67.5
16,,名原 寧音,2,,□,■,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-
17,,小清水 茉弥,3,■,■,■,,,20,8,1,40.0,2.67,0,0,0,-,1,0.33,13,2,1,4,21.2,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,3,,,,,,139,46,12,33.1,15.33,2,0,1,0.0,8,2.67,73,4,7,24,11.3,64,28.0,18.0,57.8
