背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,原 まなみ,3,■,■,■,,,0,0,0,-,-,0,0,0,-,0,-,6,0,0,3,12.5,0,0.0,0.0,-
3,,矢口 紗友美,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,5,0.0,1.0,10.0
5,L,寺田 遥,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,15,6.0,3.0,50.0
6,L,松村 美穂,3,〇,〇,〇,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,8,2.0,0.0,25.0
7,,山本 紗良,3,■,■,■,,,28,8,4,28.6,2.67,0,0,0,-,1,0.33,6,1,0,1,20.8,0,0.0,0.0,-
8,,坂根 朱里,3,■,■,■,,,18,5,1,27.8,1.67,1,0,0,0.0,0,-,7,0,0,3,10.7,0,0.0,0.0,-
9,,張 歓歓,3,■,■,■,,,26,4,2,15.4,1.33,2,0,0,0.0,0,-,13,1,0,7,21.2,3,0.0,2.0,33.3
10,,林 仁美,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
13,,原田 茉由,3,■,■,■,,,27,3,2,11.1,1.00,0,0,0,-,0,-,10,0,0,7,17.5,25,7.0,8.0,44.0
15,,不破 沙耶佳,3,■,■,■,,,32,11,6,34.4,3.67,5,2,1,40.0,1,0.33,6,0,0,1,4.2,15,6.0,6.0,60.0
17,,南 涼音,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
18,,蔵所 ひかり,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
19,,松岡 樹里,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,3,,,,,,131,31,15,23.7,10.33,8,2,1,25.0,2,0.67,49,2,0,22,15.3,71,21.0,20.0,43.7
