背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2,,温水 麻子,2,,□,,□,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-
4,,草深 暢子,3,□,□,,□,,11,4,0,36.4,1.33,0,0,0,-,0,-,5,0,0,1,5.0,4,4.0,0.0,100.0
6,,横山 雅美,5,■,■,■,■,■,8,4,0,50.0,0.80,0,0,0,-,1,0.20,22,0,0,6,6.8,0,0.0,0.0,-
7,,上田 かおり,5,■,■,■,■,■,24,10,0,41.7,2.00,0,0,0,-,4,0.80,21,1,0,4,8.6,0,0.0,0.0,-
8,,井上 香織,5,■,■,■,■,■,31,11,3,35.5,2.20,0,0,0,-,1,0.20,11,0,0,3,6.8,0,0.0,0.0,-
9,L,櫻井 由香,5,●,●,●,●,●,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,27,24.0,0.0,88.9
11,,渡部 有香,5,■,■,■,■,■,53,22,2,41.5,4.40,6,0,1,0.0,5,1.00,18,1,1,2,8.3,0,0.0,0.0,-
14,,岡野 知子,5,■,■,■,■,■,54,16,0,29.6,3.20,1,0,0,0.0,2,0.40,17,0,0,4,5.9,36,32.0,0.0,88.9
15,,古舘 歩,5,□,□,□,□,□,0,0,0,-,-,0,0,0,-,0,-,5,0,0,0,0.0,16,12.0,0.0,75.0
16,,矢野 美子,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
17,,石田 さやか,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
18,,細田 絵理,5,■,■,■,■,■,48,9,5,18.8,1.80,0,0,0,-,1,0.20,20,0,1,3,3.8,25,17.0,0.0,68.0
チーム合計,チーム合計,チーム合計,5,,,,,,229,76,10,33.2,15.20,7,0,1,0.0,14,2.80,120,2,2,23,6.3,108,89.0,0.0,82.4
