背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
0,,佐々木 みき,3,■,■,■,,,34,15,0,44.1,5.00,6,2,0,33.3,1,0.33,14,0,1,5,8.9,6,5.0,0.0,83.3
3,,フールマン フランシーヌ,3,■,■,■,,,32,16,1,50.0,5.33,1,0,0,0.0,2,0.67,16,1,2,8,17.5,0,0.0,0.0,-
4,,庄司 夕起,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
5,,多治見 麻子,3,■,■,■,,,24,13,1,54.2,4.33,0,0,0,-,2,0.67,15,0,0,4,6.7,0,0.0,0.0,-
6,,島崎 みゆき,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
7,L,吉田 実代,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,13,12.0,0.0,92.3
9,,榛澤 舞子,3,■,■,■,,,23,9,0,39.1,3.00,0,0,0,-,0,-,11,0,2,4,9.1,17,13.0,0.0,76.5
10,,加藤 理絵,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-
11,,吉原 知子,3,■,■,■,,,14,6,0,42.9,2.00,0,0,0,-,0,-,11,1,2,3,14.1,21,9.0,0.0,42.9
14,,久保庭 怜奈,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
16,,内田 役子,3,■,■,■,,,1,1,0,100.0,0.33,0,0,0,-,0,-,8,0,1,3,9.4,0,0.0,0.0,-
17,,西畑 美希,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,3,,,,,,128,60,2,46.9,20.00,7,2,0,28.6,5,1.67,76,2,8,27,11.0,57,39.0,0.0,68.4
