背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,吉田 千絵,4,■,■,■,■,,28,11,2,39.3,2.75,0,0,0,-,2,0.50,14,2,3,6,22.1,37,22.0,0.0,59.5
2,,橋口 かおり,4,□,□,□,□,,10,4,0,40.0,1.00,0,0,0,-,0,-,0,0,0,0,-,2,1.0,0.0,50.0
5,,狩野 美雪,4,■,■,■,■,,55,18,4,32.7,4.50,0,0,0,-,1,0.25,17,1,1,5,12.1,15,9.0,0.0,60.0
6,,角田 真由美,2,,□,,□,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,1,12.5,0,0.0,0.0,-
7,L,田中 弓貴,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,23,16.0,0.0,69.6
8,,船崎 恵視,4,■,■,■,■,,0,0,0,-,-,0,0,0,-,0,-,11,1,1,2,13.6,0,0.0,0.0,-
9,,田口 恵,4,■,■,■,■,,22,5,1,22.7,1.25,0,0,0,-,4,1.00,9,1,0,0,11.1,1,0.0,0.0,0.0
10,,辻 知恵,4,□,□,□,□,,0,0,0,-,-,0,0,0,-,0,-,6,0,0,2,8.3,0,0.0,0.0,-
13,,田辺 友紀,4,■,■,■,■,,9,3,3,33.3,0.75,0,0,0,-,2,0.50,15,0,0,7,11.7,1,0.0,0.0,0.0
14,,井西 彩乃,1,,,□,,,4,2,0,50.0,2.00,0,0,0,-,0,-,3,0,0,2,16.7,1,1.0,0.0,100.0
15,,西村 佳名子,4,■,■,■,■,,41,12,4,29.3,3.00,0,0,0,-,1,0.25,9,0,0,3,8.3,11,6.0,0.0,54.5
18,,松尾 留比子,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,4,,,,,,169,55,14,32.5,13.75,0,0,0,-,10,2.50,86,5,5,28,13.3,91,55.0,0.0,60.4
