背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,盛重 龍,3,■,■,■,,,15,6,2,40.0,2.00,1,1,0,100.0,1,0.33,9,0,1,1,2.8,28,17.0,0.0,60.7
2,,深津 貴之,2,□,□,,,,0,0,0,-,-,0,0,0,-,0,-,2,0,1,0,0.0,0,0.0,0.0,-
3,,重村 健太,3,■,■,■,,,0,0,0,-,-,0,0,0,-,1,0.33,3,0,0,0,0.0,0,0.0,0.0,-
4,,内山 正平,3,□,□,□,,,1,1,0,100.0,0.33,0,0,0,-,0,-,8,0,0,1,3.1,0,0.0,0.0,-
6,,近 裕崇,3,■,■,■,,,6,5,0,83.3,1.67,0,0,0,-,3,1.00,12,0,1,2,4.2,0,0.0,0.0,-
7,L,古賀 幸一郎,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,7,6.0,0.0,85.7
8,,レオナルド メロ,3,■,■,■,,,38,14,1,36.8,4.67,12,4,0,33.3,0,-,13,1,2,8,21.5,0,0.0,0.0,-
9,,白岩 直也,1,,□,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
10,,井上 崇昭,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
11,L,森 佑之,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
12,,高松 卓矢,3,■,■,■,,,32,15,2,46.9,5.00,11,6,1,54.5,0,-,15,2,0,5,19.0,16,9.0,0.0,56.2
13,,岡本 秀明,2,□,□,,,,1,0,0,0.0,-,1,0,0,0.0,0,-,4,1,1,1,26.2,3,2.0,0.0,66.7
14,,幡司 一貴,3,■,■,■,,,6,3,0,50.0,1.00,0,0,0,-,3,1.00,7,0,1,2,7.1,0,0.0,0.0,-
17,,佐藤 和哉,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,3,,,,,,99,44,5,44.4,14.67,25,11,1,44.0,8,2.67,73,4,7,20,11.2,54,34.0,0.0,63.0
