背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,中川 剛,4,■,■,■,■,,32,14,7,43.8,3.50,15,6,3,40.0,1,0.25,19,0,1,6,7.9,0,0.0,0.0,-
3,L,田中 紀幸,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
5,,横田 圭祐,4,■,■,■,■,,18,13,1,72.2,3.25,0,0,0,-,1,0.25,15,0,0,2,3.3,0,0.0,0.0,-
6,,三芳 健斗,2,■,■,,,,6,3,1,50.0,1.50,0,0,0,-,2,1.00,5,0,0,1,5.0,0,0.0,0.0,-
8,,廣本 遥,1,,,,□,,1,0,0,0.0,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
9,,手塚 奨,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
10,,岡村 義郎,3,,□,■,■,,13,8,1,61.5,2.67,0,0,0,-,3,1.00,6,0,0,0,0.0,0,0.0,0.0,-
11,,浅野 卓雅,3,□,,□,□,,0,0,0,-,-,0,0,0,-,0,-,5,0,1,1,5.0,4,1.0,0.0,25.0
12,L,芳賀 広大,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,20,12.0,0.0,60.0
13,,杉本 匠,4,■,■,■,■,,17,8,2,47.1,2.00,0,0,0,-,2,0.50,16,1,3,4,11.2,33,24.0,0.0,72.7
14,,岩井 浩二,4,■,■,■,■,,26,10,1,38.5,2.50,0,0,0,-,1,0.25,13,1,1,4,15.4,15,7.0,0.0,46.7
15,,丸谷 将大,4,□,□,□,□,,0,0,0,-,-,0,0,0,-,0,-,4,0,2,1,6.2,0,0.0,0.0,-
16,,新 貴裕,4,■,■,■,■,,3,1,0,33.3,0.25,0,0,0,-,0,-,13,1,4,6,19.2,0,0.0,0.0,-
20,,志波 京介,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,1,0,1,0,0.0,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,4,,,,,,116,57,13,49.1,14.25,15,6,3,40.0,10,2.50,97,3,13,25,9.3,72,44.0,0.0,61.1
