背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,坂下 麻衣子,2,,,□,□,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
2,,谷口 雅美,4,■,■,■,■,,42,18,3,42.9,4.50,12,5,0,41.7,1,0.25,17,1,1,7,16.2,2,0.0,0.0,0.0
3,,アルベス タチアーナ,4,■,■,■,■,,29,14,3,48.3,3.50,4,1,0,25.0,3,0.75,18,1,2,7,14.2,6,3.0,0.0,50.0
6,,西山 由樹,4,■,■,■,■,,19,6,2,31.6,1.50,0,0,0,-,1,0.25,11,1,2,4,16.4,3,1.0,0.0,33.3
7,,竹下 佳江,4,■,■,■,■,,1,0,1,0.0,-,0,0,0,-,0,-,20,1,1,5,11.2,0,0.0,0.0,-
8,,高木 理江,3,□,,□,□,,0,0,0,-,-,0,0,0,-,0,-,3,0,0,1,8.3,0,0.0,0.0,-
9,,宝来 麻紀子,4,■,■,■,■,,16,9,0,56.2,2.25,0,0,0,-,4,1.00,8,0,0,0,0.0,0,0.0,0.0,-
10,,河村 聖子,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
11,,小酒 翔子,1,,□,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-
12,L,西山 慶樹,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
15,,位田 愛,4,■,■,■,■,,26,12,0,46.2,3.00,0,0,0,-,1,0.25,12,1,0,3,14.6,51,41.0,0.0,80.4
18,,河合 由貴,1,□,,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-
19,,川原 麻実,1,□,,,,,2,0,0,0.0,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
20,L,井上 琴絵,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,13,5.0,0.0,38.5
チーム合計,チーム合計,チーム合計,4,,,,,,135,59,9,43.7,14.75,16,6,0,37.5,10,2.50,91,5,6,27,12.5,75,50.0,0.0,66.7
