背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,岸本 一馬,3,■,□,□,,,6,3,2,50.0,1.00,1,0,1,0.0,0,-,4,0,1,2,12.5,8,3.0,0.0,37.5
3,,浅倉 勇,3,□,□,,□,,0,0,0,-,-,0,0,0,-,0,-,4,1,2,0,20.0,0,0.0,0.0,-
4,,今井 啓介,4,■,■,■,■,,8,5,1,62.5,1.25,0,0,0,-,6,1.50,7,0,1,0,0.0,0,0.0,0.0,-
5,,山本 隆弘,4,■,■,■,■,,39,16,7,41.0,4.00,18,7,2,38.9,1,0.25,27,4,8,9,20.9,0,0.0,0.0,-
6,L,小糸 敬夫,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,18,8.0,0.0,44.4
8,,川村 慎二,4,□,■,■,■,,12,4,0,33.3,1.00,2,0,0,0.0,0,-,10,0,4,3,7.5,23,11.0,0.0,47.8
9,,北川 祐介,4,■,■,■,■,,6,6,0,100.0,1.50,0,0,0,-,3,0.75,9,0,1,0,0.0,0,0.0,0.0,-
10,,牛尾 正和,4,■,■,■,■,,0,0,0,-,-,0,0,0,-,2,0.50,12,0,1,3,6.2,0,0.0,0.0,-
11,,久保 尚志,3,,□,□,□,,0,0,0,-,-,0,0,0,-,0,-,5,0,1,1,5.0,0,0.0,0.0,-
14,,後山 博史,2,□,,□,,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0.0,0.0,-
18,,真鍋 政義,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
22,,カントル サンドロ,4,■,■,■,■,,26,14,2,53.8,3.50,2,1,1,50.0,3,0.75,14,3,1,7,32.5,14,12.0,0.0,85.7
チーム合計,チーム合計,チーム合計,4,,,,,,97,48,12,49.5,12.00,23,8,4,34.8,15,3.75,94,8,20,25,14.1,63,34.0,0.0,54.0
