背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,山村 宏太,3,■,■,■,,,3,1,1,33.3,0.33,0,0,0,-,0,-,10,0,1,0,0.0,2,1.0,0.0,50.0
2,,佐々木 太一,3,■,■,■,,,6,3,0,50.0,1.00,0,0,0,-,2,0.67,10,1,3,2,13.0,0,0.0,0.0,-
4,,清水 雅之,3,■,■,■,,,0,0,0,-,-,0,0,0,-,0,-,10,0,1,1,2.5,0,0.0,0.0,-
6,,栗原 圭介,1,□,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
7,,越川 優,3,■,■,■,,,21,12,1,57.1,4.00,4,2,0,50.0,1,0.33,10,1,0,2,13.0,14,6.0,0.0,42.9
9,,桑田 鎮典,3,■,□,□,,,4,1,2,25.0,0.33,2,0,2,0.0,0,-,4,1,0,1,31.2,7,2.0,0.0,28.6
10,,荻野 正二,3,□,■,■,,,10,5,0,50.0,1.67,2,0,0,0.0,2,0.67,11,0,0,4,9.1,13,7.0,0.0,53.8
12,,木原 丈裕,1,□,,,,,1,0,0,0.0,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
14,,上田 剛史,2,,□,□,,,0,0,0,-,-,0,0,0,-,0,-,3,0,1,1,8.3,0,0.0,0.0,-
16,,ジルソン ベルナルド,3,■,■,■,,,30,15,2,50.0,5.00,15,7,1,46.7,0,-,11,1,4,5,18.6,0,0.0,0.0,-
17,,阿南 卓,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
18,L,小川 吉,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,30,16.0,0.0,53.3
チーム合計,チーム合計,チーム合計,3,,,,,,75,37,6,49.3,12.33,23,9,3,39.1,5,1.67,69,4,10,16,10.7,66,32.0,0.0,48.5
