背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2,,宮下 拓也,4,■,■,■,■,,42,18,1,42.9,4.50,5,4,0,80.0,0,-,17,3,4,6,25.3,26,17.0,0.0,65.4
6,,瀧澤 陽紀,4,■,■,■,■,,35,12,5,34.3,3.00,6,3,2,50.0,1,0.25,15,0,3,7,11.7,33,23.0,0.0,69.7
7,,奥田 基嗣,4,■,■,■,■,,11,8,1,72.7,2.00,0,0,0,-,0,-,10,1,4,1,12.5,0,0.0,0.0,-
9,,小針 幸,4,■,■,■,■,,25,9,3,36.0,2.25,7,2,2,28.6,0,-,17,1,1,4,10.6,0,0.0,0.0,-
11,,須藤 優,4,■,■,■,■,,2,1,0,50.0,0.25,0,0,0,-,1,0.25,15,0,1,11,18.3,0,0.0,0.0,-
12,,中島 冬輝,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
14,,勝本 真太郎,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
15,L,松尾 敬介,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,20,14.0,0.0,70.0
16,,柳川 大知,2,,,□,□,,1,1,0,100.0,0.50,0,0,0,-,0,-,2,0,1,0,0.0,0,0.0,0.0,-
17,,桝谷 周呈,3,□,□,,□,,0,0,0,-,-,0,0,0,-,0,-,8,0,1,6,18.8,0,0.0,0.0,-
21,L,石川 裕敏,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
22,,米村 尊,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
25,,宮内 健嗣,4,■,■,■,■,,14,8,1,57.1,2.00,0,0,0,-,2,0.50,9,0,2,1,2.8,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,4,,,,,,130,57,11,43.8,14.25,18,9,4,50.0,4,1.00,93,5,17,36,14.6,79,54.0,0.0,68.4
