背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,小川 貴大,3,■,■,■,,,18,6,0,33.3,2.00,3,0,0,0.0,1,0.33,6,0,1,0,0.0,0,0.0,0.0,-
3,,水野 貴文,3,■,■,■,,,11,4,2,36.4,1.33,0,0,0,-,0,-,6,1,0,4,30.0,0,0.0,0.0,-
4,,加藤 啓,2,■,■,,,,10,5,0,50.0,2.50,0,0,0,-,1,0.50,3,0,1,1,8.3,0,0.0,0.0,-
6,,松本 幸博,3,■,■,■,,,17,5,3,29.4,1.67,1,0,1,0.0,1,0.33,6,0,0,2,8.3,29,21.0,0.0,72.4
8,L,石川 俊輔,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,6,4.0,0.0,66.7
9,L,進藤 佑一,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
10,,豊田 将人,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
11,,冨吉 駿平,1,,□,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,1,25.0,0,0.0,0.0,-
12,,小川 功太,3,■,■,■,,,20,11,3,55.0,3.67,1,1,0,100.0,2,0.67,13,0,1,4,7.7,26,17.0,0.0,65.4
13,,中村 航太朗,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
14,,中道 元貴,3,■,■,■,,,0,0,0,-,-,0,0,0,-,0,-,18,1,3,10,19.4,0,0.0,0.0,-
17,,佐藤 秀俊,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,5,0,1,2,10.0,0,0.0,0.0,-
19,,神谷 昴紀,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
20,,鈴木 雅史,1,,,■,,,5,3,0,60.0,3.00,0,0,0,-,0,-,2,0,0,1,12.5,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,3,,,,,,81,34,8,42.0,11.33,5,1,1,20.0,5,1.67,60,2,7,25,13.4,61,42.0,0.0,68.9
