背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,伊澤 啓生,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,1,0,1,0,0.0,0,0.0,0.0,-
3,,久保田 雅人,2,■,■,,,,10,2,0,20.0,1.00,0,0,0,-,1,0.50,5,0,2,2,10.0,13,11.0,0.0,84.6
4,,田中 尚,4,■,■,■,■,,21,10,1,47.6,2.50,0,0,0,-,2,0.50,14,0,0,6,10.7,3,2.0,0.0,66.7
5,,平野 晃多,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
6,,辰巳 佳靖,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
7,L,赤澤 直樹,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
8,,藤元 公貴,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
9,,長谷川 優太,4,■,■,■,■,,2,2,0,100.0,0.50,0,0,0,-,0,-,11,0,2,2,4.5,0,0.0,0.0,-
10,,二五田 大輔,4,□,□,■,■,,17,5,0,29.4,1.25,3,0,0,0.0,0,-,10,0,0,8,20.0,28,15.0,0.0,53.6
13,L,草場 貴成,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,15,9.0,0.0,60.0
15,,金澤 秀幸,4,■,■,■,■,,24,12,1,50.0,3.00,2,1,0,50.0,0,-,14,1,1,7,18.2,27,21.0,0.0,77.8
16,,川口 一貴,4,■,■,■,■,,11,9,0,81.8,2.25,0,0,0,-,1,0.25,19,1,2,8,14.7,0,0.0,0.0,-
20,,木村 拓哉,4,■,■,■,■,,45,16,4,35.6,4.00,21,5,3,23.8,3,0.75,14,0,2,4,7.1,0,0.0,0.0,-
21,,嶋津 京将,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,4,,,,,,130,56,6,43.1,14.00,26,6,3,23.1,7,1.75,88,2,10,37,12.3,86,58.0,0.0,67.4
