背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2,,渕江 陵友,3,■,■,□,,,10,3,1,30.0,1.00,0,0,0,-,0,-,6,0,0,2,8.3,18,10.0,0.0,55.6
3,,浅川 成也,1,,,■,,,6,2,1,33.3,2.00,0,0,0,-,0,-,1,0,1,0,0.0,0,0.0,0.0,-
4,,皆川 昂太,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
5,,森本 浩矢,3,■,■,■,,,9,3,1,33.3,1.00,0,0,0,-,0,-,10,0,2,1,2.5,0,0.0,0.0,-
6,L,徳尾 直哉,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
7,,東野 晴輝,3,■,■,■,,,2,1,0,50.0,0.33,0,0,0,-,0,-,8,0,0,1,3.1,0,0.0,0.0,-
8,,清水 隆平,1,,,□,,,3,1,1,33.3,1.00,3,1,1,33.3,0,-,1,0,1,0,0.0,0,0.0,0.0,-
9,,大保 亮太朗,3,■,■,■,,,6,3,0,50.0,1.00,0,0,0,-,2,0.67,5,0,2,0,0.0,0,0.0,0.0,-
11,L,福島 孝輝,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,9,6.0,0.0,66.7
13,,松下 大悟,3,■,■,■,,,27,10,7,37.0,3.33,10,5,2,50.0,1,0.33,10,0,2,4,10.0,37,28.0,0.0,75.7
16,,吉岡 衛,3,■,■,■,,,23,11,3,47.8,3.67,3,0,1,0.0,0,-,8,0,2,2,6.2,0,0.0,0.0,-
18,,上坂 将輝,1,□,,,,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,2,25.0,0,0.0,0.0,-
19,,水口 直希,2,,□,□,,,1,1,0,100.0,0.50,0,0,0,-,0,-,2,0,0,2,25.0,0,0.0,0.0,-
20,,山下 輝樹,1,□,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,2,0.0,0.0,0.0
チーム合計,チーム合計,チーム合計,3,,,,,,87,35,14,40.2,11.67,16,6,4,37.5,3,1.00,53,0,10,14,6.6,66,44.0,0.0,66.7
