背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,川越 裕康,3,■,■,■,,,10,4,2,40.0,1.33,0,0,0,-,1,0.33,10,0,2,1,2.5,5,3.0,0.0,60.0
2,,堀江 直伸,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
3,,西畑 達也,3,■,■,■,,,14,9,1,64.3,3.00,0,0,0,-,1,0.33,9,0,0,2,5.6,31,26.0,0.0,83.9
4,,武本 泰幸,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
6,,岡西 航佑,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
7,,石本 裕樹,3,■,■,■,,,7,3,0,42.9,1.00,0,0,0,-,1,0.33,7,0,0,4,14.3,0,0.0,0.0,-
9,L,矢島 優一,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,16,9.0,0.0,56.2
10,,中田 亮二,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,5,2.0,0.0,40.0
11,,毛利 光生,3,■,■,■,,,1,0,0,0.0,-,0,0,0,-,0,-,10,0,1,3,7.5,0,0.0,0.0,-
13,,東 健司,3,■,■,■,,,21,9,0,42.9,3.00,5,1,0,20.0,2,0.67,11,0,2,2,4.5,0,0.0,0.0,-
15,,筆脇 ウィリアン,3,■,■,■,,,37,11,3,29.7,3.67,3,1,0,33.3,0,-,11,0,0,1,2.3,11,6.0,0.0,54.5
チーム合計,チーム合計,チーム合計,3,,,,,,90,36,6,40.0,12.00,8,2,0,25.0,5,1.67,58,0,5,13,5.6,68,46.0,0.0,67.6
