背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,田代 麻樹,3,■,■,■,,,16,7,1,43.8,2.33,0,0,0,-,3,1.00,8,0,1,4,12.5,0,0.0,0.0,-
2,,佐々原 和,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
3,,今井 里美,3,■,■,■,,,29,11,0,37.9,3.67,1,0,0,0.0,0,-,14,1,1,4,12.9,40,17.0,0.0,42.5
4,,吉井 奎乃,1,,,■,,,17,5,0,29.4,5.00,1,0,0,0.0,0,-,3,0,0,2,16.7,3,1.0,0.0,33.3
5,,山本 裕香,2,,□,□,,,1,0,0,0.0,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-
6,,宮井 遥,2,■,■,,,,22,7,3,31.8,3.50,0,0,0,-,1,0.50,6,0,2,2,8.3,3,2.0,0.0,66.7
8,,岡部 彩花,3,■,■,■,,,35,11,2,31.4,3.67,2,0,0,0.0,2,0.67,15,1,1,9,20.3,2,0.0,0.0,0.0
9,,本間 真樹子,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
11,,佐々木 美帆,3,■,■,■,,,16,9,1,56.2,3.00,0,0,0,-,4,1.33,14,0,1,4,7.1,1,1.0,0.0,100.0
13,L,塚本 尚子,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,16,12.0,0.0,75.0
14,,佐野 遥香,3,■,■,■,,,0,0,0,-,-,0,0,0,-,0,-,16,0,0,6,9.4,0,0.0,0.0,-
17,L,樋口 沙樹,3,〇,〇,〇,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,3,,,,,,136,50,7,36.8,16.67,4,0,0,0.0,10,3.33,77,2,6,31,12.1,65,33.0,0.0,50.8
