背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,佐々木 邦雄,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
2,,大野 晃義,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
4,,前田 裕幸,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,3,0,0,0,0.0,1,0.0,0.0,0.0
6,,岩下 剣士,2,,■,■,,,3,2,0,66.7,1.00,0,0,0,-,0,-,8,0,0,1,3.1,0,0.0,0.0,-
7,,岩谷 徹也,3,■,■,■,,,1,0,1,0.0,-,1,0,1,0.0,2,0.67,7,0,0,1,3.6,0,0.0,0.0,-
8,,小山 博志,3,■,■,■,,,32,16,6,50.0,5.33,13,7,2,53.8,1,0.33,8,0,1,3,9.4,0,0.0,0.0,-
9,,小山 純志,3,■,■,■,,,14,4,3,28.6,1.33,0,0,0,-,0,-,12,0,1,3,6.2,30,16.0,0.0,53.3
12,,門田 卓,3,■,■,■,,,6,1,1,16.7,0.33,0,0,0,-,4,1.33,10,0,0,3,7.5,2,0.0,0.0,0.0
13,,上道 映人,3,■,■,■,,,23,11,1,47.8,3.67,1,1,0,100.0,0,-,6,0,3,3,12.5,2,0.0,0.0,0.0
15,L,木村 友宣,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,31,22.0,0.0,71.0
16,,田中 則雄,1,■,,,,,2,0,1,0.0,-,0,0,0,-,1,1.00,3,0,0,0,0.0,0,0.0,0.0,-
17,,片岡 拓磨,1,□,,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,1,0,0.0,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,3,,,,,,81,34,13,42.0,11.33,15,8,3,53.3,8,2.67,58,0,6,14,6.0,66,38.0,0.0,57.6
